,home_score,away_score,home_team_name,away_team_name,home_formation,away_fromation,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,HomePlayer12,HomePlayer13,HomePlayer14,HomePlayer15,HomePlayer16,HomePlayer17,HomePlayer18,HomePlayer19,HomePlayer20,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,AwayPlayer12,AwayPlayer13,AwayPlayer14,AwayPlayer15,AwayPlayer16,AwayPlayer17,AwayPlayer18,AwayPlayer19,AwayPlayer20,Matchweek,home_GD_prior,away_GD_prior,home_Points_prior,away_Points_prior
10,1,1,Manchester United,West Ham United,"<strong class=""matchTeamFormation"" data-team-id=""12"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""25"">4-2-3-1</strong>",David de Gea,Victor Lindelöf,Harry Maguire,Brandon Williams,Timothy Fosu-Mensah,Nemanja Matic,Bruno Fernandes,Paul Pogba,Marcus Rashford,Mason Greenwood,Anthony Martial,Sergio Romero,Aaron Wan-Bissaka,Diogo Dalot,Fred,Jesse Lingard,Scott McTominay,Daniel James,Juan Mata,Odion Ighalo,Lukasz Fabianski,Angelo Ogbonna,Issa Diop,Aaron Cresswell,Ben Johnson,Tomás Soucek,Jarrod Bowen,Declan Rice,Pablo Fornals,Mark Noble,Michail Antonio,Darren Randolph,Fabián Balbuena,Arthur Masuaku,Manuel Lanzini,Jack Wilshere,Felipe Anderson,Conor Coventry,Andrii Yarmolenko,Sébastien Haller,Matchweek 37,28,-13,62,37
11,5,3,Liverpool,Chelsea,"<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""4"">3-4-2-1</strong>",Alisson Becker,Virgil van Dijk,Joe Gomez,Andy Robertson,Trent Alexander-Arnold,Georginio Wijnaldum,Naby Keïta,Fabinho,Sadio Mané,Roberto Firmino,Mohamed Salah,Adrián,Dejan Lovren,Alex Oxlade-Chamberlain,Xherdan Shaqiri,Adam Lallana,James Milner,Curtis Jones,Takumi Minamino,Divock Origi,Kepa,Antonio Rüdiger,César Azpilicueta,Kurt Zouma,Reece James,Marcos Alonso,Jorginho,Mateo Kovacic,Willian,Olivier Giroud,Mason Mount,Willy Caballero,Andreas Christensen,Fikayo Tomori,Emerson,Ruben Loftus-Cheek,Christian Pulisic,Callum Hudson-Odoi,Tammy Abraham,Pedro,Matchweek 37,48,15,93,63
12,0,4,Watford,Manchester City,"<strong class=""matchTeamFormation"" data-team-id=""33"">4-5-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""11"">4-3-3</strong>",Ben Foster,Kiko Femenía,Christian Kabasele,Craig Dawson,Adrian Mariappa,Ismaïla Sarr,Roberto Pereyra,Tom Cleverley,Abdoulaye Doucouré,Will Hughes,Troy Deeney,Heurelho Gomes,Adam Masina,Craig Cathcart,Ignacio Pussetto,Domingos Quina,Nathaniel Chalobah,Andre Gray,Danny Welbeck,João Pedro,Ederson,Kyle Walker,João Cancelo,Aymeric Laporte,Eric García,Rodri,Bernardo Silva,Kevin De Bruyne,Raheem Sterling,Gabriel Jesus,Phil Foden,Scott Carson,Oleksandr Zinchenko,Nicolás Otamendi,John Stones,Benjamin Mendy,Fernandinho,Ilkay Gündogan,David Silva,Riyad Mahrez,Matchweek 37,-23,58,34,75
13,1,0,Aston Villa,Arsenal,"<strong class=""matchTeamFormation"" data-team-id=""2"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""1"">3-4-3</strong>",Pepe Reina,Matt Targett,Ezri Konsa,Ahmed El Mohamady,Tyrone Mings,Conor Hourihane,John McGinn,Douglas Luiz,Jack Grealish,Mbwana Samatta,Trézéguet,Ørjan Nyland,Frédéric Guilbert,Kortney Hause,Anwar El Ghazi,Jota,Marvelous Nakamba,Henri Lansbury,Indiana Vassilev,Keinan Davis,Emiliano Martínez,Rob Holding,Sead Kolasinac,David Luiz,Dani Ceballos,Lucas Torreira,Cédric Soares,Bukayo Saka,Alexandre Lacazette,Pierre-Emerick Aubameyang,Eddie Nketiah,Matt Macey,Kieran Tierney,Matt Smith,Sokratis Papastathopoulos,Héctor Bellerín,Joe Willock,Ainsley Maitland-Niles,Granit Xhaka,Nicolas Pépé,Matchweek 37,-27,8,31,53
14,0,0,Brighton and Hove Albion,Newcastle United,"<strong class=""matchTeamFormation"" data-team-id=""131"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""23"">3-5-2</strong>",Mathew Ryan,Adam Webster,Tariq Lamptey,Dan Burn,Lewis Dunk,Pascal Groß,Aaron Mooy,Yves Bissouma,Dale Stephens,Leandro Trossard,Neal Maupay,David Button,Martín Montoya,Shane Duffy,Alex Cochrane,Solly March,Davy Pröpper,Alexis Mac Allister,Aaron Connolly,Glenn Murray,Martin Dúbravka,Federico Fernández,Emil Krafth,Danny Rose,Miguel Almirón,Javier Manquillo,Nabil Bentaleb,Jonjo Shelvey,Matt Ritchie,Allan Saint-Maximin,Dwight Gayle,Karl Darlow,DeAndre Yedlin,Christian Atsu,Valentino Lazaro,Matty Longstaff,Kelland Watts,Andy Carroll,Joelinton,Yoshinori Muto,Matchweek 37,-16,-18,37,43
15,0,1,Sheffield United,Everton,"<strong class=""matchTeamFormation"" data-team-id=""18"">3-5-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""7"">4-2-3-1</strong>",Dean Henderson,Chris Basham,John Egan,Jack O'Connell,Sander Berge,George Baldock,Enda Stevens,Oliver Norwood,Ben Osborn,David McGoldrick,Oliver McBurnie,Simon Moore,Phil Jagielka,Jack Robinson,Kieron Freeman,John Lundstram,John Fleck,Billy Sharp,Richairo Zivkovic,Leon Clarke,Jordan Pickford,Michael Keane,Jarrad Branthwaite,Lucas Digne,Djibril Sidibé,André Gomes,Theo Walcott,Tom Davies,Richarlison,Gylfi Sigurdsson,Dominic Calvert-Lewin,João Virgínia,Maarten Stekelenburg,Leighton Baines,Séamus Coleman,Alex Iwobi,Beni Baningime,Ellis Simms,Bernard,Anthony Gordon,Matchweek 37,3,-11,54,46
16,2,0,Wolverhampton Wanderers,Crystal Palace,"<strong class=""matchTeamFormation"" data-team-id=""38"">3-4-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""6"">4-4-2</strong>",Rui Patrício,Conor Coady,Leander Dendoncker,Willy-Arnaud Boly,João Moutinho,Jonny Otto,Rúben Neves,Matt Doherty,Adama Traoré,Daniel Podence,Raúl Jiménez,John Ruddy,Maximilian Kilman,Oskar Buur,Rúben Vinagre,Bruno Jordão,Romain Saïss,Morgan Gibbs-White,Pedro Neto,Diogo Jota,Vicente Guaita,Tyrick Mitchell,Scott Dann,Joel Ward,Mamadou Sakho,Andros Townsend,James McArthur,James McCarthy,Jeffrey Schlupp,Jordan Ayew,Wilfried Zaha,Stephen Henderson,Sam Woods,Martin Kelly,Cheikhou Kouyaté,Jairo Riedewald,Max Meyer,Nya Kirby,John-Kymani Gordon,Brandon Pierrick,Matchweek 37,11,-17,56,42
17,0,2,Bournemouth,Southampton,"<strong class=""matchTeamFormation"" data-team-id=""127"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""20"">4-4-2</strong>",Aaron Ramsdale,Steve Cook,Lloyd Kelly,Diego Rico,Jack Stacey,Junior Stanislas,Philip Billing,Jefferson Lerma,David Brooks,Joshua King,Callum Wilson,Artur Boruc,Jack Simpson,Dan Gosling,Andrew Surman,Harry Wilson,Lewis Cook,Dominic Solanke,Arnaut Danjuma,Sam Surridge,Alex McCarthy,Jack Stephens,Jannik Vestergaard,Kyle Walker-Peters,Ryan Bertrand,Stuart Armstrong,Oriol Romeu,Nathan Redmond,James Ward-Prowse,Danny Ings,Shane Long,Angus Gunn,Jake Vokins,Yan Valery,Kevin Danso,Will Ferry,Will Smallbone,Pierre-Emile Højbjerg,Ché Adams,Michael Obafemi,Matchweek 37,-25,-13,31,46
18,3,0,Tottenham Hotspur,Leicester City,"<strong class=""matchTeamFormation"" data-team-id=""21"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""26"">3-4-3</strong>",Hugo Lloris,Ben Davies,Sèrge Aurier,Davinson Sánchez,Toby Alderweireld,Harry Winks,Moussa Sissoko,Son Heung-Min,Giovani Lo Celso,Lucas Moura,Harry Kane,Paulo Gazzaniga,Jan Vertonghen,Japhet Tanganga,Juan Foyth,Gedson Fernandes,Ryan Sessegnon,Oliver Skipp,Érik Lamela,Steven Bergwijn,Kasper Schmeichel,Wes Morgan,Jonny Evans,Ryan Bennett,Youri Tielemans,Luke Thomas,Wilfred Ndidi,James Justin,Jamie Vardy,Ayoze Pérez,Harvey Barnes,Danny Ward,Darnell Johnson,Dennis Praet,Demarai Gray,Matty James,Hamza Choudhury,Nampalys Mendy,Kelechi Iheanacho,George Hirst,Matchweek 37,11,31,55,62
19,0,2,Norwich City,Burnley,"<strong class=""matchTeamFormation"" data-team-id=""14"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""43"">4-4-2</strong>",Tim Krul,Max Aarons,Timm Klose,Jamal Lewis,Ben Godfrey,Kenny McLean,Onel Hernández,Todd Cantwell,Alexander Tettey,Emiliano Buendía,Josip Drmic,Michael McGovern,Christoph Zimmermann,Akin Famewo,Marco Stiepermann,Lukas Rupp,Mario Vrancic,Josh Martin,Adam Idah,Teemu Pukki,Nick Pope,Kevin Long,Erik Pieters,James Tarkowski,Phil Bardsley,Josh Brownhill,Jóhann Gudmundsson,Ashley Westwood,Dwight McNeil,Jay Rodríguez,Chris Wood,Bailey Peacock-Farrell,Anthony Driscoll-Glennon,Jimmy Dunne,Mace Goodridge,Robert Brady,Josh Benson,Max Thompson,Matej Vydra,Joel Mumbongo,Matchweek 37,-42,-8,21,51
20,0,0,Bournemouth,Tottenham Hotspur,"<strong class=""matchTeamFormation"" data-team-id=""127"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""21"">4-3-3</strong>",Aaron Ramsdale,Nathan Aké,Diego Rico,Adam Smith,Lloyd Kelly,Junior Stanislas,Dan Gosling,Jefferson Lerma,David Brooks,Callum Wilson,Joshua King,Artur Boruc,Steve Cook,Jack Stacey,Lewis Cook,Andrew Surman,Harry Wilson,Dominic Solanke,Arnaut Danjuma,Sam Surridge,Hugo Lloris,Sèrge Aurier,Ben Davies,Toby Alderweireld,Jan Vertonghen,Harry Winks,Moussa Sissoko,Giovani Lo Celso,Harry Kane,Érik Lamela,Steven Bergwijn,Paulo Gazzaniga,Davinson Sánchez,Gedson Fernandes,Tanguy Ndombélé,Oliver Skipp,Ryan Sessegnon,Lucas Moura,Son Heung-Min,Harvey White,Matchweek 34,-27,8,27,48
21,1,1,Everton,Southampton,"<strong class=""matchTeamFormation"" data-team-id=""7"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""20"">4-4-2</strong>",Jordan Pickford,Michael Keane,Lucas Digne,Yerry Mina,Séamus Coleman,André Gomes,Alex Iwobi,Tom Davies,Anthony Gordon,Dominic Calvert-Lewin,Richarlison,Maarten Stekelenburg,Leighton Baines,Jarrad Branthwaite,Djibril Sidibé,Beni Baningime,Gylfi Sigurdsson,Theo Walcott,Moise Kean,Bernard,Alex McCarthy,Ryan Bertrand,Jan Bednarek,Jack Stephens,Kyle Walker-Peters,Stuart Armstrong,Nathan Redmond,James Ward-Prowse,Oriol Romeu,Danny Ings,Ché Adams,Angus Gunn,Jake Vokins,Kevin Danso,Pierre-Emile Højbjerg,Will Ferry,Alexandre Jankewitz,Will Smallbone,Shane Long,Michael Obafemi,Matchweek 34,-8,-13,44,43
22,0,3,Aston Villa,Manchester United,"<strong class=""matchTeamFormation"" data-team-id=""2"">4-4-1-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""12"">4-2-3-1</strong>",Pepe Reina,Neil Taylor,Ezri Konsa,Kortney Hause,Tyrone Mings,Trézéguet,John McGinn,Anwar El Ghazi,Douglas Luiz,Mbwana Samatta,Jack Grealish,Ørjan Nyland,Frédéric Guilbert,Ahmed El Mohamady,Jota,Marvelous Nakamba,Henri Lansbury,Conor Hourihane,Indiana Vassilev,Keinan Davis,David de Gea,Harry Maguire,Luke Shaw,Aaron Wan-Bissaka,Victor Lindelöf,Nemanja Matic,Bruno Fernandes,Mason Greenwood,Marcus Rashford,Paul Pogba,Anthony Martial,Sergio Romero,Brandon Williams,Eric Bailly,Scott McTominay,Andreas Pereira,Juan Mata,Daniel James,Fred,Odion Ighalo,Matchweek 34,-26,23,27,55
23,5,0,Manchester City,Newcastle United,"<strong class=""matchTeamFormation"" data-team-id=""11"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""23"">4-4-1-1</strong>",Ederson,Nicolás Otamendi,Oleksandr Zinchenko,João Cancelo,John Stones,David Silva,Rodri,Kevin De Bruyne,Gabriel Jesus,Phil Foden,Riyad Mahrez,Claudio Bravo,Aymeric Laporte,Kyle Walker,Eric García,Bernardo Silva,Tommy Doyle,Fernandinho,Ilkay Gündogan,Raheem Sterling,Martin Dúbravka,Federico Fernández,DeAndre Yedlin,Emil Krafth,Danny Rose,Valentino Lazaro,Nabil Bentaleb,Matt Ritchie,Fabian Schär,Joelinton,Jonjo Shelvey,Karl Darlow,Javier Manquillo,Jack Young,Miguel Almirón,Christian Atsu,Matty Longstaff,Thomas Allan,Dwight Gayle,Yoshinori Muto,Matchweek 34,47,-10,66,43
24,1,0,Sheffield United,Wolverhampton Wanderers,"<strong class=""matchTeamFormation"" data-team-id=""18"">3-5-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""38"">3-4-3</strong>",Dean Henderson,Chris Basham,John Egan,Jack O'Connell,Enda Stevens,Ben Osborn,Oliver Norwood,George Baldock,Sander Berge,Billy Sharp,Oliver McBurnie,Simon Moore,Kieron Freeman,Jack Robinson,Phil Jagielka,John Lundstram,Jack Rodwell,Lys Mousset,Richairo Zivkovic,,Rui Patrício,Conor Coady,Willy-Arnaud Boly,Romain Saïss,João Moutinho,Jonny Otto,Rúben Neves,Matt Doherty,Adama Traoré,Diogo Jota,Raúl Jiménez,John Ruddy,Maximilian Kilman,Oskar Buur,Rúben Vinagre,Bruno Jordão,Morgan Gibbs-White,Daniel Podence,Leander Dendoncker,Leonardo Campana,Matchweek 34,1,9,48,52
25,0,1,West Ham United,Burnley,"<strong class=""matchTeamFormation"" data-team-id=""25"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""43"">4-4-2</strong>",Lukasz Fabianski,Aaron Cresswell,Ryan Fredericks,Angelo Ogbonna,Issa Diop,Pablo Fornals,Tomás Soucek,Declan Rice,Andrii Yarmolenko,Jarrod Bowen,Michail Antonio,Darren Randolph,Arthur Masuaku,Fabián Balbuena,Ben Johnson,Jack Wilshere,Manuel Lanzini,Mark Noble,Albian Ajeti,Sébastien Haller,Nick Pope,James Tarkowski,Charlie Taylor,Kevin Long,Phil Bardsley,Ashley Westwood,Dwight McNeil,Erik Pieters,Josh Brownhill,Jay Rodríguez,Matej Vydra,Bailey Peacock-Farrell,Anthony Driscoll-Glennon,Jimmy Dunne,Robert Brady,Mace Goodridge,Jóhann Gudmundsson,Josh Benson,Chris Wood,Max Thompson,Matchweek 34,-18,-9,31,46
26,1,3,Brighton and Hove Albion,Liverpool,"<strong class=""matchTeamFormation"" data-team-id=""131"">4-3-1-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>",Mathew Ryan,Adam Webster,Dan Burn,Tariq Lamptey,Lewis Dunk,Pascal Groß,Alexis Mac Allister,Davy Pröpper,Dale Stephens,Neal Maupay,Leandro Trossard,David Button,Martín Montoya,Shane Duffy,Bernardo,Aaron Mooy,Yves Bissouma,Aaron Connolly,Glenn Murray,Alireza Jahanbakhsh,Alisson Becker,Virgil van Dijk,Neco Williams,Trent Alexander-Arnold,Joe Gomez,Jordan Henderson,Georginio Wijnaldum,Naby Keïta,Alex Oxlade-Chamberlain,Roberto Firmino,Mohamed Salah,Adrián,Andy Robertson,James Milner,Harvey Elliott,Curtis Jones,Fabinho,Takumi Minamino,Divock Origi,Sadio Mané,Matchweek 34,-9,47,36,89
27,2,3,Crystal Palace,Chelsea,"<strong class=""matchTeamFormation"" data-team-id=""6"">4-5-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""4"">4-3-3</strong>",Vicente Guaita,Scott Dann,Joel Ward,Patrick van Aanholt,Gary Cahill,Luka Milivojevic,Jordan Ayew,Wilfried Zaha,Cheikhou Kouyaté,James McArthur,Christian Benteke,Wayne Hennessey,Mamadou Sakho,Tyrick Mitchell,Sam Woods,Jairo Riedewald,James McCarthy,Andros Townsend,Max Meyer,Brandon Pierrick,Kepa,Reece James,César Azpilicueta,Kurt Zouma,Andreas Christensen,Billy Gilmour,Mason Mount,Ross Barkley,Christian Pulisic,Willian,Olivier Giroud,Willy Caballero,Antonio Rüdiger,Marcos Alonso,Jorginho,Ruben Loftus-Cheek,Tammy Abraham,Pedro,Callum Hudson-Odoi,Michy Batshuayi,Matchweek 34,-12,16,42,57
