,home_score,away_score,home_team_name,away_team_name,home_formation,away_fromation,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,HomePlayer12,HomePlayer13,HomePlayer14,HomePlayer15,HomePlayer16,HomePlayer17,HomePlayer18,HomePlayer19,HomePlayer20,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,AwayPlayer12,AwayPlayer13,AwayPlayer14,AwayPlayer15,AwayPlayer16,AwayPlayer17,AwayPlayer18,AwayPlayer19,AwayPlayer20,Matchweek,home_GD_prior,away_GD_prior,home_Points_prior,away_Points_prior
96,1,0,Crystal Palace,Newcastle United,"<strong class=""matchTeamFormation"" data-team-id=""6"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""23"">5-4-1</strong>",Vicente Guaita,Joel Ward,Gary Cahill,Patrick van Aanholt,Scott Dann,James McArthur,Cheikhou Kouyaté,James McCarthy,Jordan Ayew,Wilfried Zaha,Christian Benteke,Wayne Hennessey,Martin Kelly,Max Meyer,Jairo Riedewald,Andros Townsend,Brandon Pierrick,Cenk Tosun,,,Martin Dúbravka,Federico Fernández,Valentino Lazaro,Fabian Schär,Jamaal Lascelles,Danny Rose,Nabil Bentaleb,Sean Longstaff,Miguel Almirón,Allan Saint-Maximin,Joelinton,Karl Darlow,Florian Lejeune,DeAndre Yedlin,Matt Ritchie,Matty Longstaff,Isaac Hayden,Dwight Gayle,,,Matchweek 27,-9,-16,30,31
97,1,1,Sheffield United,Brighton and Hove Albion,"<strong class=""matchTeamFormation"" data-team-id=""18"">3-5-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""131"">5-3-2</strong>",Dean Henderson,John Egan,Jack O'Connell,Chris Basham,Oliver Norwood,John Fleck,Sander Berge,Enda Stevens,George Baldock,Oliver McBurnie,Billy Sharp,Michael Verrips,Phil Jagielka,Panagiotis Retsos,John Lundstram,Ben Osborn,David McGoldrick,Lys Mousset,,,Mathew Ryan,Shane Duffy,Adam Webster,Ezequiel Schelotto,Dan Burn,Lewis Dunk,Yves Bissouma,Davy Pröpper,Aaron Mooy,Glenn Murray,Neal Maupay,David Button,Bernardo,Leandro Trossard,Solly March,Pascal Groß,Alireza Jahanbakhsh,Aaron Connolly,,,Matchweek 27,4,-7,39,27
98,2,0,Southampton,Aston Villa,"<strong class=""matchTeamFormation"" data-team-id=""20"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""2"">3-4-2-1</strong>",Alex McCarthy,James Ward-Prowse,Ryan Bertrand,Jan Bednarek,Jack Stephens,Will Smallbone,Pierre-Emile Højbjerg,Moussa Djenepo,Stuart Armstrong,Shane Long,Danny Ings,Angus Gunn,Yan Valery,Jannik Vestergaard,Sofiane Boufal,Oriol Romeu,Michael Obafemi,Ché Adams,,,Pepe Reina,Kortney Hause,Tyrone Mings,Ezri Konsa,Douglas Luiz,Marvelous Nakamba,Frédéric Guilbert,Matt Targett,Mbwana Samatta,Jack Grealish,Anwar El Ghazi,Ørjan Nyland,Björn Engels,Ahmed El Mohamady,Trézéguet,Conor Hourihane,Danny Drinkwater,Borja Bastón,,,Matchweek 27,-16,-16,31,25
99,0,1,Leicester City,Manchester City,"<strong class=""matchTeamFormation"" data-team-id=""26"">3-5-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""11"">4-3-3</strong>",Kasper Schmeichel,Çaglar Söyüncü,Jonny Evans,Christian Fuchs,Dennis Praet,James Maddison,Youri Tielemans,Ben Chilwell,Ricardo Pereira,Kelechi Iheanacho,Jamie Vardy,Danny Ward,James Justin,Wes Morgan,Marc Albrighton,Matty James,Harvey Barnes,Ayoze Pérez,,,Ederson,Aymeric Laporte,Fernandinho,Benjamin Mendy,Kyle Walker,Kevin De Bruyne,Rodri,Ilkay Gündogan,Sergio Agüero,Bernardo Silva,Riyad Mahrez,Claudio Bravo,João Cancelo,John Stones,Nicolás Otamendi,David Silva,Phil Foden,Gabriel Jesus,,,Matchweek 27,28,38,50,54
100,2,0,Manchester City,West Ham United,"<strong class=""matchTeamFormation"" data-team-id=""11"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""25"">5-3-2</strong>",Ederson,Benjamin Mendy,Nicolás Otamendi,Aymeric Laporte,Kyle Walker,Rodri,Kevin De Bruyne,David Silva,Sergio Agüero,Gabriel Jesus,Bernardo Silva,Claudio Bravo,John Stones,João Cancelo,Phil Foden,Fernandinho,Ilkay Gündogan,Riyad Mahrez,,,Lukasz Fabianski,Issa Diop,Aaron Cresswell,Arthur Masuaku,Ryan Fredericks,Angelo Ogbonna,Mark Noble,Tomás Soucek,Declan Rice,Robert Snodgrass,Michail Antonio,Darren Randolph,Pablo Zabaleta,Fabián Balbuena,Manuel Lanzini,Felipe Anderson,Sébastien Haller,Jarrod Bowen,,,Matchweek 26,36,-13,51,24
101,0,2,Chelsea,Manchester United,"<strong class=""matchTeamFormation"" data-team-id=""4"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""12"">3-4-1-2</strong>",Willy Caballero,Reece James,Antonio Rüdiger,Andreas Christensen,César Azpilicueta,Jorginho,N'Golo Kanté,Mateo Kovacic,Willian,Pedro,Michy Batshuayi,Kepa,Marcos Alonso,Kurt Zouma,Fikayo Tomori,Ross Barkley,Mason Mount,Olivier Giroud,,,David de Gea,Luke Shaw,Harry Maguire,Eric Bailly,Fred,Brandon Williams,Aaron Wan-Bissaka,Nemanja Matic,Anthony Martial,Bruno Fernandes,Daniel James,Sergio Romero,Phil Jones,Diogo Dalot,Juan Mata,Andreas Pereira,Mason Greenwood,Odion Ighalo,,,Matchweek 26,9,7,41,35
102,2,3,Aston Villa,Tottenham Hotspur,"<strong class=""matchTeamFormation"" data-team-id=""2"">3-4-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""21"">4-2-3-1</strong>",Pepe Reina,Ezri Konsa,Björn Engels,Kortney Hause,Frédéric Guilbert,Douglas Luiz,Matt Targett,Danny Drinkwater,Jack Grealish,Mbwana Samatta,Anwar El Ghazi,Ørjan Nyland,Ahmed El Mohamady,Neil Taylor,Conor Hourihane,Trézéguet,Marvelous Nakamba,Borja Bastón,,,Hugo Lloris,Ben Davies,Davinson Sánchez,Toby Alderweireld,Sèrge Aurier,Lucas Moura,Dele Alli,Eric Dier,Steven Bergwijn,Harry Winks,Son Heung-Min,Paulo Gazzaniga,Jan Vertonghen,Japhet Tanganga,Giovani Lo Celso,Tanguy Ndombélé,Gedson Fernandes,Oliver Skipp,,,Matchweek 26,-15,8,25,37
103,4,0,Arsenal,Newcastle United,"<strong class=""matchTeamFormation"" data-team-id=""1"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""23"">5-4-1</strong>",Bernd Leno,Héctor Bellerín,Bukayo Saka,Shkodran Mustafi,David Luiz,Pierre-Emerick Aubameyang,Dani Ceballos,Nicolas Pépé,Granit Xhaka,Mesut Özil,Eddie Nketiah,Emiliano Martínez,Sokratis Papastathopoulos,Sead Kolasinac,Lucas Torreira,Gabriel Martinelli,Joe Willock,Alexandre Lacazette,,,Martin Dúbravka,Danny Rose,Jamaal Lascelles,Ciaran Clark,Federico Fernández,Valentino Lazaro,Allan Saint-Maximin,Nabil Bentaleb,Miguel Almirón,Sean Longstaff,Joelinton,Karl Darlow,Florian Lejeune,Fabian Schär,Matty Longstaff,Christian Atsu,Isaac Hayden,Matt Ritchie,,,Matchweek 26,-2,-12,31,31
104,1,2,Southampton,Burnley,"<strong class=""matchTeamFormation"" data-team-id=""20"">4-2-2-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""43"">4-4-2</strong>",Alex McCarthy,Ryan Bertrand,Kyle Walker-Peters,Jannik Vestergaard,Jack Stephens,Stuart Armstrong,Sofiane Boufal,Pierre-Emile Højbjerg,James Ward-Prowse,Danny Ings,Shane Long,Angus Gunn,Jan Bednarek,Moussa Djenepo,Oriol Romeu,Will Smallbone,Ché Adams,Michael Obafemi,,,Nick Pope,Phil Bardsley,Ben Mee,James Tarkowski,Charlie Taylor,Dwight McNeil,Jeff Hendrick,Ashley Westwood,Jack Cork,Chris Wood,Jay Rodríguez,Joe Hart,Kevin Long,Erik Pieters,Aaron Lennon,Robert Brady,Josh Brownhill,Matej Vydra,,,Matchweek 26,-15,-10,31,31
105,0,1,Norwich City,Liverpool,"<strong class=""matchTeamFormation"" data-team-id=""14"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>",Tim Krul,Grant Hanley,Max Aarons,Sam Byram,Christoph Zimmermann,Todd Cantwell,Ondrej Duda,Lukas Rupp,Alexander Tettey,Kenny McLean,Teemu Pukki,Ralf Fährmann,Ben Godfrey,Jamal Lewis,Onel Hernández,Emiliano Buendía,Mario Vrancic,Josip Drmic,,,Alisson Becker,Trent Alexander-Arnold,Joe Gomez,Andy Robertson,Virgil van Dijk,Jordan Henderson,Georginio Wijnaldum,Naby Keïta,Alex Oxlade-Chamberlain,Roberto Firmino,Mohamed Salah,Adrián,Dejan Lovren,Adam Lallana,James Milner,Fabinho,Sadio Mané,Divock Origi,,,Matchweek 26,-23,45,18,73
106,0,0,Wolverhampton Wanderers,Leicester City,"<strong class=""matchTeamFormation"" data-team-id=""38"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""26"">4-1-4-1</strong>",Rui Patrício,Willy-Arnaud Boly,Romain Saïss,Conor Coady,Matt Doherty,Jonny Otto,Leander Dendoncker,Rúben Neves,Diogo Jota,Raúl Jiménez,Pedro Neto,John Ruddy,Oskar Buur,Maximilian Kilman,Daniel Podence,João Moutinho,Morgan Gibbs-White,Adama Traoré,,,Kasper Schmeichel,Ricardo Pereira,Ben Chilwell,Çaglar Söyüncü,Jonny Evans,Youri Tielemans,Harvey Barnes,James Maddison,Hamza Choudhury,Ayoze Pérez,Jamie Vardy,Danny Ward,James Justin,Wes Morgan,Dennis Praet,Demarai Gray,Marc Albrighton,Kelechi Iheanacho,,,Matchweek 26,3,28,35,49
107,2,1,Sheffield United,Bournemouth,"<strong class=""matchTeamFormation"" data-team-id=""18"">3-5-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""127"">4-5-1</strong>",Dean Henderson,John Egan,Chris Basham,Jack O'Connell,Oliver Norwood,Sander Berge,George Baldock,Enda Stevens,John Fleck,Oliver McBurnie,Billy Sharp,Michael Verrips,Panagiotis Retsos,Phil Jagielka,John Lundstram,Ben Osborn,David McGoldrick,Lys Mousset,,,Aaron Ramsdale,Nathan Aké,Diego Rico,Simon Francis,Adam Smith,Ryan Fraser,Dan Gosling,Philip Billing,Andrew Surman,Harry Wilson,Callum Wilson,Artur Boruc,Jack Stacey,Steve Cook,Junior Stanislas,Lewis Cook,Dominic Solanke,Joshua King,,,Matchweek 26,3,-13,36,26
108,3,1,Everton,Crystal Palace,"<strong class=""matchTeamFormation"" data-team-id=""7"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""6"">4-1-4-1</strong>",Jordan Pickford,Lucas Digne,Yerry Mina,Michael Keane,Séamus Coleman,Gylfi Sigurdsson,Theo Walcott,Morgan Schneiderlin,Bernard,Dominic Calvert-Lewin,Richarlison,Maarten Stekelenburg,Djibril Sidibé,Mason Holgate,Leighton Baines,Alex Iwobi,Tom Davies,Moise Kean,,,Vicente Guaita,James Tomkins,Gary Cahill,Patrick van Aanholt,Joel Ward,James McArthur,Luka Milivojevic,Jordan Ayew,Wilfried Zaha,James McCarthy,Christian Benteke,Wayne Hennessey,Tyrick Mitchell,Scott Dann,Jairo Riedewald,Cheikhou Kouyaté,Max Meyer,Andros Townsend,,,Matchweek 26,-6,-7,33,30
109,1,1,Brighton and Hove Albion,Watford,"<strong class=""matchTeamFormation"" data-team-id=""131"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""33"">4-2-3-1</strong>",Mathew Ryan,Dan Burn,Ezequiel Schelotto,Shane Duffy,Lewis Dunk,Aaron Mooy,Davy Pröpper,Solly March,Leandro Trossard,Pascal Groß,Glenn Murray,David Button,Adam Webster,Bernardo,Alireza Jahanbakhsh,Steven Alzate,Neal Maupay,Aaron Connolly,,,Ben Foster,Christian Kabasele,Adrian Mariappa,Adam Masina,Craig Cathcart,Abdoulaye Doucouré,Gerard Deulofeu,Roberto Pereyra,Will Hughes,Étienne Capoue,Troy Deeney,Heurelho Gomes,Craig Dawson,José Holebas,Ignacio Pussetto,Nathaniel Chalobah,Andre Gray,Danny Welbeck,,,Matchweek 26,-7,-16,26,23
110,0,0,Burnley,Arsenal,"<strong class=""matchTeamFormation"" data-team-id=""43"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""1"">4-2-3-1</strong>",Nick Pope,Charlie Taylor,Ben Mee,James Tarkowski,Matthew Lowton,Dwight McNeil,Jeff Hendrick,Jack Cork,Ashley Westwood,Jay Rodríguez,Chris Wood,Joe Hart,Phil Bardsley,Kevin Long,Erik Pieters,Robert Brady,Aaron Lennon,Matej Vydra,,,Bernd Leno,Shkodran Mustafi,David Luiz,Bukayo Saka,Héctor Bellerín,Mattéo Guendouzi,Granit Xhaka,Pierre-Emerick Aubameyang,Gabriel Martinelli,Mesut Özil,Alexandre Lacazette,Emiliano Martínez,Sokratis Papastathopoulos,Joe Willock,Dani Ceballos,Lucas Torreira,Nicolas Pépé,Eddie Nketiah,,,Matchweek 25,-10,-2,30,30
111,2,0,Tottenham Hotspur,Manchester City,"<strong class=""matchTeamFormation"" data-team-id=""21"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""11"">4-3-3</strong>",Hugo Lloris,Japhet Tanganga,Davinson Sánchez,Sèrge Aurier,Toby Alderweireld,Dele Alli,Son Heung-Min,Steven Bergwijn,Giovani Lo Celso,Harry Winks,Lucas Moura,Paulo Gazzaniga,Jan Vertonghen,Érik Lamela,Ryan Sessegnon,Gedson Fernandes,Eric Dier,Tanguy Ndombélé,,,Ederson,Nicolás Otamendi,Fernandinho,Kyle Walker,Oleksandr Zinchenko,Kevin De Bruyne,Rodri,Ilkay Gündogan,Riyad Mahrez,Raheem Sterling,Sergio Agüero,Claudio Bravo,João Cancelo,Eric García,Bernardo Silva,David Silva,Phil Foden,Gabriel Jesus,,,Matchweek 25,6,38,34,51
112,2,2,Leicester City,Chelsea,"<strong class=""matchTeamFormation"" data-team-id=""26"">4-1-4-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""4"">4-2-3-1</strong>",Kasper Schmeichel,Çaglar Söyüncü,Ben Chilwell,Ricardo Pereira,Jonny Evans,Youri Tielemans,Harvey Barnes,Ayoze Pérez,James Maddison,Hamza Choudhury,Jamie Vardy,Danny Ward,Christian Fuchs,James Justin,Dennis Praet,Marc Albrighton,Demarai Gray,Kelechi Iheanacho,,,Willy Caballero,César Azpilicueta,Antonio Rüdiger,Reece James,Andreas Christensen,Mason Mount,Pedro,N'Golo Kanté,Jorginho,Callum Hudson-Odoi,Tammy Abraham,Kepa,Fikayo Tomori,Marcos Alonso,Ross Barkley,Mateo Kovacic,Willian,Michy Batshuayi,,,Matchweek 25,28,9,48,40
113,2,1,Bournemouth,Aston Villa,"<strong class=""matchTeamFormation"" data-team-id=""127"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""2"">3-4-3</strong>",Aaron Ramsdale,Simon Francis,Adam Smith,Nathan Aké,Diego Rico,Dan Gosling,Jefferson Lerma,Philip Billing,Callum Wilson,Harry Wilson,Ryan Fraser,Artur Boruc,Steve Cook,Andrew Surman,Junior Stanislas,Lewis Cook,Dominic Solanke,Sam Surridge,,,Pepe Reina,Tyrone Mings,Kortney Hause,Ezri Konsa,Frédéric Guilbert,Matt Targett,Marvelous Nakamba,Douglas Luiz,Jack Grealish,Mbwana Samatta,Anwar El Ghazi,Ørjan Nyland,Björn Engels,Ahmed El Mohamady,Trézéguet,Conor Hourihane,Henri Lansbury,Keinan Davis,,,Matchweek 25,-14,-14,23,25
114,0,1,Crystal Palace,Sheffield United,"<strong class=""matchTeamFormation"" data-team-id=""6"">4-5-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""18"">3-5-2</strong>",Vicente Guaita,Gary Cahill,Patrick van Aanholt,James Tomkins,Joel Ward,James McArthur,James McCarthy,Jordan Ayew,Wilfried Zaha,Luka Milivojevic,Christian Benteke,Wayne Hennessey,Scott Dann,Martin Kelly,Jairo Riedewald,Cheikhou Kouyaté,Max Meyer,Andros Townsend,,,Dean Henderson,John Egan,Jack O'Connell,Chris Basham,Enda Stevens,Sander Berge,John Fleck,George Baldock,Oliver Norwood,Oliver McBurnie,Billy Sharp,Michael Verrips,Jack Robinson,Phil Jagielka,Ben Osborn,Luke Freeman,John Lundstram,Lys Mousset,,,Matchweek 25,-6,2,30,33
115,4,0,Liverpool,Southampton,"<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""20"">4-4-2</strong>",Alisson Becker,Joe Gomez,Trent Alexander-Arnold,Andy Robertson,Virgil van Dijk,Jordan Henderson,Georginio Wijnaldum,Fabinho,Roberto Firmino,Mohamed Salah,Alex Oxlade-Chamberlain,Adrián,Dejan Lovren,Joël Matip,Adam Lallana,Naby Keïta,Takumi Minamino,Divock Origi,,,Alex McCarthy,James Ward-Prowse,Ryan Bertrand,Jan Bednarek,Jack Stephens,Moussa Djenepo,Nathan Redmond,Oriol Romeu,Pierre-Emile Højbjerg,Shane Long,Danny Ings,Angus Gunn,Jannik Vestergaard,Kevin Danso,Sofiane Boufal,Will Smallbone,Michael Obafemi,Ché Adams,,,Matchweek 25,41,-11,70,31
116,0,0,Newcastle United,Norwich City,"<strong class=""matchTeamFormation"" data-team-id=""23"">5-4-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""14"">4-2-3-1</strong>",Martin Dúbravka,Ciaran Clark,Jamaal Lascelles,Federico Fernández,DeAndre Yedlin,Matt Ritchie,Isaac Hayden,Nabil Bentaleb,Allan Saint-Maximin,Miguel Almirón,Joelinton,Karl Darlow,Florian Lejeune,Fabian Schär,Danny Rose,Valentino Lazaro,Christian Atsu,Sean Longstaff,,,Tim Krul,Grant Hanley,Max Aarons,Christoph Zimmermann,Sam Byram,Kenny McLean,Ondrej Duda,Todd Cantwell,Alexander Tettey,Lukas Rupp,Teemu Pukki,Ralf Fährmann,Jamal Lewis,Emiliano Buendía,Onel Hernández,Tom Trybull,Mario Vrancic,Josip Drmic,,,Matchweek 25,-12,-23,30,17
117,2,3,Watford,Everton,"<strong class=""matchTeamFormation"" data-team-id=""33"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""7"">4-4-2</strong>",Ben Foster,Adam Masina,Christian Kabasele,Adrian Mariappa,Craig Cathcart,Nathaniel Chalobah,Gerard Deulofeu,Étienne Capoue,Abdoulaye Doucouré,Roberto Pereyra,Troy Deeney,Heurelho Gomes,José Holebas,Ignacio Pussetto,Will Hughes,Andre Gray,Danny Welbeck,Isaac Success,,,Jordan Pickford,Djibril Sidibé,Mason Holgate,Yerry Mina,Lucas Digne,Fabian Delph,Theo Walcott,Gylfi Sigurdsson,Alex Iwobi,Richarlison,Dominic Calvert-Lewin,Maarten Stekelenburg,Michael Keane,Séamus Coleman,Leighton Baines,Morgan Schneiderlin,Moise Kean,Bernard,,,Matchweek 25,-15,-7,23,30
118,3,3,West Ham United,Brighton and Hove Albion,"<strong class=""matchTeamFormation"" data-team-id=""25"">4-1-4-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""131"">4-2-3-1</strong>",Lukasz Fabianski,Aaron Cresswell,Angelo Ogbonna,Ryan Fredericks,Issa Diop,Michail Antonio,Mark Noble,Declan Rice,Tomás Soucek,Robert Snodgrass,Sébastien Haller,Darren Randolph,Arthur Masuaku,Fabián Balbuena,Pablo Zabaleta,Pablo Fornals,Manuel Lanzini,Albian Ajeti,,,Mathew Ryan,Martín Montoya,Adam Webster,Bernardo,Lewis Dunk,Leandro Trossard,Pascal Groß,Dale Stephens,Davy Pröpper,Aaron Mooy,Glenn Murray,David Button,Ezequiel Schelotto,Solly March,Aaron Connolly,Alireza Jahanbakhsh,Steven Alzate,Neal Maupay,,,Matchweek 25,-13,-7,23,25
119,0,0,Manchester United,Wolverhampton Wanderers,"<strong class=""matchTeamFormation"" data-team-id=""12"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""38"">3-4-3</strong>",David de Gea,Aaron Wan-Bissaka,Luke Shaw,Harry Maguire,Victor Lindelöf,Andreas Pereira,Bruno Fernandes,Juan Mata,Fred,Daniel James,Anthony Martial,Sergio Romero,Diogo Dalot,Brandon Williams,Phil Jones,Jesse Lingard,Tahith Chong,Mason Greenwood,,,Rui Patrício,Conor Coady,Willy-Arnaud Boly,Romain Saïss,Jonny Otto,João Moutinho,Rúben Neves,Matt Doherty,Diogo Jota,Raúl Jiménez,Adama Traoré,John Ruddy,Maximilian Kilman,Daniel Podence,Bruno Jordão,Morgan Gibbs-White,Leander Dendoncker,Pedro Neto,,,Matchweek 25,7,3,34,34
120,0,2,West Ham United,Liverpool,"<strong class=""matchTeamFormation"" data-team-id=""25"">5-4-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>",Lukasz Fabianski,Aaron Cresswell,Jeremy Ngakia,Arthur Masuaku,Angelo Ogbonna,Issa Diop,Mark Noble,Declan Rice,Robert Snodgrass,Manuel Lanzini,Sébastien Haller,Darren Randolph,Pablo Zabaleta,Fabián Balbuena,Gonçalo Cardoso,Carlos Sánchez,Pablo Fornals,Albian Ajeti,,,Alisson Becker,Virgil van Dijk,Andy Robertson,Trent Alexander-Arnold,Joe Gomez,Alex Oxlade-Chamberlain,Georginio Wijnaldum,Jordan Henderson,Mohamed Salah,Roberto Firmino,Divock Origi,Adrián,Joël Matip,Dejan Lovren,Fabinho,Naby Keïta,Curtis Jones,Takumi Minamino,,,Matchweek 24,-11,39,23,67
121,1,2,Wolverhampton Wanderers,Liverpool,"<strong class=""matchTeamFormation"" data-team-id=""38"">3-4-1-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>",Rui Patrício,Conor Coady,Romain Saïss,Leander Dendoncker,Matt Doherty,Rúben Neves,João Moutinho,Jonny Otto,Pedro Neto,Adama Traoré,Raúl Jiménez,John Ruddy,Willy-Arnaud Boly,Maximilian Kilman,Morgan Gibbs-White,Ryan Giles,Benny Ashley-Seal,Diogo Jota,,,Alisson Becker,Andy Robertson,Joe Gomez,Trent Alexander-Arnold,Virgil van Dijk,Alex Oxlade-Chamberlain,Jordan Henderson,Georginio Wijnaldum,Roberto Firmino,Mohamed Salah,Sadio Mané,Adrián,Joël Matip,Neco Williams,Curtis Jones,Fabinho,Divock Origi,Takumi Minamino,,,Matchweek 24,4,40,34,67
122,4,1,Leicester City,West Ham United,"<strong class=""matchTeamFormation"" data-team-id=""26"">4-1-4-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""25"">5-3-2</strong>",Kasper Schmeichel,Ben Chilwell,Çaglar Söyüncü,Ricardo Pereira,Jonny Evans,Harvey Barnes,Nampalys Mendy,Youri Tielemans,James Maddison,Ayoze Pérez,Jamie Vardy,Danny Ward,James Justin,Wes Morgan,Wilfred Ndidi,Demarai Gray,Marc Albrighton,Kelechi Iheanacho,,,Darren Randolph,Pablo Zabaleta,Aaron Cresswell,Issa Diop,Angelo Ogbonna,Arthur Masuaku,Robert Snodgrass,Declan Rice,Mark Noble,Manuel Lanzini,Sébastien Haller,David Martin,Fabián Balbuena,Winston Reid,Michail Antonio,Pablo Fornals,Carlos Sánchez,Albian Ajeti,,,Matchweek 24,25,-10,45,23
123,2,1,Tottenham Hotspur,Norwich City,"<strong class=""matchTeamFormation"" data-team-id=""21"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""14"">4-2-3-1</strong>",Hugo Lloris,Jan Vertonghen,Toby Alderweireld,Ryan Sessegnon,Sèrge Aurier,Son Heung-Min,Dele Alli,Harry Winks,Giovani Lo Celso,Érik Lamela,Lucas Moura,Paulo Gazzaniga,Davinson Sánchez,Japhet Tanganga,Gedson Fernandes,Tanguy Ndombélé,Eric Dier,Christian Eriksen,,,Tim Krul,Grant Hanley,Max Aarons,Christoph Zimmermann,Sam Byram,Todd Cantwell,Kenny McLean,Lukas Rupp,Ondrej Duda,Alexander Tettey,Teemu Pukki,Michael McGovern,Jamal Lewis,Tom Trybull,Onel Hernández,Ibrahim Amadou,Marco Stiepermann,Josip Drmic,,,Matchweek 24,5,-22,31,17
124,0,2,Manchester United,Burnley,"<strong class=""matchTeamFormation"" data-team-id=""12"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""43"">4-4-2</strong>",David de Gea,Harry Maguire,Phil Jones,Aaron Wan-Bissaka,Brandon Williams,Nemanja Matic,Andreas Pereira,Fred,Daniel James,Juan Mata,Anthony Martial,Sergio Romero,Luke Shaw,Eric Bailly,Diogo Dalot,Jesse Lingard,Angel Gomes,Mason Greenwood,,,Nick Pope,Ben Mee,Charlie Taylor,Matthew Lowton,James Tarkowski,Jeff Hendrick,Jack Cork,Dwight McNeil,Ashley Westwood,Jay Rodríguez,Chris Wood,Joe Hart,Erik Pieters,Kevin Long,Robert Brady,Aaron Lennon,Mace Goodridge,Matej Vydra,,,Matchweek 24,9,-12,34,27
125,2,1,Aston Villa,Watford,"<strong class=""matchTeamFormation"" data-team-id=""2"">3-4-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""33"">4-2-3-1</strong>",Pepe Reina,Ezri Konsa,Kortney Hause,Tyrone Mings,Matt Targett,Frédéric Guilbert,Marvelous Nakamba,Danny Drinkwater,Jack Grealish,Trézéguet,Anwar El Ghazi,Ørjan Nyland,Ahmed El Mohamady,James Chester,Henri Lansbury,Douglas Luiz,Conor Hourihane,Indiana Vassilev,,,Ben Foster,Craig Cathcart,Adam Masina,Craig Dawson,Adrian Mariappa,Nathaniel Chalobah,Roberto Pereyra,Étienne Capoue,Gerard Deulofeu,Abdoulaye Doucouré,Troy Deeney,Heurelho Gomes,Christian Kabasele,José Holebas,Ignacio Pussetto,Domingos Quina,João Pedro,Andre Gray,,,Matchweek 24,-15,-14,22,23
126,3,1,Bournemouth,Brighton and Hove Albion,"<strong class=""matchTeamFormation"" data-team-id=""127"">4-4-1-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""131"">4-4-2</strong>",Aaron Ramsdale,Diego Rico,Nathan Aké,Simon Francis,Adam Smith,Harry Wilson,Philip Billing,Jefferson Lerma,Ryan Fraser,Callum Wilson,Dominic Solanke,Artur Boruc,Jack Simpson,Lloyd Kelly,Dan Gosling,Andrew Surman,Lewis Cook,Sam Surridge,,,Mathew Ryan,Bernardo,Adam Webster,Steven Alzate,Lewis Dunk,Davy Pröpper,Aaron Mooy,Alireza Jahanbakhsh,Dale Stephens,Neal Maupay,Pascal Groß,David Button,Shane Duffy,Ezequiel Schelotto,Solly March,Leandro Trossard,Aaron Connolly,Glenn Murray,,,Matchweek 24,-16,-5,20,25
