,home_score,away_score,home_team_name,away_team_name,home_formation,away_fromation,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,HomePlayer12,HomePlayer13,HomePlayer14,HomePlayer15,HomePlayer16,HomePlayer17,HomePlayer18,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,AwayPlayer12,AwayPlayer13,AwayPlayer14,AwayPlayer15,AwayPlayer16,AwayPlayer17,AwayPlayer18,Matchweek,home_GD_prior,away_GD_prior,home_Points_prior,away_Points_prior
74,2,1,Manchester United,Watford,"<strong class=""matchTeamFormation"" data-team-id=""12"">4-3-1-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""33"">4-2-2-2</strong>",David de Gea,Phil Jones,Luke Shaw,Ashley Young,Chris Smalling,Juan Mata,Paul Pogba,Nemanja Matic,Ander Herrera,Marcus Rashford,Anthony Martial,Sergio Romero,Diogo Dalot,Marcos Rojo,Andreas Pereira,Fred,Jesse Lingard,Romelu Lukaku,Ben Foster,Adam Masina,Daryl Janmaat,Miguel Britos,Christian Kabasele,Étienne Capoue,Abdoulaye Doucouré,Will Hughes,Roberto Pereyra,Gerard Deulofeu,Troy Deeney,Heurelho Gomes,José Holebas,Craig Cathcart,Kiko Femenía,Domingos Quina,Isaac Success,Andre Gray,Matchweek 32,17,1,58,46
75,0,2,West Ham United,Everton,"<strong class=""matchTeamFormation"" data-team-id=""25"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""7"">4-2-3-1</strong>",Lukasz Fabianski,Angelo Ogbonna,Aaron Cresswell,Issa Diop,Pablo Zabaleta,Pedro Obiang,Declan Rice,Robert Snodgrass,Manuel Lanzini,Lucas Pérez,Marko Arnautovic,Adrián,Arthur Masuaku,Fabián Balbuena,Michail Antonio,Mark Noble,Grady Diangana,Chicharito,Jordan Pickford,Séamus Coleman,Lucas Digne,Kurt Zouma,Michael Keane,André Gomes,Bernard,Idrissa Gueye,Gylfi Sigurdsson,Richarlison,Dominic Calvert-Lewin,Maarten Stekelenburg,Leighton Baines,Phil Jagielka,Tom Davies,Cenk Tosun,Theo Walcott,Ademola Lookman,Matchweek 32,-5,1,42,40
76,1,2,Fulham,Liverpool,"<strong class=""matchTeamFormation"" data-team-id=""34"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>",Sergio Rico,Tim Ream,Calum Chambers,Joe Bryan,Timothy Fosu-Mensah,Tom Cairney,Frank Anguissa,Jean Seri,Floyd Ayité,Ryan Babel,Aleksandar Mitrovic,Fabri,Cyrus Christie,Denis Odoi,Kevin McDonald,Neeskens Kebano,Ryan Sessegnon,Luciano Vietto,Alisson Becker,Andy Robertson,Virgil van Dijk,Trent Alexander-Arnold,Joël Matip,Adam Lallana,Georginio Wijnaldum,Fabinho,Sadio Mané,Roberto Firmino,Mohamed Salah,Simon Mignolet,Alberto Moreno,Dejan Lovren,Xherdan Shaqiri,James Milner,Divock Origi,Daniel Sturridge,Matchweek 31,-40,51,17,73
77,2,0,Everton,Chelsea,"<strong class=""matchTeamFormation"" data-team-id=""7"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""4"">4-3-3</strong>",Jordan Pickford,Lucas Digne,Séamus Coleman,Yerry Mina,Michael Keane,Gylfi Sigurdsson,André Gomes,Bernard,Richarlison,Idrissa Gueye,Dominic Calvert-Lewin,Maarten Stekelenburg,Leighton Baines,Tom Davies,Morgan Schneiderlin,Ademola Lookman,Cenk Tosun,Theo Walcott,Kepa,Antonio Rüdiger,César Azpilicueta,David Luiz,Marcos Alonso,N'Golo Kanté,Ross Barkley,Jorginho,Pedro,Eden Hazard,Gonzalo Higuaín,Willy Caballero,Andreas Christensen,Ruben Loftus-Cheek,Mateo Kovacic,Callum Hudson-Odoi,Willian,Olivier Giroud,Matchweek 31,-1,19,37,57
78,2,2,Bournemouth,Newcastle United,"<strong class=""matchTeamFormation"" data-team-id=""127"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""23"">5-4-1</strong>",Artur Boruc,Nathaniel Clyne,Chris Mepham,Charlie Daniels,Nathan Aké,Ryan Fraser,David Brooks,Jordon Ibe,Jefferson Lerma,Callum Wilson,Joshua King,Asmir Begovic,Diego Rico,Jack Simpson,Kyle Taylor,Dominic Solanke,Sam Surridge,Lys Mousset,Martin Dúbravka,Florian Lejeune,Federico Fernández,Paul Dummett,DeAndre Yedlin,Matt Ritchie,Miguel Almirón,Isaac Hayden,Ayoze Pérez,Mohamed Diamé,Salomón Rondón,Karl Darlow,Javier Manquillo,Ciaran Clark,Kenedy,Jonjo Shelvey,Christian Atsu,Yoshinori Muto,Matchweek 31,-13,-9,37,34
79,1,2,Burnley,Leicester City,"<strong class=""matchTeamFormation"" data-team-id=""43"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""26"">4-1-4-1</strong>",Tom Heaton,Charlie Taylor,Ben Mee,James Tarkowski,Phil Bardsley,Ashley Westwood,Dwight McNeil,Jack Cork,Jóhann Gudmundsson,Chris Wood,Ashley Barnes,Joe Hart,Matthew Lowton,Ben Gibson,Robert Brady,Jeff Hendrick,Peter Crouch,Matej Vydra,Kasper Schmeichel,Ben Chilwell,Ricardo Pereira,Jonny Evans,Harry Maguire,Wilfred Ndidi,James Maddison,Youri Tielemans,Harvey Barnes,Demarai Gray,Jamie Vardy,Danny Ward,Christian Fuchs,Wes Morgan,Nampalys Mendy,Rachid Ghezzal,Shinji Okazaki,Kelechi Iheanacho,Matchweek 31,-23,-4,30,38
80,4,3,West Ham United,Huddersfield Town,"<strong class=""matchTeamFormation"" data-team-id=""25"">4-1-4-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""159"">4-2-3-1</strong>",Lukasz Fabianski,Pablo Zabaleta,Issa Diop,Aaron Cresswell,Angelo Ogbonna,Mark Noble,Declan Rice,Felipe Anderson,Manuel Lanzini,Michail Antonio,Marko Arnautovic,Adrián,Arthur Masuaku,Fabián Balbuena,Robert Snodgrass,Samir Nasri,Lucas Pérez,Chicharito,Jonas Lössl,Terence Kongolo,Erik Durm,Jon Gorenc Stankovic,Tommy Smith,Aaron Mooy,Chris Löwe,Aaron Rowe,Alex Pritchard,Juninho Bacuna,Karlan Grant,Ben Hamer,Zanka,Philip Billing,Florent Hadërgjonaj,Jason Puncheon,Matty Daly,Steve Mounié,Matchweek 31,-6,-38,39,14
81,4,2,Liverpool,Burnley,"<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""43"">4-4-2</strong>",Alisson Becker,Virgil van Dijk,Andy Robertson,Joël Matip,Trent Alexander-Arnold,Fabinho,Adam Lallana,Georginio Wijnaldum,Sadio Mané,Mohamed Salah,Roberto Firmino,Simon Mignolet,Dejan Lovren,Jordan Henderson,Naby Keïta,Xherdan Shaqiri,Daniel Sturridge,Divock Origi,Tom Heaton,James Tarkowski,Phil Bardsley,Ben Mee,Charlie Taylor,Jack Cork,Dwight McNeil,Jeff Hendrick,Ashley Westwood,Chris Wood,Ashley Barnes,Joe Hart,Matthew Lowton,Ben Gibson,Robert Brady,Jóhann Gudmundsson,Peter Crouch,Matej Vydra,Matchweek 30,49,-21,70,30
82,1,1,Chelsea,Wolverhampton Wanderers,"<strong class=""matchTeamFormation"" data-team-id=""4"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""38"">3-5-2</strong>",Kepa,Antonio Rüdiger,Emerson,David Luiz,César Azpilicueta,Jorginho,Mateo Kovacic,N'Golo Kanté,Pedro,Eden Hazard,Gonzalo Higuaín,Willy Caballero,Andreas Christensen,Ross Barkley,Ruben Loftus-Cheek,Olivier Giroud,Callum Hudson-Odoi,Willian,Rui Patrício,Conor Coady,Willy-Arnaud Boly,Romain Saïss,Leander Dendoncker,Jonny Otto,Matt Doherty,João Moutinho,Rúben Neves,Raúl Jiménez,Diogo Jota,John Ruddy,Maximilian Kilman,Rúben Vinagre,Morgan Gibbs-White,Ivan Cavaleiro,Hélder Costa,Adama Traoré,Matchweek 30,19,2,56,43
83,2,0,Arsenal,Manchester United,"<strong class=""matchTeamFormation"" data-team-id=""1"">3-4-1-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""12"">4-4-2</strong>",Bernd Leno,Sokratis Papastathopoulos,Nacho Monreal,Laurent Koscielny,Sead Kolasinac,Granit Xhaka,Aaron Ramsey,Ainsley Maitland-Niles,Mesut Özil,Pierre-Emerick Aubameyang,Alexandre Lacazette,Petr Cech,Shkodran Mustafi,Mohamed Elneny,Alex Iwobi,Denis Suárez,Mattéo Guendouzi,Eddie Nketiah,David de Gea,Victor Lindelöf,Ashley Young,Luke Shaw,Chris Smalling,Nemanja Matic,Diogo Dalot,Fred,Paul Pogba,Marcus Rashford,Romelu Lukaku,Sergio Romero,Marcos Rojo,Eric Bailly,Andreas Pereira,Scott McTominay,Mason Greenwood,Anthony Martial,Matchweek 30,22,20,57,58
84,1,2,Crystal Palace,Brighton and Hove Albion,"<strong class=""matchTeamFormation"" data-team-id=""6"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""131"">4-5-1</strong>",Vicente Guaita,Patrick van Aanholt,James Tomkins,Scott Dann,Aaron Wan-Bissaka,James McArthur,Jeffrey Schlupp,Luka Milivojevic,Wilfried Zaha,Michy Batshuayi,Andros Townsend,Julian Speroni,Joel Ward,Martin Kelly,Max Meyer,Cheikhou Kouyaté,Christian Benteke,Jordan Ayew,Mathew Ryan,Bernardo,Martín Montoya,Lewis Dunk,Shane Duffy,Yves Bissouma,Davy Pröpper,Anthony Knockaert,Alireza Jahanbakhsh,Dale Stephens,Glenn Murray,David Button,Gaëtan Bong,Dan Burn,Beram Kayal,Solly March,José Izquierdo,Jürgen Locadia,Matchweek 30,-4,-11,33,30
85,2,0,Cardiff City,West Ham United,"<strong class=""matchTeamFormation"" data-team-id=""46"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""25"">4-1-4-1</strong>",Neil Etheridge,Joe Bennett,Sean Morrison,Bruno Ecuele Manga,Lee Peltier,Josh Murphy,Harry Arter,Aron Gunnarsson,Junior Hoilett,Víctor Camarasa,Oumar Niasse,Alex Smithies,Callum Paterson,Joe Ralls,Leandro Bacuna,Kadeem Harris,Bobby De Cordova-Reid,Kenneth Zohore,Lukasz Fabianski,Ryan Fredericks,Aaron Cresswell,Angelo Ogbonna,Issa Diop,Robert Snodgrass,Felipe Anderson,Declan Rice,Manuel Lanzini,Mark Noble,Chicharito,Adrián,Fabián Balbuena,Arthur Masuaku,Pedro Obiang,Michail Antonio,Samir Nasri,Marko Arnautovic,Matchweek 30,-32,-4,25,39
86,0,2,Huddersfield Town,Bournemouth,"<strong class=""matchTeamFormation"" data-team-id=""159"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""127"">4-4-2</strong>",Jonas Lössl,Zanka,Juninho Bacuna,Erik Durm,Christopher Schindler,Elias Kachunga,Philip Billing,Jon Gorenc Stankovic,Alex Pritchard,Aaron Mooy,Steve Mounié,Ben Hamer,Chris Löwe,Aaron Rowe,Florent Hadërgjonaj,Jason Puncheon,Matty Daly,Karlan Grant,Artur Boruc,Adam Smith,Nathan Aké,Chris Mepham,Charlie Daniels,Jefferson Lerma,David Brooks,Ryan Fraser,Andrew Surman,Callum Wilson,Joshua King,Asmir Begovic,Nathaniel Clyne,Diego Rico,Jack Simpson,Sam Surridge,Dominic Solanke,Lys Mousset,Matchweek 30,-36,-15,14,34
87,3,1,Leicester City,Fulham,"<strong class=""matchTeamFormation"" data-team-id=""26"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""34"">4-3-3</strong>",Kasper Schmeichel,Ben Chilwell,Jonny Evans,Harry Maguire,Ricardo Pereira,Wilfred Ndidi,Youri Tielemans,James Maddison,Harvey Barnes,Demarai Gray,Jamie Vardy,Danny Ward,Christian Fuchs,Wes Morgan,Rachid Ghezzal,Nampalys Mendy,Kelechi Iheanacho,Shinji Okazaki,Sergio Rico,Joe Bryan,Denis Odoi,Tim Ream,Håvard Nordtveit,Tom Cairney,Calum Chambers,Kevin McDonald,Ryan Sessegnon,Aleksandar Mitrovic,Ryan Babel,Fabri,Cyrus Christie,Maxime Le Marchand,Jean Seri,Frank Anguissa,Floyd Ayité,Luciano Vietto,Matchweek 30,-6,-38,35,17
88,3,2,Newcastle United,Everton,"<strong class=""matchTeamFormation"" data-team-id=""23"">3-4-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""7"">4-2-3-1</strong>",Martin Dúbravka,Fabian Schär,Jamaal Lascelles,Florian Lejeune,Matt Ritchie,Isaac Hayden,Ki Sung-Yeung,DeAndre Yedlin,Ayoze Pérez,Miguel Almirón,Salomón Rondón,Karl Darlow,Javier Manquillo,Paul Dummett,Kenedy,Mohamed Diamé,Jonjo Shelvey,Joselu,Jordan Pickford,Lucas Digne,Michael Keane,Kurt Zouma,Jonjoe Kenny,Idrissa Gueye,Richarlison,Bernard,Gylfi Sigurdsson,André Gomes,Dominic Calvert-Lewin,Maarten Stekelenburg,Yerry Mina,Morgan Schneiderlin,Tom Davies,Cenk Tosun,Theo Walcott,Ademola Lookman,Matchweek 30,-10,0,31,37
89,2,1,Southampton,Tottenham Hotspur,"<strong class=""matchTeamFormation"" data-team-id=""20"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""21"">4-1-2-1-2</strong>",Angus Gunn,Jan Bednarek,Jannik Vestergaard,Maya Yoshida,Ryan Bertrand,Pierre-Emile Højbjerg,Yan Valery,Oriol Romeu,James Ward-Prowse,Charlie Austin,Nathan Redmond,Alex McCarthy,Matt Targett,Jack Stephens,Stuart Armstrong,Josh Sims,Callum Slattery,Shane Long,Hugo Lloris,Davinson Sánchez,Kyle Walker-Peters,Danny Rose,Jan Vertonghen,Dele Alli,Eric Dier,Christian Eriksen,Moussa Sissoko,Harry Kane,Lucas Moura,Paulo Gazzaniga,Juan Foyth,Ben Davies,Érik Lamela,Victor Wanyama,Son Heung-Min,Fernando Llorente,Matchweek 30,-17,26,27,61
90,3,1,Manchester City,Watford,"<strong class=""matchTeamFormation"" data-team-id=""11"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""33"">4-5-1</strong>",Ederson,Nicolás Otamendi,Vincent Kompany,Oleksandr Zinchenko,Kyle Walker,Ilkay Gündogan,David Silva,Bernardo Silva,Riyad Mahrez,Raheem Sterling,Sergio Agüero,Arijanet Muric,Danilo,Aymeric Laporte,Phil Foden,Fabian Delph,Leroy Sané,Gabriel Jesus,Ben Foster,Christian Kabasele,Adam Masina,Miguel Britos,Daryl Janmaat,Étienne Capoue,Kiko Femenía,Tom Cleverley,Abdoulaye Doucouré,Isaac Success,Andre Gray,Heurelho Gomes,Craig Cathcart,José Holebas,Ken Sema,Domingos Quina,Gerard Deulofeu,Troy Deeney,Matchweek 30,56,0,71,43
91,2,1,Watford,Leicester City,"<strong class=""matchTeamFormation"" data-team-id=""33"">4-2-2-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""26"">3-4-2-1</strong>",Ben Foster,José Holebas,Daryl Janmaat,Adrian Mariappa,Craig Cathcart,Roberto Pereyra,Étienne Capoue,Will Hughes,Abdoulaye Doucouré,Troy Deeney,Gerard Deulofeu,Heurelho Gomes,Christian Kabasele,Adam Masina,Tom Cleverley,Domingos Quina,Isaac Success,Andre Gray,Kasper Schmeichel,Harry Maguire,Jonny Evans,Wes Morgan,Youri Tielemans,Wilfred Ndidi,Ben Chilwell,Ricardo Pereira,James Maddison,Jamie Vardy,Harvey Barnes,Danny Ward,Çaglar Söyüncü,Christian Fuchs,Demarai Gray,Nampalys Mendy,Rachid Ghezzal,Kelechi Iheanacho,Matchweek 29,-1,-5,40,35
92,1,2,Fulham,Chelsea,"<strong class=""matchTeamFormation"" data-team-id=""34"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""4"">4-3-3</strong>",Sergio Rico,Joe Bryan,Denis Odoi,Håvard Nordtveit,Tim Ream,Calum Chambers,Ryan Sessegnon,Ryan Babel,Kevin McDonald,Tom Cairney,Aleksandar Mitrovic,Fabri,Cyrus Christie,Maxime Le Marchand,Jean Seri,Frank Anguissa,Luciano Vietto,Floyd Ayité,Kepa,Emerson,César Azpilicueta,Andreas Christensen,Antonio Rüdiger,Jorginho,Ross Barkley,N'Golo Kanté,Willian,Gonzalo Higuaín,Eden Hazard,Willy Caballero,David Luiz,Ruben Loftus-Cheek,Mateo Kovacic,Pedro,Olivier Giroud,Callum Hudson-Odoi,Matchweek 29,-37,18,17,53
93,0,0,Everton,Liverpool,"<strong class=""matchTeamFormation"" data-team-id=""7"">4-4-1-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>",Jordan Pickford,Kurt Zouma,Michael Keane,Lucas Digne,Séamus Coleman,Idrissa Gueye,Morgan Schneiderlin,Bernard,Theo Walcott,Gylfi Sigurdsson,Dominic Calvert-Lewin,Maarten Stekelenburg,Jonjoe Kenny,Phil Jagielka,Tom Davies,André Gomes,Richarlison,Cenk Tosun,Alisson Becker,Andy Robertson,Virgil van Dijk,Trent Alexander-Arnold,Joël Matip,Fabinho,Georginio Wijnaldum,Jordan Henderson,Mohamed Salah,Divock Origi,Sadio Mané,Simon Mignolet,Xherdan Shaqiri,James Milner,Adam Lallana,Naby Keïta,Daniel Sturridge,Roberto Firmino,Matchweek 29,0,49,36,69
94,0,1,Bournemouth,Manchester City,"<strong class=""matchTeamFormation"" data-team-id=""127"">5-4-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""11"">4-3-3</strong>",Artur Boruc,Charlie Daniels,Nathan Aké,Chris Mepham,Jack Simpson,Nathaniel Clyne,Ryan Fraser,Andrew Surman,Adam Smith,David Brooks,Joshua King,Asmir Begovic,Diego Rico,Jordon Ibe,Dan Gosling,Kyle Taylor,Sam Surridge,Lys Mousset,Ederson,John Stones,Nicolás Otamendi,Oleksandr Zinchenko,Kyle Walker,David Silva,Kevin De Bruyne,Ilkay Gündogan,Sergio Agüero,Raheem Sterling,Bernardo Silva,Arijanet Muric,Danilo,Vincent Kompany,Riyad Mahrez,Gabriel Jesus,Leroy Sané,Phil Foden,Matchweek 29,-14,55,34,68
95,1,0,Brighton and Hove Albion,Huddersfield Town,"<strong class=""matchTeamFormation"" data-team-id=""131"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""159"">4-1-2-1-2</strong>",Mathew Ryan,Shane Duffy,Bernardo,Lewis Dunk,Martín Montoya,Yves Bissouma,Dale Stephens,Davy Pröpper,Anthony Knockaert,Alireza Jahanbakhsh,Glenn Murray,David Button,Dan Burn,Gaëtan Bong,Solly March,Beram Kayal,José Izquierdo,Florin Andone,Jonas Lössl,Erik Durm,Juninho Bacuna,Christopher Schindler,Terence Kongolo,Alex Pritchard,Jonathan Hogg,Jon Gorenc Stankovic,Philip Billing,Steve Mounié,Karlan Grant,Ben Hamer,Zanka,Chris Löwe,Florent Hadërgjonaj,Aaron Mooy,Matty Daly,Elias Kachunga,Matchweek 29,-12,-35,27,14
96,1,3,Burnley,Crystal Palace,"<strong class=""matchTeamFormation"" data-team-id=""43"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""6"">4-5-1</strong>",Tom Heaton,Charlie Taylor,James Tarkowski,Ben Mee,Phil Bardsley,Jeff Hendrick,Ashley Westwood,Jack Cork,Dwight McNeil,Chris Wood,Ashley Barnes,Joe Hart,Matthew Lowton,Ben Gibson,Jóhann Gudmundsson,Robert Brady,Matej Vydra,Peter Crouch,Wayne Hennessey,Scott Dann,Aaron Wan-Bissaka,Patrick van Aanholt,James Tomkins,Jeffrey Schlupp,Luka Milivojevic,Max Meyer,Wilfried Zaha,Cheikhou Kouyaté,Michy Batshuayi,Vicente Guaita,Martin Kelly,Joel Ward,Andros Townsend,James McArthur,Jordan Ayew,Christian Benteke,Matchweek 29,-19,-6,30,30
97,3,2,Manchester United,Southampton,"<strong class=""matchTeamFormation"" data-team-id=""12"">4-3-1-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""20"">3-4-2-1</strong>",David de Gea,Chris Smalling,Ashley Young,Victor Lindelöf,Luke Shaw,Andreas Pereira,Alexis Sánchez,Paul Pogba,Scott McTominay,Romelu Lukaku,Marcus Rashford,Lee Grant,Marcos Rojo,Diogo Dalot,Eric Bailly,Fred,Tahith Chong,Angel Gomes,Angus Gunn,Maya Yoshida,Jan Bednarek,Jannik Vestergaard,Yan Valery,Oriol Romeu,Pierre-Emile Højbjerg,Ryan Bertrand,Charlie Austin,Nathan Redmond,James Ward-Prowse,Alex McCarthy,Matt Targett,Jack Stephens,Stuart Armstrong,Callum Slattery,Mohamed Elyounoussi,Sam Gallagher,Matchweek 29,19,-16,55,27
98,2,0,Wolverhampton Wanderers,Cardiff City,"<strong class=""matchTeamFormation"" data-team-id=""38"">3-5-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""46"">4-1-2-1-2</strong>",John Ruddy,Conor Coady,Willy-Arnaud Boly,Ryan Bennett,Leander Dendoncker,Romain Saïss,Rúben Vinagre,Adama Traoré,Morgan Gibbs-White,Raúl Jiménez,Diogo Jota,Will Norris,Jonny Otto,Matt Doherty,Rúben Neves,João Moutinho,Hélder Costa,Ivan Cavaleiro,Neil Etheridge,Sean Morrison,Joe Bennett,Sol Bamba,Lee Peltier,Joe Ralls,Bobby De Cordova-Reid,Víctor Camarasa,Aron Gunnarsson,Oumar Niasse,Kenneth Zohore,Alex Smithies,Leandro Bacuna,Bruno Ecuele Manga,Callum Paterson,Kadeem Harris,Harry Arter,Rhys Healey,Matchweek 29,0,-30,40,25
99,2,0,West Ham United,Newcastle United,"<strong class=""matchTeamFormation"" data-team-id=""25"">4-1-4-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""23"">5-4-1</strong>",Lukasz Fabianski,Aaron Cresswell,Issa Diop,Ryan Fredericks,Angelo Ogbonna,Mark Noble,Declan Rice,Felipe Anderson,Manuel Lanzini,Robert Snodgrass,Chicharito,Adrián,Arthur Masuaku,Pedro Obiang,Michail Antonio,Samir Nasri,Lucas Pérez,Marko Arnautovic,Martin Dúbravka,Matt Ritchie,Jamaal Lascelles,Fabian Schär,Florian Lejeune,Javier Manquillo,Miguel Almirón,Ayoze Pérez,Isaac Hayden,Sean Longstaff,Salomón Rondón,Karl Darlow,DeAndre Yedlin,Paul Dummett,Ki Sung-Yeung,Mohamed Diamé,Christian Atsu,Yoshinori Muto,Matchweek 29,-6,-8,36,31
100,1,1,Tottenham Hotspur,Arsenal,"<strong class=""matchTeamFormation"" data-team-id=""21"">3-4-1-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""1"">4-2-3-1</strong>",Hugo Lloris,Toby Alderweireld,Davinson Sánchez,Jan Vertonghen,Moussa Sissoko,Danny Rose,Victor Wanyama,Kieran Trippier,Harry Kane,Christian Eriksen,Son Heung-Min,Paulo Gazzaniga,Sèrge Aurier,Ben Davies,Lucas Moura,Érik Lamela,Oliver Skipp,Fernando Llorente,Bernd Leno,Laurent Koscielny,Nacho Monreal,Shkodran Mustafi,Sokratis Papastathopoulos,Alex Iwobi,Henrikh Mkhitaryan,Aaron Ramsey,Mattéo Guendouzi,Granit Xhaka,Alexandre Lacazette,Petr Cech,Sead Kolasinac,Mesut Özil,Lucas Torreira,Denis Suárez,Ainsley Maitland-Niles,Pierre-Emerick Aubameyang,Matchweek 29,26,22,60,56
101,5,1,Arsenal,Bournemouth,"<strong class=""matchTeamFormation"" data-team-id=""1"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""127"">4-4-2</strong>",Bernd Leno,Sokratis Papastathopoulos,Laurent Koscielny,Nacho Monreal,Sead Kolasinac,Lucas Torreira,Mattéo Guendouzi,Carl Jenkinson,Henrikh Mkhitaryan,Pierre-Emerick Aubameyang,Mesut Özil,Petr Cech,Shkodran Mustafi,Aaron Ramsey,Alex Iwobi,Denis Suárez,Mohamed Elneny,Alexandre Lacazette,Artur Boruc,Adam Smith,Nathan Aké,Chris Mepham,Nathaniel Clyne,Jordon Ibe,Ryan Fraser,Dan Gosling,Andrew Surman,Lys Mousset,Joshua King,Asmir Begovic,Diego Rico,Charlie Daniels,Jack Simpson,Kyle Taylor,David Brooks,Sam Surridge,Matchweek 28,18,-10,53,34
102,2,0,Southampton,Fulham,"<strong class=""matchTeamFormation"" data-team-id=""20"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""34"">4-3-1-2</strong>",Angus Gunn,Maya Yoshida,Jan Bednarek,Jannik Vestergaard,Ryan Bertrand,Yan Valery,Pierre-Emile Højbjerg,Oriol Romeu,James Ward-Prowse,Charlie Austin,Nathan Redmond,Alex McCarthy,Jack Stephens,Matt Targett,Stuart Armstrong,Mohamed Elyounoussi,Sam Gallagher,Shane Long,Sergio Rico,Tim Ream,Denis Odoi,Håvard Nordtveit,Joe Bryan,Calum Chambers,Frank Anguissa,Tom Cairney,Kevin McDonald,Ryan Babel,Aleksandar Mitrovic,Fabri,Cyrus Christie,Ryan Sessegnon,Ibrahima Cissé,Lazar Markovic,Luciano Vietto,Floyd Ayité,Matchweek 28,-18,-35,24,17
103,2,0,Chelsea,Tottenham Hotspur,"<strong class=""matchTeamFormation"" data-team-id=""4"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""21"">4-2-3-1</strong>",Willy Caballero,César Azpilicueta,David Luiz,Antonio Rüdiger,Marcos Alonso,Mateo Kovacic,N'Golo Kanté,Jorginho,Eden Hazard,Pedro,Gonzalo Higuaín,Kepa,Andreas Christensen,Ross Barkley,Ruben Loftus-Cheek,Olivier Giroud,Callum Hudson-Odoi,Willian,Hugo Lloris,Toby Alderweireld,Kieran Trippier,Ben Davies,Davinson Sánchez,Son Heung-Min,Christian Eriksen,Érik Lamela,Harry Winks,Moussa Sissoko,Harry Kane,Paulo Gazzaniga,Sèrge Aurier,Juan Foyth,Danny Rose,Lucas Moura,Victor Wanyama,Fernando Llorente,Matchweek 28,16,28,50,60
104,1,3,Crystal Palace,Manchester United,"<strong class=""matchTeamFormation"" data-team-id=""6"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""12"">4-3-3</strong>",Vicente Guaita,Joel Ward,Patrick van Aanholt,James Tomkins,Martin Kelly,Jeffrey Schlupp,Luka Milivojevic,James McArthur,Wilfried Zaha,Andros Townsend,Michy Batshuayi,Wayne Hennessey,Scott Dann,Cheikhou Kouyaté,Jairo Riedewald,Max Meyer,Christian Benteke,Jordan Ayew,David de Gea,Luke Shaw,Victor Lindelöf,Ashley Young,Chris Smalling,Fred,Paul Pogba,Scott McTominay,Romelu Lukaku,Diogo Dalot,Alexis Sánchez,Sergio Romero,Eric Bailly,Marcos Rojo,Andreas Pereira,James Garner,Marcus Rashford,Tahith Chong,Matchweek 28,-4,17,30,52
