,home_score,away_score,home_team_name,away_team_name,home_formation,away_fromation,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,HomePlayer12,HomePlayer13,HomePlayer14,HomePlayer15,HomePlayer16,HomePlayer17,HomePlayer18,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,AwayPlayer12,AwayPlayer13,AwayPlayer14,AwayPlayer15,AwayPlayer16,AwayPlayer17,AwayPlayer18,Matchweek,home_GD_prior,away_GD_prior,home_Points_prior,away_Points_prior
17,2,3,Cardiff City,Crystal Palace,"<strong class=""matchTeamFormation"" data-team-id=""46"">4-4-1-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""6"">4-4-2</strong>",Neil Etheridge,Lee Peltier,Joe Bennett,Sean Morrison,Bruno Ecuele Manga,Víctor Camarasa,Josh Murphy,Aron Gunnarsson,Nathaniel Méndez-Laing,Bobby De Cordova-Reid,Danny Ward,Brian Murphy,Jazz Richards,Greg Cunningham,Leandro Bacuna,Junior Hoilett,Kenneth Zohore,Rhys Healey,Vicente Guaita,Scott Dann,Joel Ward,Martin Kelly,Aaron Wan-Bissaka,James McArthur,Andros Townsend,Luka Milivojevic,Wilfried Zaha,Jordan Ayew,Michy Batshuayi,Wayne Hennessey,Patrick van Aanholt,Jairo Riedewald,Cheikhou Kouyaté,Max Meyer,Bakary Sako,Connor Wickham,Matchweek 37,-36,-5,31,43
18,2,3,Newcastle United,Liverpool,"<strong class=""matchTeamFormation"" data-team-id=""23"">5-4-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>",Martin Dúbravka,Jamaal Lascelles,Fabian Schär,Javier Manquillo,Matt Ritchie,Paul Dummett,Ayoze Pérez,Christian Atsu,Ki Sung-Yeung,Isaac Hayden,Salomón Rondón,Karl Darlow,Antonio Barreca,Federico Fernández,Mohamed Diamé,Kenedy,Jonjo Shelvey,Yoshinori Muto,Alisson Becker,Virgil van Dijk,Andy Robertson,Dejan Lovren,Trent Alexander-Arnold,Georginio Wijnaldum,Jordan Henderson,Fabinho,Daniel Sturridge,Mohamed Salah,Sadio Mané,Simon Mignolet,Joe Gomez,Joël Matip,James Milner,Alex Oxlade-Chamberlain,Divock Origi,Xherdan Shaqiri,Matchweek 37,-9,64,42,91
19,2,0,Everton,Burnley,"<strong class=""matchTeamFormation"" data-team-id=""7"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""43"">4-4-2</strong>",Jordan Pickford,Michael Keane,Séamus Coleman,Lucas Digne,Kurt Zouma,Gylfi Sigurdsson,Richarlison,Morgan Schneiderlin,Bernard,Idrissa Gueye,Dominic Calvert-Lewin,Maarten Stekelenburg,Leighton Baines,Phil Jagielka,Tom Davies,Ademola Lookman,Cenk Tosun,Theo Walcott,Tom Heaton,Matthew Lowton,Ben Mee,James Tarkowski,Charlie Taylor,Jóhann Gudmundsson,Ashley Westwood,Jack Cork,Robert Brady,Chris Wood,Ashley Barnes,Joe Hart,Ben Gibson,Kevin Long,Jeff Hendrick,Matej Vydra,Dwight McNeil,Peter Crouch,Matchweek 37,6,-19,50,40
20,3,0,Leicester City,Arsenal,"<strong class=""matchTeamFormation"" data-team-id=""26"">4-1-4-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""1"">4-4-2</strong>",Kasper Schmeichel,Ben Chilwell,Ricardo Pereira,Jonny Evans,Harry Maguire,James Maddison,Wilfred Ndidi,Youri Tielemans,Hamza Choudhury,Marc Albrighton,Jamie Vardy,Danny Ward,Çaglar Söyüncü,Christian Fuchs,Nampalys Mendy,Harvey Barnes,Demarai Gray,Kelechi Iheanacho,Bernd Leno,Sead Kolasinac,Ainsley Maitland-Niles,Shkodran Mustafi,Sokratis Papastathopoulos,Granit Xhaka,Henrikh Mkhitaryan,Alex Iwobi,Lucas Torreira,Pierre-Emerick Aubameyang,Alexandre Lacazette,Petr Cech,Konstantinos Mavropanos,Laurent Koscielny,Mohamed Elneny,Mattéo Guendouzi,Joe Willock,Eddie Nketiah,Matchweek 36,1,23,48,66
21,0,1,Burnley,Manchester City,"<strong class=""matchTeamFormation"" data-team-id=""43"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""11"">4-3-3</strong>",Tom Heaton,James Tarkowski,Matthew Lowton,Charlie Taylor,Ben Mee,Dwight McNeil,Jeff Hendrick,Ashley Westwood,Jack Cork,Ashley Barnes,Chris Wood,Joe Hart,Kevin Long,Ben Gibson,Anthony Driscoll-Glennon,Stephen Ward,Jóhann Gudmundsson,Matej Vydra,Ederson,Vincent Kompany,Aymeric Laporte,Kyle Walker,Oleksandr Zinchenko,David Silva,Ilkay Gündogan,Bernardo Silva,Sergio Agüero,Raheem Sterling,Leroy Sané,Arijanet Muric,Danilo,Nicolás Otamendi,John Stones,Phil Foden,Gabriel Jesus,Riyad Mahrez,Matchweek 36,-18,67,40,89
22,1,1,Manchester United,Chelsea,"<strong class=""matchTeamFormation"" data-team-id=""12"">4-3-1-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""4"">4-3-3</strong>",David de Gea,Luke Shaw,Victor Lindelöf,Ashley Young,Eric Bailly,Nemanja Matic,Ander Herrera,Paul Pogba,Juan Mata,Marcus Rashford,Romelu Lukaku,Sergio Romero,Matteo Darmian,Marcos Rojo,Scott McTominay,Andreas Pereira,Anthony Martial,Alexis Sánchez,Kepa,Antonio Rüdiger,César Azpilicueta,David Luiz,Marcos Alonso,Jorginho,N'Golo Kanté,Mateo Kovacic,Gonzalo Higuaín,Willian,Eden Hazard,Willy Caballero,Davide Zappacosta,Andreas Christensen,Ruben Loftus-Cheek,Ross Barkley,Pedro,Olivier Giroud,Matchweek 36,13,21,64,67
23,0,1,Tottenham Hotspur,West Ham United,"<strong class=""matchTeamFormation"" data-team-id=""21"">4-1-2-1-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""25"">4-1-4-1</strong>",Hugo Lloris,Juan Foyth,Davinson Sánchez,Ben Davies,Toby Alderweireld,Eric Dier,Dele Alli,Christian Eriksen,Danny Rose,Lucas Moura,Son Heung-Min,Paulo Gazzaniga,Kieran Trippier,Kyle Walker-Peters,Oliver Skipp,Victor Wanyama,Fernando Llorente,Vincent Janssen,Lukasz Fabianski,Ryan Fredericks,Fabián Balbuena,Issa Diop,Arthur Masuaku,Mark Noble,Felipe Anderson,Michail Antonio,Robert Snodgrass,Declan Rice,Marko Arnautovic,Adrián,Angelo Ogbonna,Pablo Zabaleta,Jack Wilshere,Pedro Obiang,Lucas Pérez,Chicharito,Matchweek 36,30,-10,70,43
24,0,0,Crystal Palace,Everton,"<strong class=""matchTeamFormation"" data-team-id=""6"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""7"">4-2-3-1</strong>",Vicente Guaita,Aaron Wan-Bissaka,Scott Dann,Martin Kelly,Patrick van Aanholt,Max Meyer,Cheikhou Kouyaté,Luka Milivojevic,James McArthur,Wilfried Zaha,Christian Benteke,Wayne Hennessey,Joel Ward,Bakary Sako,Jairo Riedewald,Andros Townsend,Jordan Ayew,Michy Batshuayi,Jordan Pickford,Kurt Zouma,Séamus Coleman,Michael Keane,Lucas Digne,Idrissa Gueye,Gylfi Sigurdsson,Morgan Schneiderlin,Richarlison,Bernard,Dominic Calvert-Lewin,Maarten Stekelenburg,Leighton Baines,Phil Jagielka,James McCarthy,Cenk Tosun,Theo Walcott,Ademola Lookman,Matchweek 36,-5,6,42,49
25,1,0,Fulham,Cardiff City,"<strong class=""matchTeamFormation"" data-team-id=""34"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""46"">4-2-3-1</strong>",Sergio Rico,Tim Ream,Maxime Le Marchand,Joe Bryan,Denis Odoi,Ryan Sessegnon,Tom Cairney,Ryan Babel,Frank Anguissa,Calum Chambers,Aleksandar Mitrovic,Fabri,Cyrus Christie,Alfie Mawson,Harvey Elliott,Neeskens Kebano,Jean Seri,Floyd Ayité,Neil Etheridge,Sean Morrison,Lee Peltier,Joe Bennett,Bruno Ecuele Manga,Nathaniel Méndez-Laing,Víctor Camarasa,Leandro Bacuna,Aron Gunnarsson,Junior Hoilett,Oumar Niasse,Brian Murphy,Greg Cunningham,Jazz Richards,Bobby De Cordova-Reid,Kadeem Harris,Danny Ward,Rhys Healey,Matchweek 36,-43,-35,23,31
26,3,3,Southampton,Bournemouth,"<strong class=""matchTeamFormation"" data-team-id=""20"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""127"">5-3-2</strong>",Angus Gunn,Yan Valery,Jan Bednarek,Jack Stephens,Ryan Bertrand,James Ward-Prowse,Pierre-Emile Højbjerg,Oriol Romeu,Nathan Redmond,Shane Long,Danny Ings,Fraser Forster,Matt Targett,Kayne Ramsay,Stuart Armstrong,Mario Lemina,Josh Sims,Charlie Austin,Artur Boruc,Chris Mepham,Steve Cook,Nathaniel Clyne,Nathan Aké,Jack Simpson,Jefferson Lerma,Dan Gosling,David Brooks,Joshua King,Callum Wilson,Asmir Begovic,Jordon Ibe,Emerson Hyndman,Ryan Fraser,Sam Surridge,Dominic Solanke,Lys Mousset,Matchweek 36,-17,-13,37,41
27,1,2,Watford,Wolverhampton Wanderers,"<strong class=""matchTeamFormation"" data-team-id=""33"">4-2-2-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""38"">3-5-2</strong>",Ben Foster,Adrian Mariappa,Kiko Femenía,Craig Cathcart,José Holebas,Roberto Pereyra,Étienne Capoue,Will Hughes,Abdoulaye Doucouré,Gerard Deulofeu,Andre Gray,Heurelho Gomes,Daryl Janmaat,Adam Masina,Christian Kabasele,Nathaniel Chalobah,Ken Sema,Isaac Success,Rui Patrício,Conor Coady,Willy-Arnaud Boly,Ryan Bennett,Matt Doherty,João Moutinho,Jonny Otto,Rúben Neves,Leander Dendoncker,Raúl Jiménez,Diogo Jota,John Ruddy,Rúben Vinagre,Morgan Gibbs-White,Romain Saïss,Hélder Costa,Adama Traoré,Ivan Cavaleiro,Matchweek 36,0,1,50,51
28,1,1,Brighton and Hove Albion,Newcastle United,"<strong class=""matchTeamFormation"" data-team-id=""131"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""23"">5-4-1</strong>",Mathew Ryan,Shane Duffy,Lewis Dunk,Bruno,Bernardo,José Izquierdo,Dale Stephens,Beram Kayal,Pascal Groß,Glenn Murray,Florin Andone,David Button,Dan Burn,Gaëtan Bong,Anthony Knockaert,Yves Bissouma,Solly March,Jürgen Locadia,Martin Dúbravka,Federico Fernández,Fabian Schär,Matt Ritchie,Paul Dummett,Javier Manquillo,Jonjo Shelvey,Isaac Hayden,Ayoze Pérez,Christian Atsu,Salomón Rondón,Karl Darlow,Antonio Barreca,DeAndre Yedlin,Mohamed Diamé,Ki Sung-Yeung,Kenedy,Yoshinori Muto,Matchweek 36,-22,-9,34,41
29,5,0,Liverpool,Huddersfield Town,"<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""159"">4-1-4-1</strong>",Alisson Becker,Trent Alexander-Arnold,Andy Robertson,Dejan Lovren,Virgil van Dijk,Naby Keïta,Jordan Henderson,Georginio Wijnaldum,Mohamed Salah,Sadio Mané,Daniel Sturridge,Simon Mignolet,Joe Gomez,Joël Matip,Alex Oxlade-Chamberlain,James Milner,Xherdan Shaqiri,Divock Origi,Jonas Lössl,Erik Durm,Christopher Schindler,Terence Kongolo,Tommy Smith,Isaac Mbenza,Jonathan Hogg,Juninho Bacuna,Jon Gorenc Stankovic,Karlan Grant,Steve Mounié,Joel Coleman,Chris Löwe,Zanka,Alex Pritchard,Matty Daly,Elias Kachunga,Adama Diakhaby,Matchweek 36,59,-49,88,14
