,home_score,away_score,home_team_name,away_team_name,home_formation,away_fromation,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,HomePlayer12,HomePlayer13,HomePlayer14,HomePlayer15,HomePlayer16,HomePlayer17,HomePlayer18,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,AwayPlayer12,AwayPlayer13,AwayPlayer14,AwayPlayer15,AwayPlayer16,AwayPlayer17,AwayPlayer18,Matchweek,home_GD_prior,away_GD_prior,home_Points_prior,away_Points_prior
10,0,0,Arsenal,Sunderland,"<strong class=""matchTeamFormation"" data-team-id=""1""></strong>","<strong class=""matchTeamFormation"" data-team-id=""29""></strong>",David Ospina,Héctor Bellerín,Laurent Koscielny,Per Mertesacker,Kieran Gibbs,Aaron Ramsey,Jack Wilshere,Mesut Özil,Alexis Sánchez,Santi Cazorla,Olivier Giroud,Wojciech Szczesny,Nacho Monreal,Gabriel Paulista,Mathieu Flamini,Francis Coquelin,Tomas Rosicky,Theo Walcott,Costel Pantilimon,Patrick van Aanholt,Sebastián Coates,John O'Shea,Billy Jones,Adam Johnson,Sebastian Larsson,Lee Cattermole,Jermain Defoe,Connor Wickham,Danny Graham,Vito Mannone,Santiago Vergini,Anthony Réveillere,William Buckley,Jack Rodwell,Steven Fletcher,Emanuele Giaccherini,Matchweek 37,32,-20,71,37
11,3,0,West Bromwich Albion,Chelsea,"<strong class=""matchTeamFormation"" data-team-id=""36""></strong>","<strong class=""matchTeamFormation"" data-team-id=""4""></strong>",Boaz Myhill,Joleon Lescott,Craig Dawson,Gareth McAuley,Jonas Olsson,Darren Fletcher,James Morrison,Claudio Yacob,Saido Berahino,Chris Brunt,Callum McManaman,Jack Rose,Andre Wisdom,Chris Baird,Youssouf Mulumbu,Craig Gardner,Victor Anichebe,Brown Ideye,Thibaut Courtois,Gary Cahill,John Terry,Branislav Ivanovic,Filipe Luís,Eden Hazard,Cesc Fàbregas,Ruben Loftus-Cheek,Loïc Rémy,Nemanja Matic,Diego Costa,Jamal Blackman,César Azpilicueta,Nathan Aké,Andreas Christensen,John Obi Mikel,Juan Cuadrado,Isaiah Brown,Matchweek 37,-13,42,41,84
12,2,4,Swansea City,Manchester City,"<strong class=""matchTeamFormation"" data-team-id=""45""></strong>","<strong class=""matchTeamFormation"" data-team-id=""11""></strong>",Lukasz Fabianski,Federico Fernández,Ashley Williams,Jazz Richards,Neil Taylor,Gylfi Sigurdsson,Jefferson Montero,Nathan Dyer,Jack Cork,Jonjo Shelvey,Bafétimbi Gomis,Gerhard Tremmel,Kyle Bartley,Dwight Tiendalli,Leon Britton,Matt Grimes,Marvin Emnes,Modou Barrow,Joe Hart,Martín Demichelis,Eliaquim Mangala,Pablo Zabaleta,Aleksandar Kolarov,Fernandinho,David Silva,Frank Lampard,James Milner,Yaya Touré,Sergio Agüero,Willy Caballero,Gaël Clichy,Vincent Kompany,Jesús Navas,Stevan Jovetic,Wilfried Bony,Edin Dzeko,Matchweek 37,0,41,56,73
13,1,1,Manchester United,Arsenal,"<strong class=""matchTeamFormation"" data-team-id=""12""></strong>","<strong class=""matchTeamFormation"" data-team-id=""1""></strong>",David de Gea,Phil Jones,Chris Smalling,Marcos Rojo,Antonio Valencia,Marouane Fellaini,Ashley Young,Daley Blind,Juan Mata,Ander Herrera,Radamel Falcao,Víctor Valdés,Paddy McNair,Tyler Blackett,Adnan Januzaj,Ángel Di María,James Wilson,Robin van Persie,David Ospina,Héctor Bellerín,Nacho Monreal,Laurent Koscielny,Per Mertesacker,Santi Cazorla,Mesut Özil,Aaron Ramsey,Alexis Sánchez,Francis Coquelin,Olivier Giroud,Wojciech Szczesny,Kieran Gibbs,Gabriel Paulista,Mathieu Flamini,Tomas Rosicky,Jack Wilshere,Theo Walcott,Matchweek 37,25,32,68,71
14,0,0,Burnley,Stoke City,"<strong class=""matchTeamFormation"" data-team-id=""43""></strong>","<strong class=""matchTeamFormation"" data-team-id=""42""></strong>",Tom Heaton,Michael Duff,Ben Mee,Jason Shackell,Kieran Trippier,David Jones,Scott Arfield,George Boyd,Matthew Taylor,Danny Ings,Ashley Barnes,Matthew Gilks,Michael Keane,Stephen Ward,Fredrik Ulvestad,Michael Kightly,Lukas Jutkiewicz,Sam Vokes,Jack Butland,Ryan Shawcross,Geoff Cameron,Erik Pieters,Muniesa,Steven Nzonzi,Jonathan Walters,Glenn Whelan,Marko Arnautovic,Charlie Adam,Mame Diouf,Asmir Begovic,Philipp Wollscheid,Stephen Ireland,Marc Wilson,Steve Sidwell,Peter Odemwingie,Peter Crouch,Matchweek 37,-26,-2,29,50
15,2,1,Queens Park Rangers,Newcastle United,"<strong class=""matchTeamFormation"" data-team-id=""17""></strong>","<strong class=""matchTeamFormation"" data-team-id=""23""></strong>",Robert Green,Clint Hill,Nedum Onuoha,Richard Dunne,Steven Caulker,Joey Barton,Matt Phillips,Junior Hoilett,Karl Henry,Leroy Fer,Charlie Austin,Alex McCarthy,Yun Suk-Young,Darnell Furlong,Brandon Comley,Reece Grego-Cox,Michael Doughty,Shaun Wright-Phillips,Tim Krul,Daryl Janmaat,Jonás Gutiérrez,Paul Dummett,Fabricio Coloccini,Rémy Cabella,Ayoze Pérez,Jack Colback,Ryan Taylor,Moussa Sissoko,Emmanuel Rivière,Freddie Woodman,Vurnon Anita,Rolando Aarons,Mehdi Abeid,Papiss Cissé,Sammy Ameobi,Yoan Gouffran,Matchweek 37,-28,-24,27,36
16,0,0,Sunderland,Leicester City,"<strong class=""matchTeamFormation"" data-team-id=""29""></strong>","<strong class=""matchTeamFormation"" data-team-id=""26""></strong>",Costel Pantilimon,Patrick van Aanholt,Billy Jones,Sebastián Coates,John O'Shea,Sebastian Larsson,Lee Cattermole,Liam Bridcutt,Connor Wickham,Jermain Defoe,Danny Graham,Vito Mannone,Santiago Vergini,Anthony Réveillere,Adam Johnson,William Buckley,Steven Fletcher,Emanuele Giaccherini,Kasper Schmeichel,Robert Huth,Wes Morgan,Marcin Wasilewski,Andy King,Jeffrey Schlupp,Marc Albrighton,Esteban Cambiasso,Riyad Mahrez,Jamie Vardy,Leonardo Ulloa,Mark Schwarzer,Ritchie De Laet,Paul Konchesky,Dean Hammond,Danny Drinkwater,Andrej Kramaric,Chris Wood,Matchweek 37,-20,-13,37,37
17,2,0,Tottenham Hotspur,Hull City,"<strong class=""matchTeamFormation"" data-team-id=""21""></strong>","<strong class=""matchTeamFormation"" data-team-id=""41""></strong>",Hugo Lloris,Jan Vertonghen,Federico Fazio,Eric Dier,Danny Rose,Ryan Mason,Nacer Chadli,Érik Lamela,Christian Eriksen,Nabil Bentaleb,Harry Kane,Michel Vorm,DeAndre Yedlin,Paulinho,Andros Townsend,Benjamin Stambouli,Mousa Dembélé,Roberto Soldado,Steve Harper,Paul McShane,Michael Dawson,James Chester,Ahmed El Mohamady,Stephen Quinn,Tom Huddlestone,David Meyler,Robert Brady,Dame N'Doye,Nikica Jelavic,Allan McGregor,Liam Rosenior,Andy Robertson,Alex Bruce,Yannick Sagbo,Abel Hernández,Sone Aluko,Matchweek 37,2,-16,58,34
18,1,2,West Ham United,Everton,"<strong class=""matchTeamFormation"" data-team-id=""25""></strong>","<strong class=""matchTeamFormation"" data-team-id=""7""></strong>",Adrián,James Collins,Carl Jenkinson,Aaron Cresswell,Winston Reid,Cheikhou Kouyaté,Mark Noble,Alexandre Song,Carlton Cole,Stewart Downing,Enner Valencia,Jussi Jääskeläinen,Reece Burke,Nenê,Morgan Amalfitano,Matthew Jarvis,Joseph O'Brien,Elliot Lee,Tim Howard,Brendan Galloway,John Stones,Phil Jagielka,Séamus Coleman,Leon Osman,Gareth Barry,Ross Barkley,Aaron Lennon,James McCarthy,Romelu Lukaku,Joel Robles,Muhamed Besic,Luke Garbutt,Aiden McGeady,Kevin Mirallas,Arouna Koné,Steven Naismith,Matchweek 37,0,-2,47,44
19,1,3,Liverpool,Crystal Palace,"<strong class=""matchTeamFormation"" data-team-id=""10"">3-4-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""6"">4-4-2</strong>",Simon Mignolet,Emre Can,Dejan Lovren,Martin Skrtel,Steven Gerrard,Alberto Moreno,Jordan Henderson,Jordon Ibe,Adam Lallana,Philippe Coutinho,Raheem Sterling,Danny Ward,Kolo Touré,Glen Johnson,Joe Allen,Lucas Leiva,Jerome Sinclair,Rickie Lambert,Wayne Hennessey,Scott Dann,Joel Ward,Pape Souaré,Martin Kelly,Joe Ledley,Lee Chung-Yong,Jason Puncheon,James McArthur,Marouane Chamakh,Yannick Bolasie,Julian Speroni,Damien Delaney,Jordon Mutch,Mile Jedinak,Wilfried Zaha,Fraizer Campbell,Glenn Murray,Matchweek 37,11,-7,62,42
20,6,1,Southampton,Aston Villa,"<strong class=""matchTeamFormation"" data-team-id=""20""></strong>","<strong class=""matchTeamFormation"" data-team-id=""2""></strong>",Paulo Gazzaniga,Ryan Bertrand,José Fonte,Toby Alderweireld,Nathaniel Clyne,Shane Long,Sadio Mané,Victor Wanyama,James Ward-Prowse,Steven Davis,Graziano Pellè,Kelvin Davis,Florin Gardos,Maya Yoshida,Matt Targett,Harrison Reed,Filip Djuricic,Eljero Elia,Shay Given,Alan Hutton,Leandro Bacuna,Jores Okore,Ron Vlaar,Fabian Delph,Tom Cleverley,Ashley Westwood,Jack Grealish,Christian Benteke,Charles N'Zogbia,Brad Guzan,Philippe Senderos,Matthew Lowton,Carlos Sánchez,Scott Sinclair,Andreas Weimann,Gabriel Agbonlahor,Matchweek 37,18,-20,57,38
21,0,1,Arsenal,Swansea City,"<strong class=""matchTeamFormation"" data-team-id=""1""></strong>","<strong class=""matchTeamFormation"" data-team-id=""45""></strong>",David Ospina,Héctor Bellerín,Nacho Monreal,Laurent Koscielny,Per Mertesacker,Mesut Özil,Aaron Ramsey,Alexis Sánchez,Santi Cazorla,Francis Coquelin,Olivier Giroud,Wojciech Szczesny,Kieran Gibbs,Gabriel Paulista,Mathieu Flamini,Tomas Rosicky,Jack Wilshere,Theo Walcott,Lukasz Fabianski,Federico Fernández,Angel Rangel,Ashley Williams,Neil Taylor,Jonjo Shelvey,Ki Sung-Yeung,Jack Cork,Jefferson Montero,Nathan Dyer,Gylfi Sigurdsson,Gerhard Tremmel,Jazz Richards,Leon Britton,Matt Grimes,Bafétimbi Gomis,Marvin Emnes,Modou Barrow,Matchweek 36,33,-1,70,53
22,6,0,Manchester City,Queens Park Rangers,"<strong class=""matchTeamFormation"" data-team-id=""11""></strong>","<strong class=""matchTeamFormation"" data-team-id=""17""></strong>",Joe Hart,Martín Demichelis,Eliaquim Mangala,Pablo Zabaleta,Aleksandar Kolarov,Fernandinho,James Milner,David Silva,Frank Lampard,Fernando,Sergio Agüero,Willy Caballero,Vincent Kompany,Bacary Sagna,Yaya Touré,Jesús Navas,Wilfried Bony,Edin Dzeko,Robert Green,Clint Hill,Richard Dunne,Steven Caulker,Joey Barton,Matt Phillips,Karl Henry,Yun Suk-Young,Bobby Zamora,Charlie Austin,Leroy Fer,Alex McCarthy,Darnell Furlong,Reece Grego-Cox,Brandon Comley,Niko Kranjcar,Shaun Wright-Phillips,Junior Hoilett,Matchweek 36,35,-22,70,27
23,1,1,Chelsea,Liverpool,"<strong class=""matchTeamFormation"" data-team-id=""4"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>",Thibaut Courtois,John Terry,Branislav Ivanovic,Filipe Luís,Kurt Zouma,John Obi Mikel,Eden Hazard,Cesc Fàbregas,Willian,Ruben Loftus-Cheek,Loïc Rémy,Mitchell Beeney,Gary Cahill,César Azpilicueta,Nathan Aké,Nemanja Matic,Juan Cuadrado,Didier Drogba,Simon Mignolet,Emre Can,Dejan Lovren,Glen Johnson,Martin Skrtel,Jordan Henderson,Philippe Coutinho,Steven Gerrard,Adam Lallana,Raheem Sterling,Rickie Lambert,Danny Ward,Kolo Touré,Alberto Moreno,Joe Allen,Jordon Ibe,Lucas Leiva,Jerome Sinclair,Matchweek 36,42,11,83,61
24,0,2,Everton,Sunderland,"<strong class=""matchTeamFormation"" data-team-id=""7""></strong>","<strong class=""matchTeamFormation"" data-team-id=""29""></strong>",Tim Howard,Leighton Baines,John Stones,Phil Jagielka,Séamus Coleman,Leon Osman,Ross Barkley,Gareth Barry,Aaron Lennon,James McCarthy,Romelu Lukaku,Joel Robles,Muhamed Besic,Luke Garbutt,Aiden McGeady,Kevin Mirallas,Arouna Koné,Steven Naismith,Costel Pantilimon,Patrick van Aanholt,Sebastián Coates,Wes Brown,Billy Jones,Sebastian Larsson,Lee Cattermole,Jordi Gómez,Jermain Defoe,Danny Graham,Connor Wickham,Vito Mannone,Santiago Vergini,Anthony Réveillere,Adam Johnson,Liam Bridcutt,William Buckley,Steven Fletcher,Matchweek 36,0,-22,44,33
25,1,0,Aston Villa,West Ham United,"<strong class=""matchTeamFormation"" data-team-id=""2""></strong>","<strong class=""matchTeamFormation"" data-team-id=""25""></strong>",Shay Given,Kieran Richardson,Leandro Bacuna,Jores Okore,Ron Vlaar,Fabian Delph,Tom Cleverley,Ashley Westwood,Jack Grealish,Christian Benteke,Charles N'Zogbia,Brad Guzan,Alan Hutton,Philippe Senderos,Joe Cole,Carlos Sánchez,Andreas Weimann,Gabriel Agbonlahor,Adrián,Reece Burke,Carl Jenkinson,James Collins,Aaron Cresswell,Cheikhou Kouyaté,Mark Noble,Morgan Amalfitano,Stewart Downing,Kevin Nolan,Enner Valencia,Jussi Jääskeläinen,Nenê,Matthew Jarvis,Joseph O'Brien,Alexandre Song,Josh Cullen,Carlton Cole,Matchweek 36,-21,1,35,47
26,0,1,Hull City,Burnley,"<strong class=""matchTeamFormation"" data-team-id=""41""></strong>","<strong class=""matchTeamFormation"" data-team-id=""43""></strong>",Steve Harper,Michael Dawson,Paul McShane,James Chester,Ahmed El Mohamady,Stephen Quinn,Jake Livermore,Tom Huddlestone,Robert Brady,Dame N'Doye,Sone Aluko,Allan McGregor,Liam Rosenior,Andy Robertson,Alex Bruce,David Meyler,Abel Hernández,Nikica Jelavic,Tom Heaton,Michael Duff,Ben Mee,Jason Shackell,Kieran Trippier,Scott Arfield,George Boyd,Matthew Taylor,David Jones,Danny Ings,Ashley Barnes,Matthew Gilks,Stephen Ward,Michael Keane,Fredrik Ulvestad,Michael Kightly,Lukas Jutkiewicz,Sam Vokes,Matchweek 36,-15,-27,34,26
27,2,0,Leicester City,Southampton,"<strong class=""matchTeamFormation"" data-team-id=""26""></strong>","<strong class=""matchTeamFormation"" data-team-id=""20""></strong>",Kasper Schmeichel,Robert Huth,Wes Morgan,Marcin Wasilewski,Matty James,Jeffrey Schlupp,Marc Albrighton,Esteban Cambiasso,Jamie Vardy,Leonardo Ulloa,Riyad Mahrez,Mark Schwarzer,Ritchie De Laet,Paul Konchesky,Dean Hammond,Danny Drinkwater,Andrej Kramaric,David Nugent,Paulo Gazzaniga,Ryan Bertrand,José Fonte,Toby Alderweireld,Nathaniel Clyne,Sadio Mané,Victor Wanyama,Harrison Reed,Steven Davis,Eljero Elia,Graziano Pellè,Kelvin Davis,Maya Yoshida,Florin Gardos,Matt Targett,Filip Djuricic,Sam Gallagher,Shane Long,Matchweek 36,-15,20,34,57
28,1,1,Newcastle United,West Bromwich Albion,"<strong class=""matchTeamFormation"" data-team-id=""23""></strong>","<strong class=""matchTeamFormation"" data-team-id=""36""></strong>",Tim Krul,Jonás Gutiérrez,Vurnon Anita,Paul Dummett,Fabricio Coloccini,Ryan Taylor,Jack Colback,Ayoze Pérez,Moussa Sissoko,Rémy Cabella,Emmanuel Rivière,Freddie Woodman,Lubomír Satka,Mehdi Abeid,Rolando Aarons,Papiss Cissé,Sammy Ameobi,Yoan Gouffran,Boaz Myhill,Joleon Lescott,Craig Dawson,Gareth McAuley,Jonas Olsson,Craig Gardner,Chris Brunt,Youssouf Mulumbu,Darren Fletcher,Claudio Yacob,Victor Anichebe,Jack Rose,Andre Wisdom,Chris Baird,James Morrison,Callum McManaman,Brown Ideye,Saido Berahino,Matchweek 36,-24,-13,35,40
29,3,0,Stoke City,Tottenham Hotspur,"<strong class=""matchTeamFormation"" data-team-id=""42""></strong>","<strong class=""matchTeamFormation"" data-team-id=""21""></strong>",Jack Butland,Ryan Shawcross,Geoff Cameron,Erik Pieters,Muniesa,Marko Arnautovic,Steven Nzonzi,Jonathan Walters,Glenn Whelan,Charlie Adam,Mame Diouf,Thomas Sørensen,Phil Bardsley,Philipp Wollscheid,Stephen Ireland,Steve Sidwell,Peter Odemwingie,Peter Crouch,Hugo Lloris,Vlad Chiriches,Jan Vertonghen,Federico Fazio,Eric Dier,Nacer Chadli,Nabil Bentaleb,Christian Eriksen,Ryan Mason,Érik Lamela,Harry Kane,Michel Vorm,Danny Rose,DeAndre Yedlin,Andros Townsend,Benjamin Stambouli,Mousa Dembélé,Roberto Soldado,Matchweek 36,-5,5,47,58
30,1,2,Crystal Palace,Manchester United,"<strong class=""matchTeamFormation"" data-team-id=""6""></strong>","<strong class=""matchTeamFormation"" data-team-id=""12""></strong>",Julian Speroni,Scott Dann,Joel Ward,Damien Delaney,Pape Souaré,Wilfried Zaha,Mile Jedinak,Yannick Bolasie,Joe Ledley,James McArthur,Glenn Murray,Wayne Hennessey,Martin Kelly,Jordon Mutch,Jason Puncheon,Lee Chung-Yong,Fraizer Campbell,Marouane Chamakh,David de Gea,Phil Jones,Chris Smalling,Luke Shaw,Antonio Valencia,Marouane Fellaini,Ashley Young,Daley Blind,Juan Mata,Ander Herrera,Wayne Rooney,Víctor Valdés,Paddy McNair,Jonny Evans,Andreas Pereira,Adnan Januzaj,James Wilson,Radamel Falcao,Matchweek 36,-6,24,42,65
31,1,3,Hull City,Arsenal,"<strong class=""matchTeamFormation"" data-team-id=""41""></strong>","<strong class=""matchTeamFormation"" data-team-id=""1""></strong>",Steve Harper,Paul McShane,Michael Dawson,James Chester,Ahmed El Mohamady,Jake Livermore,Tom Huddlestone,Stephen Quinn,Robert Brady,Dame N'Doye,Sone Aluko,Allan McGregor,Liam Rosenior,Andy Robertson,Alex Bruce,David Meyler,Abel Hernández,Nikica Jelavic,David Ospina,Héctor Bellerín,Nacho Monreal,Laurent Koscielny,Per Mertesacker,Mesut Özil,Aaron Ramsey,Alexis Sánchez,Santi Cazorla,Francis Coquelin,Olivier Giroud,Wojciech Szczesny,Kieran Gibbs,Gabriel Paulista,Mathieu Flamini,Tomas Rosicky,Jack Wilshere,Theo Walcott,Matchweek 35,-13,31,34,67
