,home_score,away_score,home_team_name,away_team_name,home_formation,away_fromation,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,HomePlayer12,HomePlayer13,HomePlayer14,HomePlayer15,HomePlayer16,HomePlayer17,HomePlayer18,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,AwayPlayer12,AwayPlayer13,AwayPlayer14,AwayPlayer15,AwayPlayer16,AwayPlayer17,AwayPlayer18,Matchweek,home_GD_prior,away_GD_prior,home_Points_prior,away_Points_prior
96,0,0,Leicester City,Hull City,"<strong class=""matchTeamFormation"" data-team-id=""26""></strong>","<strong class=""matchTeamFormation"" data-team-id=""41""></strong>",Mark Schwarzer,Matt Upson,Robert Huth,Ritchie De Laet,Jeffrey Schlupp,Wes Morgan,Matty James,Jamie Vardy,Riyad Mahrez,Esteban Cambiasso,Andrej Kramaric,Kasper Schmeichel,Marcin Wasilewski,Andy King,Danny Drinkwater,Leonardo Ulloa,Tom Lawrence,David Nugent,Allan McGregor,Paul McShane,Michael Dawson,Alex Bruce,Ahmed El Mohamady,Gastón Ramírez,Andy Robertson,Tom Huddlestone,Jake Livermore,Dame N'Doye,Nikica Jelavic,Steve Harper,Maynor Figueroa,Curtis Davies,Stephen Quinn,David Meyler,Abel Hernández,Sone Aluko,Matchweek 29,-20,-11,18,27
97,0,4,Sunderland,Aston Villa,"<strong class=""matchTeamFormation"" data-team-id=""29""></strong>","<strong class=""matchTeamFormation"" data-team-id=""2""></strong>",Costel Pantilimon,Patrick van Aanholt,Anthony Réveillere,Wes Brown,John O'Shea,Jack Rodwell,Sebastian Larsson,Steven Fletcher,Ricardo Álvarez,Liam Bridcutt,Jermain Defoe,Vito Mannone,Billy Jones,Santiago Vergini,Sebastián Coates,Jordi Gómez,Danny Graham,Connor Wickham,Brad Guzan,Leandro Bacuna,Ciaran Clark,Matthew Lowton,Jores Okore,Fabian Delph,Tom Cleverley,Scott Sinclair,Charles N'Zogbia,Christian Benteke,Gabriel Agbonlahor,Shay Given,Lewis Kinsella,Ashley Westwood,Carlos Sánchez,Carles Gil,Andreas Weimann,Rushian Hepburn-Murphy,Matchweek 29,-16,-23,26,25
98,1,0,West Bromwich Albion,Stoke City,"<strong class=""matchTeamFormation"" data-team-id=""36""></strong>","<strong class=""matchTeamFormation"" data-team-id=""42""></strong>",Ben Foster,Joleon Lescott,Chris Brunt,Craig Dawson,Gareth McAuley,James Morrison,Darren Fletcher,Stéphane Sessègnon,Craig Gardner,Saido Berahino,Brown Ideye,Boaz Myhill,Andre Wisdom,Cristian Gamboa,Chris Baird,Jonas Olsson,Sébastien Pocognoli,Youssouf Mulumbu,Asmir Begovic,Ryan Shawcross,Erik Pieters,Marc Wilson,Phil Bardsley,Charlie Adam,Steven Nzonzi,Victor Moses,Jonathan Walters,Glenn Whelan,Peter Crouch,Jack Butland,Dionatan Teixeira,Geoff Cameron,Stephen Ireland,Steve Sidwell,Mame Diouf,Marko Arnautovic,Matchweek 29,-10,-1,30,42
99,1,0,Burnley,Manchester City,"<strong class=""matchTeamFormation"" data-team-id=""43""></strong>","<strong class=""matchTeamFormation"" data-team-id=""11""></strong>",Tom Heaton,Michael Duff,Ben Mee,Jason Shackell,Kieran Trippier,Scott Arfield,George Boyd,David Jones,Ashley Barnes,Danny Ings,Sam Vokes,Matthew Gilks,Stephen Ward,Michael Keane,Steven Reid,Michael Kightly,Lukas Jutkiewicz,Ross Wallace,Joe Hart,Vincent Kompany,Martín Demichelis,Pablo Zabaleta,Gaël Clichy,Jesús Navas,Yaya Touré,David Silva,Fernandinho,Edin Dzeko,Sergio Agüero,Willy Caballero,Eliaquim Mangala,Bacary Sagna,Frank Lampard,Samir Nasri,Wilfried Bony,Stevan Jovetic,Matchweek 29,-22,32,22,58
100,3,1,Crystal Palace,Queens Park Rangers,"<strong class=""matchTeamFormation"" data-team-id=""6""></strong>","<strong class=""matchTeamFormation"" data-team-id=""17""></strong>",Julian Speroni,Scott Dann,Joel Ward,Damien Delaney,Martin Kelly,Joe Ledley,Jason Puncheon,James McArthur,Wilfried Zaha,Glenn Murray,Yannick Bolasie,Wayne Hennessey,Adrian Mariappa,Pape Souaré,Brede Hangeland,Yaya Sanogo,Dwight Gayle,Shola Ameobi,Robert Green,Steven Caulker,Nedum Onuoha,Yun Suk-Young,Darnell Furlong,Sandro,Matt Phillips,Shaun Wright-Phillips,Karl Henry,Adel Taarabt,Charlie Austin,Alex McCarthy,Clint Hill,Reece Grego-Cox,Niko Kranjcar,Bobby Zamora,Eduardo Vargas,Junior Hoilett,Matchweek 29,-8,-20,30,22
101,1,2,Queens Park Rangers,Tottenham Hotspur,"<strong class=""matchTeamFormation"" data-team-id=""17""></strong>","<strong class=""matchTeamFormation"" data-team-id=""21""></strong>",Robert Green,Nedum Onuoha,Yun Suk-Young,Steven Caulker,Rio Ferdinand,Mauricio Isla,Sandro,Matt Phillips,Karl Henry,Charlie Austin,Bobby Zamora,Alex McCarthy,Clint Hill,Brandon Comley,Reece Grego-Cox,Shaun Wright-Phillips,Niko Kranjcar,Junior Hoilett,Hugo Lloris,Kyle Walker,Ben Davies,Jan Vertonghen,Eric Dier,Nacer Chadli,Christian Eriksen,Nabil Bentaleb,Andros Townsend,Ryan Mason,Harry Kane,Michel Vorm,Federico Fazio,Danny Rose,Benjamin Stambouli,Mousa Dembélé,Érik Lamela,Roberto Soldado,Matchweek 28,-19,6,22,47
102,2,0,Manchester City,Leicester City,"<strong class=""matchTeamFormation"" data-team-id=""11""></strong>","<strong class=""matchTeamFormation"" data-team-id=""26""></strong>",Joe Hart,Bacary Sagna,Martín Demichelis,Eliaquim Mangala,Aleksandar Kolarov,Jesús Navas,David Silva,Yaya Touré,Fernando,Sergio Agüero,Wilfried Bony,Willy Caballero,Gaël Clichy,Vincent Kompany,Pablo Zabaleta,Frank Lampard,James Milner,Edin Dzeko,Mark Schwarzer,Matt Upson,Paul Konchesky,Danny Simpson,Robert Huth,Wes Morgan,Matty James,Riyad Mahrez,Jeffrey Schlupp,Esteban Cambiasso,Andrej Kramaric,Ben Hamer,Marcin Wasilewski,Andy King,Danny Drinkwater,Leonardo Ulloa,David Nugent,Jamie Vardy,Matchweek 28,30,-18,55,18
103,0,1,Newcastle United,Manchester United,"<strong class=""matchTeamFormation"" data-team-id=""23""></strong>","<strong class=""matchTeamFormation"" data-team-id=""12""></strong>",Tim Krul,Daryl Janmaat,Ryan Taylor,Mike Williamson,Fabricio Coloccini,Sammy Ameobi,Moussa Sissoko,Gabriel Obertan,Mehdi Abeid,Emmanuel Rivière,Papiss Cissé,Freddie Woodman,Lubomír Satka,Jonás Gutiérrez,Vurnon Anita,Yoan Gouffran,Adam Armstrong,Ayoze Pérez,David de Gea,Jonny Evans,Marcos Rojo,Chris Smalling,Antonio Valencia,Ashley Young,Marouane Fellaini,Daley Blind,Ander Herrera,Ángel Di María,Wayne Rooney,Anders Lindegaard,Paddy McNair,Phil Jones,Adnan Januzaj,Juan Mata,Michael Carrick,Radamel Falcao,Matchweek 28,-10,20,35,50
104,1,2,Queens Park Rangers,Arsenal,"<strong class=""matchTeamFormation"" data-team-id=""17""></strong>","<strong class=""matchTeamFormation"" data-team-id=""1""></strong>",Robert Green,Darnell Furlong,Yun Suk-Young,Nedum Onuoha,Steven Caulker,Sandro,Matt Phillips,Junior Hoilett,Karl Henry,Charlie Austin,Bobby Zamora,Alex McCarthy,Clint Hill,Mauricio Isla,Niko Kranjcar,Shaun Wright-Phillips,Mauro Zárate,Eduardo Vargas,David Ospina,Héctor Bellerín,Gabriel Paulista,Per Mertesacker,Kieran Gibbs,Tomas Rosicky,Santi Cazorla,Francis Coquelin,Olivier Giroud,Mesut Özil,Alexis Sánchez,Emiliano Martínez,Laurent Koscielny,Calum Chambers,Alex Oxlade-Chamberlain,Aaron Ramsey,Theo Walcott,Danny Welbeck,Matchweek 28,-19,22,22,51
105,2,0,Stoke City,Everton,"<strong class=""matchTeamFormation"" data-team-id=""42""></strong>","<strong class=""matchTeamFormation"" data-team-id=""7""></strong>",Asmir Begovic,Marc Wilson,Erik Pieters,Philipp Wollscheid,Phil Bardsley,Steven Nzonzi,Victor Moses,Glenn Whelan,Jonathan Walters,Charlie Adam,Peter Crouch,Jack Butland,Dionatan Teixeira,Geoff Cameron,Oliver Shenton,Steve Sidwell,Mame Diouf,Marko Arnautovic,Tim Howard,Luke Garbutt,John Stones,Phil Jagielka,Séamus Coleman,Gareth Barry,James McCarthy,Darron Gibson,Steven Naismith,Romelu Lukaku,Aaron Lennon,Joel Robles,Muhamed Besic,Antolín Alcáraz,Kevin Mirallas,Leon Osman,Ross Barkley,Arouna Koné,Matchweek 28,-3,-6,39,28
106,3,2,Tottenham Hotspur,Swansea City,"<strong class=""matchTeamFormation"" data-team-id=""21""></strong>","<strong class=""matchTeamFormation"" data-team-id=""45""></strong>",Hugo Lloris,Kyle Walker,Danny Rose,Jan Vertonghen,Eric Dier,Nacer Chadli,Nabil Bentaleb,Andros Townsend,Christian Eriksen,Ryan Mason,Harry Kane,Michel Vorm,Vlad Chiriches,Ben Davies,Paulinho,Érik Lamela,Mousa Dembélé,Roberto Soldado,Lukasz Fabianski,Federico Fernández,Ashley Williams,Kyle Naughton,Neil Taylor,Ki Sung-Yeung,Jack Cork,Jonjo Shelvey,Gylfi Sigurdsson,Wayne Routledge,Bafétimbi Gomis,Gerhard Tremmel,Angel Rangel,Jordi Amat,Jefferson Montero,Leon Britton,Nélson Oliveira,Marvin Emnes,Matchweek 28,6,-3,47,40
107,0,1,West Ham United,Chelsea,"<strong class=""matchTeamFormation"" data-team-id=""25""></strong>","<strong class=""matchTeamFormation"" data-team-id=""4""></strong>",Adrián,James Tomkins,Carl Jenkinson,Winston Reid,Aaron Cresswell,Mark Noble,Cheikhou Kouyaté,Kevin Nolan,Stewart Downing,Diafra Sakho,Enner Valencia,Jussi Jääskeläinen,James Collins,Guy Demel,Nenê,Matthew Jarvis,Joseph O'Brien,Alexandre Song,Thibaut Courtois,Gary Cahill,John Terry,César Azpilicueta,Branislav Ivanovic,Kurt Zouma,Ramires,Oscar,Eden Hazard,Cesc Fàbregas,Diego Costa,Petr Cech,Filipe Luís,Juan Cuadrado,Willian,Ruben Loftus-Cheek,Loïc Rémy,Didier Drogba,Matchweek 28,6,34,39,60
108,2,0,Liverpool,Burnley,"<strong class=""matchTeamFormation"" data-team-id=""10""></strong>","<strong class=""matchTeamFormation"" data-team-id=""43""></strong>",Simon Mignolet,Emre Can,Dejan Lovren,Martin Skrtel,Alberto Moreno,Jordan Henderson,Joe Allen,Raheem Sterling,Adam Lallana,Philippe Coutinho,Daniel Sturridge,Danny Ward,Glen Johnson,MJ Williams,Kolo Touré,Mario Balotelli,Lazar Markovic,Rickie Lambert,Tom Heaton,Michael Keane,Ben Mee,Jason Shackell,Kieran Trippier,Scott Arfield,Michael Kightly,George Boyd,David Jones,Ashley Barnes,Danny Ings,Matthew Gilks,Michael Duff,Steven Reid,Stephen Ward,Ross Wallace,Sam Vokes,Lukas Jutkiewicz,Matchweek 28,10,-20,48,22
109,2,1,Aston Villa,West Bromwich Albion,"<strong class=""matchTeamFormation"" data-team-id=""2"">4-1-2-1-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""36"">4-2-3-1</strong>",Brad Guzan,Alan Hutton,Ciaran Clark,Matthew Lowton,Jores Okore,Fabian Delph,Tom Cleverley,Charles N'Zogbia,Ashley Westwood,Gabriel Agbonlahor,Christian Benteke,Shay Given,Jack Grealish,Carlos Sánchez,Leandro Bacuna,Carles Gil,Scott Sinclair,Andreas Weimann,Ben Foster,Joleon Lescott,Chris Brunt,Craig Dawson,Gareth McAuley,Darren Fletcher,James Morrison,Claudio Yacob,Saido Berahino,Craig Gardner,Brown Ideye,Boaz Myhill,Andre Wisdom,Chris Baird,Jonas Olsson,Sébastien Pocognoli,Youssouf Mulumbu,Stéphane Sessègnon,Matchweek 28,-24,-9,22,30
110,1,1,Hull City,Sunderland,"<strong class=""matchTeamFormation"" data-team-id=""41""></strong>","<strong class=""matchTeamFormation"" data-team-id=""29""></strong>",Allan McGregor,Paul McShane,Michael Dawson,Alex Bruce,Ahmed El Mohamady,Tom Huddlestone,Jake Livermore,David Meyler,Andy Robertson,Dame N'Doye,Nikica Jelavic,Steve Harper,Maynor Figueroa,Curtis Davies,Gastón Ramírez,Stephen Quinn,Abel Hernández,Sone Aluko,Costel Pantilimon,Santiago Vergini,Anthony Réveillere,Wes Brown,John O'Shea,Lee Cattermole,Jack Rodwell,Sebastian Larsson,Liam Bridcutt,Jermain Defoe,Danny Graham,Vito Mannone,Patrick van Aanholt,Sebastián Coates,Ricardo Álvarez,Steven Fletcher,Jordi Gómez,Connor Wickham,Matchweek 28,-11,-16,26,25
111,1,0,Southampton,Crystal Palace,"<strong class=""matchTeamFormation"" data-team-id=""20""></strong>","<strong class=""matchTeamFormation"" data-team-id=""6""></strong>",Fraser Forster,Ryan Bertrand,José Fonte,Nathaniel Clyne,Maya Yoshida,Filip Djuricic,Sadio Mané,Victor Wanyama,Morgan Schneiderlin,Eljero Elia,Graziano Pellè,Kelvin Davis,Toby Alderweireld,Florin Gardos,James Ward-Prowse,Steven Davis,Dusan Tadic,Shane Long,Julian Speroni,Scott Dann,Joel Ward,Damien Delaney,Martin Kelly,Joe Ledley,James McArthur,Yannick Bolasie,Wilfried Zaha,Dwight Gayle,Jason Puncheon,Wayne Hennessey,Pape Souaré,Adrian Mariappa,Hiram Boateng,Brede Hangeland,Jake Gray,Shola Ameobi,Matchweek 28,18,-7,46,30
112,2,1,Liverpool,Manchester City,"<strong class=""matchTeamFormation"" data-team-id=""10""></strong>","<strong class=""matchTeamFormation"" data-team-id=""11""></strong>",Simon Mignolet,Emre Can,Dejan Lovren,Martin Skrtel,Alberto Moreno,Jordan Henderson,Lazar Markovic,Joe Allen,Adam Lallana,Philippe Coutinho,Raheem Sterling,Danny Ward,MJ Williams,Kolo Touré,Rickie Lambert,Mario Balotelli,Fabio Borini,Daniel Sturridge,Joe Hart,Vincent Kompany,Eliaquim Mangala,Pablo Zabaleta,Aleksandar Kolarov,Fernandinho,Samir Nasri,David Silva,Yaya Touré,Edin Dzeko,Sergio Agüero,Willy Caballero,Gaël Clichy,Martín Demichelis,Fernando,Frank Lampard,James Milner,Wilfried Bony,Matchweek 27,9,31,45,55
113,2,0,Arsenal,Everton,"<strong class=""matchTeamFormation"" data-team-id=""1""></strong>","<strong class=""matchTeamFormation"" data-team-id=""7""></strong>",David Ospina,Gabriel Paulista,Héctor Bellerín,Laurent Koscielny,Kieran Gibbs,Mesut Özil,Alexis Sánchez,Santi Cazorla,Alex Oxlade-Chamberlain,Francis Coquelin,Olivier Giroud,Wojciech Szczesny,Calum Chambers,Nacho Monreal,Per Mertesacker,Tomas Rosicky,Theo Walcott,Danny Welbeck,Tim Howard,Luke Garbutt,John Stones,Phil Jagielka,Séamus Coleman,Gareth Barry,Muhamed Besic,James McCarthy,Ross Barkley,Kevin Mirallas,Romelu Lukaku,Joel Robles,Antolín Alcáraz,Aaron Lennon,Darron Gibson,Leon Osman,Arouna Koné,Steven Naismith,Matchweek 27,20,-4,48,28
114,1,3,West Ham United,Crystal Palace,"<strong class=""matchTeamFormation"" data-team-id=""25""></strong>","<strong class=""matchTeamFormation"" data-team-id=""6""></strong>",Adrián,James Tomkins,Carl Jenkinson,Aaron Cresswell,Winston Reid,Cheikhou Kouyaté,Alexandre Song,Stewart Downing,Mark Noble,Diafra Sakho,Enner Valencia,Jussi Jääskeläinen,James Collins,Guy Demel,Nenê,Kevin Nolan,Matthew Jarvis,Joseph O'Brien,Julian Speroni,Scott Dann,Joel Ward,Damien Delaney,Martin Kelly,Mile Jedinak,Jordon Mutch,Wilfried Zaha,Yannick Bolasie,Jason Puncheon,Glenn Murray,Wayne Hennessey,Pape Souaré,James McArthur,Dwight Gayle,Brede Hangeland,Joe Ledley,Shola Ameobi,Matchweek 27,8,-9,39,27
115,0,1,Burnley,Swansea City,"<strong class=""matchTeamFormation"" data-team-id=""43""></strong>","<strong class=""matchTeamFormation"" data-team-id=""45""></strong>",Tom Heaton,Michael Keane,Ben Mee,Jason Shackell,Kieran Trippier,Scott Arfield,Michael Kightly,George Boyd,David Jones,Danny Ings,Ashley Barnes,Matthew Gilks,Michael Duff,Steven Reid,Stephen Ward,Sam Vokes,Lukas Jutkiewicz,Ross Wallace,Lukasz Fabianski,Federico Fernández,Ashley Williams,Kyle Naughton,Neil Taylor,Ki Sung-Yeung,Jonjo Shelvey,Tom Carroll,Jack Cork,Wayne Routledge,Bafétimbi Gomis,Gerhard Tremmel,Angel Rangel,Jordi Amat,Jefferson Montero,Leon Britton,Nélson Oliveira,Marvin Emnes,Matchweek 27,-19,-4,22,37
116,2,0,Manchester United,Sunderland,"<strong class=""matchTeamFormation"" data-team-id=""12""></strong>","<strong class=""matchTeamFormation"" data-team-id=""29""></strong>",David de Gea,Marcos Rojo,Jonny Evans,Chris Smalling,Antonio Valencia,Ashley Young,Daley Blind,Ander Herrera,Ángel Di María,Wayne Rooney,Radamel Falcao,Anders Lindegaard,Paddy McNair,Adnan Januzaj,Juan Mata,Marouane Fellaini,Michael Carrick,James Wilson,Costel Pantilimon,Patrick van Aanholt,Anthony Réveillere,Wes Brown,John O'Shea,Adam Johnson,Sebastian Larsson,Lee Cattermole,Jordi Gómez,Connor Wickham,Jermain Defoe,Vito Mannone,Sebastián Coates,Santiago Vergini,Liam Bridcutt,Danny Graham,Steven Fletcher,Duncan Watmore,Matchweek 27,18,-14,47,25
117,1,0,Newcastle United,Aston Villa,"<strong class=""matchTeamFormation"" data-team-id=""23""></strong>","<strong class=""matchTeamFormation"" data-team-id=""2""></strong>",Tim Krul,Daryl Janmaat,Massadio Haïdara,Mike Williamson,Fabricio Coloccini,Gabriel Obertan,Moussa Sissoko,Mehdi Abeid,Sammy Ameobi,Emmanuel Rivière,Papiss Cissé,Freddie Woodman,Ryan Taylor,Jonás Gutiérrez,Vurnon Anita,Yoan Gouffran,Adam Armstrong,Ayoze Pérez,Brad Guzan,Matthew Lowton,Alan Hutton,Ciaran Clark,Jores Okore,Fabian Delph,Tom Cleverley,Ashley Westwood,Gabriel Agbonlahor,Christian Benteke,Scott Sinclair,Shay Given,Leandro Bacuna,Jack Grealish,Charles N'Zogbia,Carlos Sánchez,Carles Gil,Andreas Weimann,Matchweek 27,-11,-23,32,22
118,1,0,Stoke City,Hull City,"<strong class=""matchTeamFormation"" data-team-id=""42""></strong>","<strong class=""matchTeamFormation"" data-team-id=""41""></strong>",Asmir Begovic,Philipp Wollscheid,Marc Wilson,Erik Pieters,Phil Bardsley,Stephen Ireland,Steven Nzonzi,Victor Moses,Glenn Whelan,Jonathan Walters,Mame Diouf,Jack Butland,Dionatan Teixeira,Geoff Cameron,Charlie Adam,Marko Arnautovic,Steve Sidwell,Peter Crouch,Allan McGregor,Paul McShane,Michael Dawson,Alex Bruce,Ahmed El Mohamady,David Meyler,Tom Huddlestone,Jake Livermore,Maynor Figueroa,Sone Aluko,Gastón Ramírez,Steve Harper,Andy Robertson,Curtis Davies,Stephen Quinn,Yannick Sagbo,Abel Hernández,Dame N'Doye,Matchweek 27,-4,-10,36,26
119,1,0,West Bromwich Albion,Southampton,"<strong class=""matchTeamFormation"" data-team-id=""36""></strong>","<strong class=""matchTeamFormation"" data-team-id=""20""></strong>",Ben Foster,Joleon Lescott,Chris Brunt,Craig Dawson,Gareth McAuley,Darren Fletcher,James Morrison,Claudio Yacob,Craig Gardner,Saido Berahino,Brown Ideye,Boaz Myhill,Andre Wisdom,Chris Baird,Jonas Olsson,Youssouf Mulumbu,Callum McManaman,Stéphane Sessègnon,Fraser Forster,José Fonte,Maya Yoshida,Florin Gardos,Victor Wanyama,Ryan Bertrand,Morgan Schneiderlin,Nathaniel Clyne,Dusan Tadic,Graziano Pellè,Sadio Mané,Kelvin Davis,Matt Targett,James Ward-Prowse,Eljero Elia,Filip Djuricic,Steven Davis,Shane Long,Matchweek 27,-10,19,27,46
120,2,2,Tottenham Hotspur,West Ham United,"<strong class=""matchTeamFormation"" data-team-id=""21""></strong>","<strong class=""matchTeamFormation"" data-team-id=""25""></strong>",Hugo Lloris,Kyle Walker,Jan Vertonghen,Eric Dier,Danny Rose,Ryan Mason,Érik Lamela,Nabil Bentaleb,Andros Townsend,Mousa Dembélé,Harry Kane,Michel Vorm,Federico Fazio,Ben Davies,Benjamin Stambouli,Christian Eriksen,Nacer Chadli,Roberto Soldado,Adrián,James Tomkins,Carl Jenkinson,Aaron Cresswell,Winston Reid,Mark Noble,Cheikhou Kouyaté,Alexandre Song,Enner Valencia,Stewart Downing,Diafra Sakho,Jussi Jääskeläinen,James Collins,Guy Demel,Kevin Nolan,Joseph O'Brien,Matthew Jarvis,Carlton Cole,Matchweek 26,5,8,43,38
121,2,2,Everton,Leicester City,"<strong class=""matchTeamFormation"" data-team-id=""7""></strong>","<strong class=""matchTeamFormation"" data-team-id=""26""></strong>",Tim Howard,Leighton Baines,John Stones,Phil Jagielka,Séamus Coleman,Steven Naismith,Aaron Lennon,Muhamed Besic,Ross Barkley,James McCarthy,Romelu Lukaku,Joel Robles,Luke Garbutt,Antolín Alcáraz,Christian Atsu,Kevin Mirallas,Darron Gibson,Arouna Koné,Mark Schwarzer,Paul Konchesky,Matt Upson,Danny Simpson,Robert Huth,Wes Morgan,Jeffrey Schlupp,Matty James,Riyad Mahrez,Esteban Cambiasso,Andrej Kramaric,Ben Hamer,Marcin Wasilewski,Andy King,Danny Drinkwater,David Nugent,Jamie Vardy,Leonardo Ulloa,Matchweek 26,-4,-18,27,17
122,0,2,Southampton,Liverpool,"<strong class=""matchTeamFormation"" data-team-id=""20""></strong>","<strong class=""matchTeamFormation"" data-team-id=""10""></strong>",Fraser Forster,Matt Targett,José Fonte,Nathaniel Clyne,Maya Yoshida,Victor Wanyama,James Ward-Prowse,Steven Davis,Eljero Elia,Filip Djuricic,Graziano Pellè,Kelvin Davis,Florin Gardos,Morgan Schneiderlin,Harrison Reed,Dusan Tadic,Sadio Mané,Shane Long,Simon Mignolet,Emre Can,Dejan Lovren,Martin Skrtel,Jordan Henderson,Jordon Ibe,Lazar Markovic,Joe Allen,Adam Lallana,Philippe Coutinho,Raheem Sterling,Danny Ward,Glen Johnson,Kolo Touré,Alberto Moreno,Rickie Lambert,Mario Balotelli,Daniel Sturridge,Matchweek 26,21,7,46,42
123,1,2,Aston Villa,Stoke City,"<strong class=""matchTeamFormation"" data-team-id=""2""></strong>","<strong class=""matchTeamFormation"" data-team-id=""42""></strong>",Brad Guzan,Kieran Richardson,Alan Hutton,Ciaran Clark,Ron Vlaar,Carles Gil,Carlos Sánchez,Fabian Delph,Christian Benteke,Gabriel Agbonlahor,Scott Sinclair,Shay Given,Aly Cissokho,Jores Okore,Ashley Westwood,Leandro Bacuna,Tom Cleverley,Andreas Weimann,Asmir Begovic,Philipp Wollscheid,Erik Pieters,Marc Wilson,Phil Bardsley,Stephen Ireland,Steven Nzonzi,Glenn Whelan,Victor Moses,Mame Diouf,Jonathan Walters,Jack Butland,Dionatan Teixeira,Oliver Shenton,Marko Arnautovic,Charlie Adam,Steve Sidwell,Peter Crouch,Matchweek 26,-22,-5,22,33
124,1,1,Chelsea,Burnley,"<strong class=""matchTeamFormation"" data-team-id=""4""></strong>","<strong class=""matchTeamFormation"" data-team-id=""43""></strong>",Thibaut Courtois,Filipe Luís,John Terry,Branislav Ivanovic,Kurt Zouma,Juan Cuadrado,Eden Hazard,Oscar,Cesc Fàbregas,Nemanja Matic,Diego Costa,Petr Cech,César Azpilicueta,Gary Cahill,Willian,Ramires,Loïc Rémy,Didier Drogba,Tom Heaton,Michael Keane,Ben Mee,Jason Shackell,Kieran Trippier,Scott Arfield,Michael Kightly,George Boyd,David Jones,Danny Ings,Ashley Barnes,Matthew Gilks,Michael Duff,Steven Reid,Stephen Ward,Lukas Jutkiewicz,Sam Vokes,Ross Wallace,Matchweek 26,34,-19,59,21
125,1,2,Crystal Palace,Arsenal,"<strong class=""matchTeamFormation"" data-team-id=""6""></strong>","<strong class=""matchTeamFormation"" data-team-id=""1""></strong>",Julian Speroni,Scott Dann,Joel Ward,Damien Delaney,Pape Souaré,Jordon Mutch,Jason Puncheon,Wilfried Zaha,Joe Ledley,Dwight Gayle,Fraizer Campbell,Wayne Hennessey,Martin Kelly,Yannick Bolasie,Mile Jedinak,Brede Hangeland,Shola Ameobi,Glenn Murray,David Ospina,Nacho Monreal,Laurent Koscielny,Per Mertesacker,Calum Chambers,Mesut Özil,Alexis Sánchez,Danny Welbeck,Santi Cazorla,Francis Coquelin,Olivier Giroud,Wojciech Szczesny,Gabriel Paulista,Héctor Bellerín,Kieran Gibbs,Jack Wilshere,Tomas Rosicky,Theo Walcott,Matchweek 26,-8,19,27,45
126,2,1,Hull City,Queens Park Rangers,"<strong class=""matchTeamFormation"" data-team-id=""41"">3-5-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""17"">4-4-2</strong>",Allan McGregor,Paul McShane,Alex Bruce,Michael Dawson,Ahmed El Mohamady,Jake Livermore,David Meyler,Tom Huddlestone,Robert Brady,Nikica Jelavic,Dame N'Doye,Steve Harper,Andy Robertson,Curtis Davies,Gastón Ramírez,Stephen Quinn,Abel Hernández,Sone Aluko,Robert Green,Darnell Furlong,Yun Suk-Young,Steven Caulker,Rio Ferdinand,Joey Barton,Niko Kranjcar,Matt Phillips,Karl Henry,Charlie Austin,Bobby Zamora,Alex McCarthy,Clint Hill,Armand Traore,Michael Doughty,Shaun Wright-Phillips,Mauro Zárate,Eduardo Vargas,Matchweek 26,-11,-17,23,22
127,0,0,Sunderland,West Bromwich Albion,"<strong class=""matchTeamFormation"" data-team-id=""29""></strong>","<strong class=""matchTeamFormation"" data-team-id=""36""></strong>",Costel Pantilimon,Santiago Vergini,Anthony Réveillere,Wes Brown,John O'Shea,Sebastian Larsson,Lee Cattermole,Ricardo Álvarez,Adam Johnson,Jermain Defoe,Danny Graham,Vito Mannone,Patrick van Aanholt,Sebastián Coates,Liam Bridcutt,Jordi Gómez,Connor Wickham,Steven Fletcher,Ben Foster,Joleon Lescott,Chris Brunt,Craig Dawson,Gareth McAuley,Craig Gardner,Darren Fletcher,James Morrison,Claudio Yacob,Brown Ideye,Saido Berahino,Boaz Myhill,Andre Wisdom,Chris Baird,Jonas Olsson,Youssouf Mulumbu,Stéphane Sessègnon,Callum McManaman,Matchweek 26,-14,-10,24,26
128,2,1,Swansea City,Manchester United,"<strong class=""matchTeamFormation"" data-team-id=""45""></strong>","<strong class=""matchTeamFormation"" data-team-id=""12""></strong>",Lukasz Fabianski,Federico Fernández,Ashley Williams,Kyle Naughton,Neil Taylor,Gylfi Sigurdsson,Ki Sung-Yeung,Jack Cork,Jonjo Shelvey,Bafétimbi Gomis,Wayne Routledge,Gerhard Tremmel,Angel Rangel,Jordi Amat,Jefferson Montero,Leon Britton,Nélson Oliveira,Marvin Emnes,David de Gea,Marcos Rojo,Phil Jones,Luke Shaw,Paddy McNair,Marouane Fellaini,Daley Blind,Ander Herrera,Ángel Di María,Wayne Rooney,Robin van Persie,Víctor Valdés,Antonio Valencia,Chris Smalling,Adnan Januzaj,Juan Mata,Ashley Young,Radamel Falcao,Matchweek 26,-5,19,34,47
