,home_score,away_score,home_team_name,away_team_name,home_formation,away_fromation,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,HomePlayer12,HomePlayer13,HomePlayer14,HomePlayer15,HomePlayer16,HomePlayer17,HomePlayer18,HomePlayer19,HomePlayer20,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,AwayPlayer12,AwayPlayer13,AwayPlayer14,AwayPlayer15,AwayPlayer16,AwayPlayer17,AwayPlayer18,AwayPlayer19,AwayPlayer20,Matchweek,home_GD_prior,away_GD_prior,home_Points_prior,away_Points_prior
70,1,2,Watford,Brentford,"<strong class=""matchTeamFormation"" data-team-id=""33"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""130"">4-3-3</strong>",Ben Foster,Kiko Femenía,Hassane Kamara,Christian Kabasele,Samir,Juraj Kucka,Moussa Sissoko,Imrân Louza,Emmanuel Dennis,João Pedro,Ismaïla Sarr,Daniel Bachmann,Jeremy Ngakia,Craig Cathcart,Dan Gosling,Edo Kayembe,Peter Etebo,Shaq Forde,Tom Cleverley,Joshua King,David Raya,Kristoffer Ajer,Rico Henry,Pontus Jansson,Ethan Pinnock,Christian Nørgaard,Vitaly Janelt,Christian Eriksen,Ivan Toney,Bryan Mbeumo,Yoane Wissa,Álvaro Fernández,Mads Bech,Finley Stevens,Mads Roerslev,Josh Dasilva,Shandon Baptiste,Mathias Jensen,Tariqe Fosu-Henry,Saman Ghoddos,Matchweek 33,-31,-9,22,36
71,2,0,Brentford,West Ham United,"<strong class=""matchTeamFormation"" data-team-id=""130"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""25"">4-2-3-1</strong>",David Raya,Kristoffer Ajer,Rico Henry,Zanka,Ethan Pinnock,Vitaly Janelt,Christian Eriksen,Christian Nørgaard,Yoane Wissa,Ivan Toney,Bryan Mbeumo,Álvaro Fernández,Julian Jeanvier,Mads Bech,Mads Roerslev,Tariqe Fosu-Henry,Shandon Baptiste,Mathias Jensen,Saman Ghoddos,Sergi Canós,Lukasz Fabianski,Vladimír Coufal,Kurt Zouma,Aaron Cresswell,Craig Dawson,Tomás Soucek,Manuel Lanzini,Jarrod Bowen,Declan Rice,Pablo Fornals,Michail Antonio,Alphonse Areola,Issa Diop,Ben Johnson,Arthur Masuaku,Ryan Fredericks,Nikola Vlasic,Alex Král,Saïd Benrahma,Andrii Yarmolenko,Matchweek 32,-11,11,33,51
72,2,1,Leicester City,Crystal Palace,"<strong class=""matchTeamFormation"" data-team-id=""26"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""6"">4-2-3-1</strong>",Kasper Schmeichel,Çaglar Söyüncü,Daniel Amartey,James Justin,Luke Thomas,Youri Tielemans,Nampalys Mendy,Ademola Lookman,James Maddison,Kiernan Dewsbury-Hall,Patson Daka,Eldin Jakupovic,Ricardo Pereira,Timothy Castagne,Wesley Fofana,Jannik Vestergaard,Harvey Barnes,Hamza Choudhury,Marc Albrighton,Kelechi Iheanacho,Vicente Guaita,Tyrick Mitchell,Marc Guéhi,Nathaniel Clyne,Joachim Andersen,Jeffrey Schlupp,Conor Gallagher,Wilfried Zaha,Cheikhou Kouyaté,Jordan Ayew,Jean-Philippe Mateta,Jack Butland,James Tomkins,Martin Kelly,Joel Ward,James McArthur,Luka Milivojevic,Eberechi Eze,Odsonne Édouard,Christian Benteke,Matchweek 32,-4,4,37,37
73,2,0,Norwich City,Burnley,"<strong class=""matchTeamFormation"" data-team-id=""14"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""43"">4-4-2</strong>",Tim Krul,Dimitris Giannoulis,Ben Gibson,Sam Byram,Grant Hanley,Milot Rashica,Mathias Normann,Pierre Lees-Melou,Kenny McLean,Kieran Dowell,Teemu Pukki,Angus Gunn,Brandon Williams,Max Aarons,Christoph Zimmermann,Lukas Rupp,Tony Springett,Jacob Sørensen,Christos Tzolis,Jonathan Rowe,Nick Pope,Matthew Lowton,James Tarkowski,Charlie Taylor,Nathan Collins,Aaron Lennon,Maxwel Cornet,Josh Brownhill,Ashley Westwood,Wout Weghorst,Jay Rodríguez,Wayne Hennessey,Bobby Thomas,Kevin Long,Connor Roberts,Dwight McNeil,Dale Stephens,Jack Cork,Matej Vydra,Ashley Barnes,Matchweek 32,-45,-17,18,24
74,2,2,Manchester City,Liverpool,"<strong class=""matchTeamFormation"" data-team-id=""11"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>",Ederson,João Cancelo,Kyle Walker,Aymeric Laporte,John Stones,Bernardo Silva,Phil Foden,Gabriel Jesus,Kevin De Bruyne,Rodri,Raheem Sterling,Zack Steffen,Nathan Aké,Oleksandr Zinchenko,Ilkay Gündogan,James McAtee,Jack Grealish,Fernandinho,Roméo Lavia,Riyad Mahrez,Alisson Becker,Joël Matip,Virgil van Dijk,Andy Robertson,Trent Alexander-Arnold,Thiago Alcântara,Jordan Henderson,Fabinho,Mohamed Salah,Sadio Mané,Diogo Jota,Caoimhín Kelleher,Kostas Tsimikas,Ibrahima Konaté,Joe Gomez,Naby Keïta,Curtis Jones,James Milner,Luis Díaz,Roberto Firmino,Matchweek 32,52,57,73,72
75,1,0,Everton,Manchester United,"<strong class=""matchTeamFormation"" data-team-id=""7"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""12"">4-2-3-1</strong>",Jordan Pickford,Vitalii Mykolenko,Ben Godfrey,Michael Keane,Séamus Coleman,Allan,Alex Iwobi,Fabian Delph,Anthony Gordon,Richarlison,Dominic Calvert-Lewin,Asmir Begovic,Mason Holgate,Jonjoe Kenny,Jarrad Branthwaite,Dele Alli,André Gomes,Abdoulaye Doucouré,Demarai Gray,Salomón Rondón,David de Gea,Victor Lindelöf,Alex Telles,Harry Maguire,Aaron Wan-Bissaka,Marcus Rashford,Fred,Bruno Fernandes,Jadon Sancho,Nemanja Matic,Cristiano Ronaldo,Tom Heaton,Dean Henderson,Phil Jones,Diogo Dalot,Hannibal Mejbri,Paul Pogba,Juan Mata,Jesse Lingard,Anthony Elanga,Matchweek 32,-20,8,25,51
76,1,2,Arsenal,Brighton and Hove Albion,"<strong class=""matchTeamFormation"" data-team-id=""1"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""131"">3-5-2</strong>",Aaron Ramsdale,Granit Xhaka,Cédric Soares,Gabriel Magalhães,Ben White,Emile Smith Rowe,Gabriel Martinelli,Martin Ødegaard,Albert Sambi Lokonga,Bukayo Saka,Alexandre Lacazette,Bernd Leno,Rob Holding,Zak Swanson,Nuno Tavares,Mohamed Elneny,Omari Hutchinson,Miguel Azeez,Nicolas Pépé,Eddie Nketiah,Robert Sánchez,Lewis Dunk,Joël Veltman,Marc Cucurella,Enock Mwepu,Yves Bissouma,Moisés Caicedo,Pascal Groß,Leandro Trossard,Alexis Mac Allister,Danny Welbeck,Jason Steele,Tariq Lamptey,Adam Webster,Odeluga Offiah,Adam Lallana,Solly March,Steven Alzate,Neal Maupay,Jeremy Sarmiento,Matchweek 32,10,-10,54,34
77,0,6,Southampton,Chelsea,"<strong class=""matchTeamFormation"" data-team-id=""20"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""4"">3-4-1-2</strong>",Fraser Forster,Tino Livramento,Mohammed Salisu,Kyle Walker-Peters,Jan Bednarek,Oriol Romeu,Mohamed Elyounoussi,James Ward-Prowse,Stuart Armstrong,Ché Adams,Adam Armstrong,Willy Caballero,Yan Valery,Jack Stephens,Romain Perraud,Will Smallbone,Nathan Redmond,Nathan Tella,Ibrahima Diallo,Theo Walcott,Édouard Mendy,Andreas Christensen,Antonio Rüdiger,Thiago Silva,Ruben Loftus-Cheek,Mateo Kovacic,Marcos Alonso,N'Golo Kanté,Timo Werner,Kai Havertz,Mason Mount,Kepa,Malang Sarr,Reece James,Trevoh Chalobah,Hakim Ziyech,Christian Pulisic,Saúl Ñíguez,Ross Barkley,Jorginho,Matchweek 32,-9,35,36,59
78,0,3,Watford,Leeds United,"<strong class=""matchTeamFormation"" data-team-id=""33"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""9"">4-2-3-1</strong>",Ben Foster,Kiko Femenía,Hassane Kamara,Samir,Christian Kabasele,Imrân Louza,Juraj Kucka,Moussa Sissoko,Cucho Hernández,Ismaïla Sarr,João Pedro,Daniel Bachmann,Francisco Sierralta,Craig Cathcart,Adam Masina,Edo Kayembe,Tom Cleverley,Samuel Kalu,Emmanuel Dennis,Joshua King,Illan Meslier,Stuart Dallas,Luke Ayling,Diego Llorente,Liam Cooper,Robin Koch,Mateusz Klich,Jack Harrison,Rodrigo,Raphinha,Daniel James,Kristoffer Klaesson,Pascal Struijk,Charlie Cresswell,Leo Hjelde,Crysencio Summerville,Nohan Kenneh,Kalvin Phillips,Sam Greenwood,Joe Gelhardt,Matchweek 32,-28,-33,22,30
79,0,4,Aston Villa,Tottenham Hotspur,"<strong class=""matchTeamFormation"" data-team-id=""2"">4-3-1-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""21"">3-4-3</strong>",Emiliano Martínez,Tyrone Mings,Ezri Konsa,Matty Cash,Lucas Digne,Jacob Ramsey,Douglas Luiz,Philippe Coutinho,John McGinn,Ollie Watkins,Danny Ings,Robin Olsen,Calum Chambers,Ashley Young,Emiliano Buendía,Marvelous Nakamba,Carney Chukwuemeka,Morgan Sanson,Bertrand Traoré,Leon Bailey,Hugo Lloris,Ben Davies,Cristian Romero,Eric Dier,Matt Doherty,Pierre-Emile Højbjerg,Rodrigo Bentancur,Emerson Royal,Son Heung-Min,Dejan Kulusevski,Harry Kane,Pierluigi Gollini,Joe Rodon,Davinson Sánchez,Sergio Reguilón,Ryan Sessegnon,Harvey White,Harry Winks,Steven Bergwijn,Lucas Moura,Matchweek 32,0,15,36,54
80,1,0,Newcastle United,Wolverhampton Wanderers,"<strong class=""matchTeamFormation"" data-team-id=""23"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""38"">3-4-2-1</strong>",Martin Dúbravka,Matt Targett,Fabian Schär,Emil Krafth,Dan Burn,Bruno Guimarães,Jonjo Shelvey,Joelinton,Allan Saint-Maximin,Ryan Fraser,Chris Wood,Karl Darlow,Jamaal Lascelles,Javier Manquillo,Paul Dummett,Matt Ritchie,Sean Longstaff,Miguel Almirón,Jacob Murphy,Dwight Gayle,José Sá,Maximilian Kilman,Willy-Arnaud Boly,Conor Coady,João Moutinho,Marçal,Luke Cundle,Jonny Otto,Fábio Silva,Hwang Hee-Chan,Trincão,John Ruddy,Rayan Aït-Nouri,Nélson Semedo,Toti,Yerson Mosquera,Romain Saïss,Pedro Neto,Chiquinho,Chem Campbell,Matchweek 32,-21,6,31,49
81,3,2,Burnley,Everton,"<strong class=""matchTeamFormation"" data-team-id=""43"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""7"">4-3-3</strong>",Nick Pope,James Tarkowski,Nathan Collins,Charlie Taylor,Connor Roberts,Aaron Lennon,Maxwel Cornet,Josh Brownhill,Ashley Westwood,Wout Weghorst,Jay Rodríguez,Wayne Hennessey,Matthew Lowton,Bobby Thomas,Kevin Long,Dwight McNeil,Dale Stephens,Jack Cork,Matej Vydra,Ashley Barnes,Jordan Pickford,Vitalii Mykolenko,Ben Godfrey,Jarrad Branthwaite,Jonjoe Kenny,Mason Holgate,Alex Iwobi,Abdoulaye Doucouré,Dominic Calvert-Lewin,Anthony Gordon,Richarlison,Asmir Begovic,Séamus Coleman,Reece Welch,Fabian Delph,Isaac Price,Anwar El Ghazi,Dele Alli,Salomón Rondón,Demarai Gray,Matchweek 31,-18,-19,21,25
82,3,0,Crystal Palace,Arsenal,"<strong class=""matchTeamFormation"" data-team-id=""6"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""1"">4-2-3-1</strong>",Vicente Guaita,Tyrick Mitchell,Marc Guéhi,Nathaniel Clyne,Joachim Andersen,Jeffrey Schlupp,Conor Gallagher,Jordan Ayew,Wilfried Zaha,Cheikhou Kouyaté,Jean-Philippe Mateta,Jack Butland,James Tomkins,Joel Ward,James McArthur,Luka Milivojevic,Will Hughes,Eberechi Eze,Odsonne Édouard,Christian Benteke,Aaron Ramsdale,Gabriel Magalhães,Cédric Soares,Nuno Tavares,Ben White,Granit Xhaka,Bukayo Saka,Emile Smith Rowe,Martin Ødegaard,Thomas Partey,Alexandre Lacazette,Bernd Leno,Rob Holding,Zak Swanson,Mazeed Ogungbo,Mohamed Elneny,Marcelo Flores,Albert Sambi Lokonga,Gabriel Martinelli,Eddie Nketiah,Matchweek 31,1,13,34,54
83,2,1,West Ham United,Everton,"<strong class=""matchTeamFormation"" data-team-id=""25"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""7"">4-3-3</strong>",Lukasz Fabianski,Craig Dawson,Ryan Fredericks,Kurt Zouma,Aaron Cresswell,Pablo Fornals,Jarrod Bowen,Saïd Benrahma,Declan Rice,Tomás Soucek,Michail Antonio,Alphonse Areola,Vladimír Coufal,Issa Diop,Arthur Masuaku,Ajibola Alese,Alex Král,Mark Noble,Nikola Vlasic,Andrii Yarmolenko,Jordan Pickford,Vitalii Mykolenko,Michael Keane,Ben Godfrey,Jonjoe Kenny,Mason Holgate,Abdoulaye Doucouré,Alex Iwobi,Richarlison,Demarai Gray,Dominic Calvert-Lewin,Asmir Begovic,Andy Lonergan,Jarrad Branthwaite,Dele Alli,Isaac Price,Anwar El Ghazi,Salomón Rondón,Anthony Gordon,Lewis Dobbin,Matchweek 31,10,-19,48,25
84,5,1,Tottenham Hotspur,Newcastle United,"<strong class=""matchTeamFormation"" data-team-id=""21"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""23"">4-3-3</strong>",Hugo Lloris,Ben Davies,Cristian Romero,Eric Dier,Pierre-Emile Højbjerg,Matt Doherty,Emerson Royal,Rodrigo Bentancur,Dejan Kulusevski,Harry Kane,Son Heung-Min,Pierluigi Gollini,Davinson Sánchez,Joe Rodon,Jamie Bowden,Harry Winks,Harvey White,Dane Scarlett,Lucas Moura,Steven Bergwijn,Martin Dúbravka,Fabian Schär,Matt Targett,Javier Manquillo,Dan Burn,Joelinton,Joe Willock,Jonjo Shelvey,Ryan Fraser,Allan Saint-Maximin,Chris Wood,Karl Darlow,Paul Dummett,Emil Krafth,Jamaal Lascelles,Bruno Guimarães,Matt Ritchie,Sean Longstaff,Jacob Murphy,Dwight Gayle,Matchweek 31,11,-17,51,31
85,2,0,Liverpool,Watford,"<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""33"">4-1-4-1</strong>",Alisson Becker,Virgil van Dijk,Joël Matip,Andy Robertson,Joe Gomez,Jordan Henderson,Thiago Alcântara,Curtis Jones,Roberto Firmino,Diogo Jota,Mohamed Salah,Caoimhín Kelleher,Kostas Tsimikas,Trent Alexander-Arnold,Ibrahima Konaté,Fabinho,James Milner,Alex Oxlade-Chamberlain,Sadio Mané,Luis Díaz,Ben Foster,Kiko Femenía,Hassane Kamara,Samir,Christian Kabasele,Cucho Hernández,Imrân Louza,Juraj Kucka,Ismaïla Sarr,Moussa Sissoko,João Pedro,Daniel Bachmann,Jeremy Ngakia,Craig Cathcart,Adam Masina,Edo Kayembe,Tom Cleverley,Ken Sema,Emmanuel Dennis,Joshua King,Matchweek 31,55,-26,69,22
86,0,0,Brighton and Hove Albion,Norwich City,"<strong class=""matchTeamFormation"" data-team-id=""131"">3-4-1-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""14"">4-1-2-1-2</strong>",Robert Sánchez,Lewis Dunk,Marc Cucurella,Joël Veltman,Pascal Groß,Solly March,Tariq Lamptey,Alexis Mac Allister,Leandro Trossard,Danny Welbeck,Neal Maupay,Jason Steele,Odeluga Offiah,Shane Duffy,Enock Mwepu,Adam Lallana,Jakub Moder,Steven Alzate,Yves Bissouma,Jeremy Sarmiento,Tim Krul,Sam Byram,Dimitris Giannoulis,Grant Hanley,Ben Gibson,Pierre Lees-Melou,Kenny McLean,Billy Gilmour,Mathias Normann,Milot Rashica,Teemu Pukki,Angus Gunn,Abu Kamara,Jonathan Tomkinson,Christoph Zimmermann,Jacob Sørensen,Kieran Dowell,Tony Springett,Jonathan Rowe,Christos Tzolis,Matchweek 31,-10,-45,33,17
87,0,2,Burnley,Manchester City,"<strong class=""matchTeamFormation"" data-team-id=""43"">4-5-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""11"">4-3-3</strong>",Nick Pope,Connor Roberts,Kevin Long,Charlie Taylor,James Tarkowski,Josh Brownhill,Aaron Lennon,Ashley Westwood,Dwight McNeil,Jack Cork,Wout Weghorst,Wayne Hennessey,Will Norris,Owen Dodgson,Bobby Thomas,Matthew Lowton,Maxwel Cornet,Dale Stephens,Jay Rodríguez,Ashley Barnes,Ederson,Kyle Walker,Nathan Aké,João Cancelo,Aymeric Laporte,Rodri,Kevin De Bruyne,Ilkay Gündogan,Jack Grealish,Phil Foden,Raheem Sterling,Zack Steffen,John Stones,CJ Egan-Riley,Oleksandr Zinchenko,Luke Mbete,Fernandinho,Bernardo Silva,Gabriel Jesus,Riyad Mahrez,Matchweek 31,-15,50,24,70
88,1,4,Chelsea,Brentford,"<strong class=""matchTeamFormation"" data-team-id=""4"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""130"">5-3-2</strong>",Édouard Mendy,César Azpilicueta,Marcos Alonso,Thiago Silva,Antonio Rüdiger,Ruben Loftus-Cheek,Mason Mount,N'Golo Kanté,Hakim Ziyech,Timo Werner,Kai Havertz,Kepa,Malang Sarr,Andreas Christensen,Reece James,Jorginho,Mateo Kovacic,Ross Barkley,Saúl Ñíguez,Romelu Lukaku,David Raya,Mads Roerslev,Kristoffer Ajer,Rico Henry,Pontus Jansson,Ethan Pinnock,Christian Nørgaard,Vitaly Janelt,Christian Eriksen,Bryan Mbeumo,Ivan Toney,Álvaro Fernández,Zanka,Mads Bech,Shandon Baptiste,Mathias Jensen,Tariqe Fosu-Henry,Yoane Wissa,Saman Ghoddos,Sergi Canós,Matchweek 31,38,-14,59,30
89,1,1,Leeds United,Southampton,"<strong class=""matchTeamFormation"" data-team-id=""9"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""20"">4-3-1-2</strong>",Illan Meslier,Diego Llorente,Luke Ayling,Stuart Dallas,Liam Cooper,Mateusz Klich,Jack Harrison,Raphinha,Adam Forshaw,Rodrigo,Daniel James,Kristoffer Klaesson,Robin Koch,Charlie Cresswell,Pascal Struijk,Crysencio Summerville,Nohan Kenneh,Kalvin Phillips,Joe Gelhardt,Sam Greenwood,Fraser Forster,Kyle Walker-Peters,Tino Livramento,Jan Bednarek,Mohammed Salisu,Mohamed Elyounoussi,Oriol Romeu,Ibrahima Diallo,James Ward-Prowse,Ché Adams,Armando Broja,Willy Caballero,Jack Stephens,Yan Valery,Romain Perraud,Stuart Armstrong,Nathan Tella,Will Smallbone,Shane Long,Adam Armstrong,Matchweek 31,-33,-9,29,35
90,2,1,Wolverhampton Wanderers,Aston Villa,"<strong class=""matchTeamFormation"" data-team-id=""38"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""2"">4-3-1-2</strong>",José Sá,Maximilian Kilman,Willy-Arnaud Boly,Conor Coady,João Moutinho,Marçal,Jonny Otto,Leander Dendoncker,Fábio Silva,Daniel Podence,Trincão,John Ruddy,Rayan Aït-Nouri,Nélson Semedo,Toti,Luke Cundle,Romain Saïss,Pedro Neto,Chiquinho,Hwang Hee-Chan,Emiliano Martínez,Tyrone Mings,Ezri Konsa,Matty Cash,Lucas Digne,Jacob Ramsey,Morgan Sanson,Philippe Coutinho,John McGinn,Leon Bailey,Ollie Watkins,Robin Olsen,Calum Chambers,Ashley Young,Emiliano Buendía,Tim Iroegbunam,Douglas Luiz,Carney Chukwuemeka,Bertrand Traoré,,Matchweek 31,5,1,46,36
91,1,1,Manchester United,Leicester City,"<strong class=""matchTeamFormation"" data-team-id=""12"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""26"">4-2-3-1</strong>",David de Gea,Raphaël Varane,Diogo Dalot,Harry Maguire,Luke Shaw,Anthony Elanga,Jadon Sancho,Paul Pogba,Fred,Scott McTominay,Bruno Fernandes,Dean Henderson,Aaron Wan-Bissaka,Victor Lindelöf,Alex Telles,Phil Jones,Jesse Lingard,Juan Mata,Nemanja Matic,Marcus Rashford,Kasper Schmeichel,Jonny Evans,Timothy Castagne,Wesley Fofana,James Justin,Nampalys Mendy,James Maddison,Harvey Barnes,Youri Tielemans,Kiernan Dewsbury-Hall,Kelechi Iheanacho,Eldin Jakupovic,Çaglar Söyüncü,Daniel Amartey,Ricardo Pereira,Hamza Choudhury,Marc Albrighton,Ayoze Pérez,Patson Daka,Ademola Lookman,Matchweek 31,8,-4,50,36
92,2,1,Leicester City,Brentford,"<strong class=""matchTeamFormation"" data-team-id=""26"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""130"">4-5-1</strong>",Kasper Schmeichel,Çaglar Söyüncü,Daniel Amartey,Timothy Castagne,James Justin,Nampalys Mendy,Youri Tielemans,James Maddison,Harvey Barnes,Kiernan Dewsbury-Hall,Kelechi Iheanacho,Eldin Jakupovic,Luke Thomas,Jonny Evans,Jannik Vestergaard,Ricardo Pereira,Hamza Choudhury,Boubakary Soumaré,Ayoze Pérez,Patson Daka,David Raya,Kristoffer Ajer,Rico Henry,Pontus Jansson,Ethan Pinnock,Mathias Jensen,Vitaly Janelt,Christian Nørgaard,Yoane Wissa,Bryan Mbeumo,Ivan Toney,Álvaro Fernández,Mads Bech,Zanka,Mads Roerslev,Frank Onyeka,Tariqe Fosu-Henry,Shandon Baptiste,Nathan Young-Coombes,Sergi Canós,Matchweek 30,-5,-13,33,30
93,3,1,Tottenham Hotspur,West Ham United,"<strong class=""matchTeamFormation"" data-team-id=""21"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""25"">3-4-2-1</strong>",Hugo Lloris,Cristian Romero,Ben Davies,Eric Dier,Matt Doherty,Sergio Reguilón,Rodrigo Bentancur,Pierre-Emile Højbjerg,Dejan Kulusevski,Son Heung-Min,Harry Kane,Pierluigi Gollini,Davinson Sánchez,Joe Rodon,Emerson Royal,Harry Winks,Harvey White,Lucas Moura,Steven Bergwijn,Dane Scarlett,Lukasz Fabianski,Craig Dawson,Kurt Zouma,Aaron Cresswell,Ben Johnson,Tomás Soucek,Arthur Masuaku,Declan Rice,Michail Antonio,Manuel Lanzini,Saïd Benrahma,Alphonse Areola,Issa Diop,Ryan Fredericks,Pablo Fornals,Nikola Vlasic,Alex Král,Sonny Perkins,Mark Noble,Andrii Yarmolenko,Matchweek 30,9,12,48,48
94,0,1,Aston Villa,Arsenal,"<strong class=""matchTeamFormation"" data-team-id=""2"">4-3-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""1"">4-2-3-1</strong>",Emiliano Martínez,Matty Cash,Tyrone Mings,Ashley Young,Ezri Konsa,John McGinn,Philippe Coutinho,Jacob Ramsey,Emiliano Buendía,Douglas Luiz,Ollie Watkins,Robin Olsen,Calum Chambers,Tim Iroegbunam,Carney Chukwuemeka,Tommi O'Reilly,Morgan Sanson,Leon Bailey,Bertrand Traoré,Danny Ings,Bernd Leno,Kieran Tierney,Gabriel Magalhães,Ben White,Cédric Soares,Emile Smith Rowe,Martin Ødegaard,Bukayo Saka,Thomas Partey,Granit Xhaka,Alexandre Lacazette,Arthur Okonkwo,Zak Swanson,Nuno Tavares,Rob Holding,Omari Hutchinson,Albert Sambi Lokonga,Mohamed Elneny,Nicolas Pépé,Eddie Nketiah,Matchweek 30,2,12,36,51
95,2,3,Wolverhampton Wanderers,Leeds United,"<strong class=""matchTeamFormation"" data-team-id=""38"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""9"">4-2-3-1</strong>",José Sá,Conor Coady,Romain Saïss,Willy-Arnaud Boly,João Moutinho,Rúben Neves,Rayan Aït-Nouri,Jonny Otto,Raúl Jiménez,Daniel Podence,Leander Dendoncker,John Ruddy,Toti,Maximilian Kilman,Marçal,Luke Cundle,Trincão,Hwang Hee-Chan,Fábio Silva,Chiquinho,Illan Meslier,Diego Llorente,Pascal Struijk,Luke Ayling,Stuart Dallas,Mateusz Klich,Jack Harrison,Adam Forshaw,Rodrigo,Daniel James,Patrick Bamford,Kristoffer Klaesson,Robin Koch,Charlie Cresswell,Liam Cooper,Nohan Kenneh,Crysencio Summerville,Kalvin Phillips,Joe Gelhardt,Sam Greenwood,Matchweek 30,6,-34,46,26
96,1,0,Everton,Newcastle United,"<strong class=""matchTeamFormation"" data-team-id=""7"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""23"">4-3-3</strong>",Asmir Begovic,Michael Keane,Ben Godfrey,Séamus Coleman,Mason Holgate,Anthony Gordon,Demarai Gray,Allan,Abdoulaye Doucouré,Alex Iwobi,Richarlison,Harry Tyrer,Andy Lonergan,Vitalii Mykolenko,Nathan Patterson,André Gomes,Dele Alli,Andros Townsend,Salomón Rondón,Dominic Calvert-Lewin,Martin Dúbravka,Matt Targett,Fabian Schär,Emil Krafth,Dan Burn,Joe Willock,Joelinton,Bruno Guimarães,Chris Wood,Ryan Fraser,Miguel Almirón,Karl Darlow,Javier Manquillo,Jamaal Lascelles,Paul Dummett,Jacob Murphy,Sean Longstaff,Matt Ritchie,Allan Saint-Maximin,Dwight Gayle,Matchweek 29,-19,-16,22,31
97,0,2,Brighton and Hove Albion,Tottenham Hotspur,"<strong class=""matchTeamFormation"" data-team-id=""131"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""21"">3-4-2-1</strong>",Robert Sánchez,Lewis Dunk,Marc Cucurella,Shane Duffy,Joël Veltman,Pascal Groß,Leandro Trossard,Solly March,Alexis Mac Allister,Yves Bissouma,Neal Maupay,Jason Steele,Tariq Lamptey,Moisés Caicedo,Enock Mwepu,Jakub Moder,Steven Alzate,Marc Leonard,Danny Welbeck,Jeremy Sarmiento,Hugo Lloris,Eric Dier,Ben Davies,Cristian Romero,Sergio Reguilón,Matt Doherty,Pierre-Emile Højbjerg,Rodrigo Bentancur,Harry Kane,Dejan Kulusevski,Son Heung-Min,Pierluigi Gollini,Davinson Sánchez,Joe Rodon,Emerson Royal,Harry Winks,Harvey White,Dane Scarlett,Lucas Moura,Steven Bergwijn,Matchweek 29,-8,7,33,45
98,0,2,Arsenal,Liverpool,"<strong class=""matchTeamFormation"" data-team-id=""1"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>",Aaron Ramsdale,Gabriel Magalhães,Ben White,Cédric Soares,Kieran Tierney,Martin Ødegaard,Gabriel Martinelli,Bukayo Saka,Granit Xhaka,Thomas Partey,Alexandre Lacazette,Bernd Leno,Nuno Tavares,Rob Holding,Zak Swanson,Albert Sambi Lokonga,Emile Smith Rowe,Mohamed Elneny,Eddie Nketiah,Nicolas Pépé,Alisson Becker,Andy Robertson,Virgil van Dijk,Joël Matip,Trent Alexander-Arnold,Jordan Henderson,Fabinho,Thiago Alcântara,Diogo Jota,Luis Díaz,Sadio Mané,Caoimhín Kelleher,Ibrahima Konaté,Joe Gomez,Naby Keïta,Curtis Jones,Alex Oxlade-Chamberlain,Mohamed Salah,Takumi Minamino,Roberto Firmino,Matchweek 29,14,53,51,66
