,home_score,away_score,home_team_name,away_team_name,home_formation,away_fromation,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,HomePlayer12,HomePlayer13,HomePlayer14,HomePlayer15,HomePlayer16,HomePlayer17,HomePlayer18,HomePlayer19,HomePlayer20,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,AwayPlayer12,AwayPlayer13,AwayPlayer14,AwayPlayer15,AwayPlayer16,AwayPlayer17,AwayPlayer18,AwayPlayer19,AwayPlayer20,Matchweek,home_GD_prior,away_GD_prior,home_Points_prior,away_Points_prior
213,2,2,Tottenham Hotspur,Liverpool,"<strong class=""matchTeamFormation"" data-team-id=""21"">5-3-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>",Hugo Lloris,Ryan Sessegnon,Davinson Sánchez,Ben Davies,Emerson Royal,Eric Dier,Harry Winks,Dele Alli,Tanguy Ndombélé,Son Heung-Min,Harry Kane,Brandon Austin,Joe Rodon,Matt Doherty,Japhet Tanganga,Sergio Reguilón,Oliver Skipp,Giovani Lo Celso,Lucas Moura,Steven Bergwijn,Alisson Becker,Trent Alexander-Arnold,Joël Matip,Andy Robertson,Ibrahima Konaté,Tyler Morton,Naby Keïta,James Milner,Mohamed Salah,Diogo Jota,Sadio Mané,Caoimhín Kelleher,Kostas Tsimikas,Joe Gomez,Jarell Quansah,Neco Williams,Alex Oxlade-Chamberlain,Kaide Gordon,Takumi Minamino,Roberto Firmino,Matchweek 18,-1,35,25,40
214,1,4,Leeds United,Arsenal,"<strong class=""matchTeamFormation"" data-team-id=""9"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""1"">4-2-3-1</strong>",Illan Meslier,Robin Koch,Stuart Dallas,Cody Drameh,Luke Ayling,Mateusz Klich,Tyler Roberts,Raphinha,Adam Forshaw,Jack Harrison,Joe Gelhardt,Kristoffer Klaesson,Kris Moore,Liam McCarron,Archie Gray,Crysencio Summerville,Lewis Bate,Nohan Kenneh,Jack Jenkins,Sam Greenwood,Aaron Ramsdale,Ben White,Kieran Tierney,Gabriel Magalhães,Takehiro Tomiyasu,Granit Xhaka,Martin Ødegaard,Bukayo Saka,Gabriel Martinelli,Thomas Partey,Alexandre Lacazette,Bernd Leno,Calum Chambers,Cédric Soares,Nuno Tavares,Rob Holding,Mohamed Elneny,Emile Smith Rowe,Nicolas Pépé,Eddie Nketiah,Matchweek 18,-15,1,16,29
215,1,1,Chelsea,Everton,"<strong class=""matchTeamFormation"" data-team-id=""4"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""7"">5-4-1</strong>",Édouard Mendy,Antonio Rüdiger,César Azpilicueta,Thiago Silva,Jorginho,Ruben Loftus-Cheek,Reece James,Marcos Alonso,Mason Mount,Christian Pulisic,Hakim Ziyech,Marcus Bettinelli,Kepa,Trevoh Chalobah,Malang Sarr,Andreas Christensen,N'Golo Kanté,Ross Barkley,Saúl Ñíguez,,Jordan Pickford,Ben Godfrey,Michael Keane,Jonjoe Kenny,Mason Holgate,Jarrad Branthwaite,Abdoulaye Doucouré,Anthony Gordon,André Gomes,Alex Iwobi,Ellis Simms,Asmir Begovic,Andy Lonergan,Séamus Coleman,Jean-Philippe Gbamin,Tyler Onyango,Allan,Lewis Dobbin,,,Matchweek 17,27,-8,36,18
216,3,1,Liverpool,Newcastle United,"<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""23"">4-5-1</strong>",Alisson Becker,Trent Alexander-Arnold,Joël Matip,Andy Robertson,Ibrahima Konaté,Alex Oxlade-Chamberlain,Jordan Henderson,Thiago Alcântara,Mohamed Salah,Diogo Jota,Sadio Mané,Marcelo Pitaluga,Caoimhín Kelleher,Kostas Tsimikas,Joe Gomez,Neco Williams,Naby Keïta,James Milner,Takumi Minamino,Roberto Firmino,Martin Dúbravka,Javier Manquillo,Fabian Schär,Jamaal Lascelles,Jamal Lewis,Joelinton,Isaac Hayden,Ryan Fraser,Jacob Murphy,Jonjo Shelvey,Allan Saint-Maximin,Karl Darlow,Ciaran Clark,Miguel Almirón,Joe Willock,Jeff Hendrick,Sean Longstaff,Matt Ritchie,Callum Wilson,Dwight Gayle,Matchweek 17,33,-17,37,10
217,0,1,Brighton and Hove Albion,Wolverhampton Wanderers,"<strong class=""matchTeamFormation"" data-team-id=""131"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""38"">3-4-3</strong>",Robert Sánchez,Joël Veltman,Tariq Lamptey,Marc Cucurella,Dan Burn,Yves Bissouma,Jakub Moder,Enock Mwepu,Solly March,Aaron Connolly,Leandro Trossard,Kjell Scherpen,Haydon Roberts,Ed Turns,Adam Lallana,Marc Leonard,Taylor Richards,Alexis Mac Allister,Steven Alzate,Evan Ferguson,José Sá,Romain Saïss,Maximilian Kilman,Conor Coady,Nélson Semedo,Rúben Neves,João Moutinho,Marçal,Hwang Hee-Chan,Trincão,Daniel Podence,John Ruddy,Louie Moulden,Ki-Jana Hoever,Willy-Arnaud Boly,Luke Cundle,Leander Dendoncker,Fábio Silva,Adama Traoré,,Matchweek 17,-2,-2,20,21
218,2,2,Crystal Palace,Southampton,"<strong class=""matchTeamFormation"" data-team-id=""6"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""20"">4-4-2</strong>",Jack Butland,James Tomkins,Joel Ward,Marc Guéhi,Tyrick Mitchell,Cheikhou Kouyaté,Conor Gallagher,Will Hughes,Wilfried Zaha,Odsonne Édouard,Jordan Ayew,Vicente Guaita,Joachim Andersen,Nathaniel Clyne,Jairo Riedewald,Michael Olise,Luka Milivojevic,Jeffrey Schlupp,Eberechi Eze,Christian Benteke,Willy Caballero,Tino Livramento,Kyle Walker-Peters,Lyanco,Mohammed Salisu,Will Smallbone,James Ward-Prowse,Oriol Romeu,Nathan Redmond,Armando Broja,Nathan Tella,Harry Lewis,Jan Bednarek,Romain Perraud,Yan Valery,Moussa Djenepo,Ibrahima Diallo,Mohamed Elyounoussi,Shane Long,Theo Walcott,Matchweek 17,0,-10,19,16
219,2,0,Arsenal,West Ham United,"<strong class=""matchTeamFormation"" data-team-id=""1"">4-4-1-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""25"">4-2-3-1</strong>",Aaron Ramsdale,Gabriel Magalhães,Takehiro Tomiyasu,Ben White,Kieran Tierney,Granit Xhaka,Thomas Partey,Bukayo Saka,Gabriel Martinelli,Martin Ødegaard,Alexandre Lacazette,Arthur Okonkwo,Rob Holding,Nuno Tavares,Emile Smith Rowe,Albert Sambi Lokonga,Ainsley Maitland-Niles,Mohamed Elneny,Eddie Nketiah,Nicolas Pépé,Lukasz Fabianski,Craig Dawson,Arthur Masuaku,Issa Diop,Vladimír Coufal,Tomás Soucek,Declan Rice,Manuel Lanzini,Pablo Fornals,Jarrod Bowen,Michail Antonio,Alphonse Areola,Harrison Ashby,Ajibola Alese,Nikola Vlasic,Alex Král,Mark Noble,Andrii Yarmolenko,Saïd Benrahma,Armstrong Oko-Flex,Matchweek 17,-1,9,26,28
220,0,2,Norwich City,Aston Villa,"<strong class=""matchTeamFormation"" data-team-id=""14"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""2"">4-3-3</strong>",Tim Krul,Ozan Kabak,Max Aarons,Ben Gibson,Brandon Williams,Kenny McLean,Billy Gilmour,Jacob Sørensen,Todd Cantwell,Przemyslaw Placheta,Teemu Pukki,Angus Gunn,Sam Byram,Dimitris Giannoulis,Bali Mumba,Jonathan Tomkinson,Kieran Dowell,Adam Idah,Jonathan Rowe,Thomas Dickson-Peters,Emiliano Martínez,Ezri Konsa,Tyrone Mings,Matty Cash,Matt Targett,Jacob Ramsey,Douglas Luiz,John McGinn,Emiliano Buendía,Ollie Watkins,Ashley Young,Filip Marschall,Kortney Hause,Axel Tuanzebe,Tim Iroegbunam,Carney Chukwuemeka,Trézéguet,Jaden Philogene,Danny Ings,Cameron Archer,Matchweek 17,-24,-4,10,19
221,7,0,Manchester City,Leeds United,"<strong class=""matchTeamFormation"" data-team-id=""11"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""9"">4-2-3-1</strong>",Ederson,Aymeric Laporte,Oleksandr Zinchenko,Rúben Dias,John Stones,Riyad Mahrez,Jack Grealish,Rodri,Bernardo Silva,Kevin De Bruyne,Phil Foden,Zack Steffen,CJ Egan-Riley,Josh Wilson-Esbrand,Nathan Aké,Ilkay Gündogan,Cole Palmer,Fernandinho,Raheem Sterling,Gabriel Jesus,Illan Meslier,Junior Firpo,Jamie Shackleton,Diego Llorente,Luke Ayling,Tyler Roberts,Stuart Dallas,Adam Forshaw,Raphinha,Jack Harrison,Daniel James,Kristoffer Klaesson,Charlie Cresswell,Cody Drameh,Liam McCarron,Mateusz Klich,Crysencio Summerville,Jack Jenkins,Joe Gelhardt,Sam Greenwood,Matchweek 17,24,-8,38,16
222,0,0,Burnley,West Ham United,"<strong class=""matchTeamFormation"" data-team-id=""43"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""25"">4-2-3-1</strong>",Nick Pope,Matthew Lowton,Ben Mee,James Tarkowski,Charlie Taylor,Jóhann Gudmundsson,Jack Cork,Ashley Westwood,Dwight McNeil,Jay Rodríguez,Chris Wood,Wayne Hennessey,Bobby Thomas,Erik Pieters,Phil Bardsley,Kevin Long,Nathan Collins,Aaron Lennon,Josh Brownhill,Matej Vydra,Lukasz Fabianski,Arthur Masuaku,Issa Diop,Vladimír Coufal,Craig Dawson,Jarrod Bowen,Declan Rice,Saïd Benrahma,Tomás Soucek,Manuel Lanzini,Michail Antonio,Alphonse Areola,Ajibola Alese,Harrison Ashby,Jamal Baptiste,Mark Noble,Alex Král,Nikola Vlasic,Pablo Fornals,Andrii Yarmolenko,Matchweek 16,-7,9,10,27
223,4,0,Leicester City,Newcastle United,"<strong class=""matchTeamFormation"" data-team-id=""26"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""23"">4-4-2</strong>",Kasper Schmeichel,Jonny Evans,Luke Thomas,Timothy Castagne,Çaglar Söyüncü,Kiernan Dewsbury-Hall,James Maddison,Youri Tielemans,Harvey Barnes,Wilfred Ndidi,Patson Daka,Danny Ward,Ricardo Pereira,Ben Nelson,Ryan Bertrand,Marc Albrighton,Boubakary Soumaré,Lewis Brunt,Kasey McAteer,Jamie Vardy,Martin Dúbravka,Fabian Schär,Jamaal Lascelles,Jamal Lewis,Javier Manquillo,Jonjo Shelvey,Miguel Almirón,Allan Saint-Maximin,Joe Willock,Joelinton,Callum Wilson,Karl Darlow,Emil Krafth,Federico Fernández,Jacob Murphy,Matt Ritchie,Ryan Fraser,Jeff Hendrick,Isaac Hayden,Dwight Gayle,Matchweek 16,-4,-13,19,10
224,3,1,Crystal Palace,Everton,"<strong class=""matchTeamFormation"" data-team-id=""6"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""7"">4-1-4-1</strong>",Vicente Guaita,Marc Guéhi,James Tomkins,Joel Ward,Tyrick Mitchell,Will Hughes,Cheikhou Kouyaté,Conor Gallagher,Jordan Ayew,Odsonne Édouard,Wilfried Zaha,Jack Butland,Martin Kelly,Nathaniel Clyne,Eberechi Eze,Jairo Riedewald,Michael Olise,Jeffrey Schlupp,Jean-Philippe Mateta,Christian Benteke,Jordan Pickford,Ben Godfrey,Séamus Coleman,Michael Keane,Mason Holgate,Abdoulaye Doucouré,Fabian Delph,André Gomes,Demarai Gray,Andros Townsend,Richarlison,Asmir Begovic,Jonjoe Kenny,Jarrad Branthwaite,Jean-Philippe Gbamin,Tyler Onyango,Ellis Simms,Alex Iwobi,Anthony Gordon,Salomón Rondón,Matchweek 16,-2,-6,16,18
225,1,0,Manchester City,Wolverhampton Wanderers,"<strong class=""matchTeamFormation"" data-team-id=""11"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""38"">3-5-2</strong>",Ederson,Oleksandr Zinchenko,Aymeric Laporte,João Cancelo,Rúben Dias,Rodri,Bernardo Silva,Ilkay Gündogan,Gabriel Jesus,Jack Grealish,Raheem Sterling,Zack Steffen,John Stones,Nathan Aké,Kyle Walker,Phil Foden,Fernandinho,Kevin De Bruyne,Cole Palmer,Riyad Mahrez,José Sá,Romain Saïss,Conor Coady,Maximilian Kilman,Nélson Semedo,João Moutinho,Rayan Aït-Nouri,Rúben Neves,Leander Dendoncker,Adama Traoré,Raúl Jiménez,John Ruddy,Willy-Arnaud Boly,Marçal,Ki-Jana Hoever,Luke Cundle,Daniel Podence,Trincão,Fábio Silva,Hwang Hee-Chan,Matchweek 16,23,-1,35,21
226,3,0,Arsenal,Southampton,"<strong class=""matchTeamFormation"" data-team-id=""1"">4-4-1-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""20"">4-4-2</strong>",Aaron Ramsdale,Gabriel Magalhães,Takehiro Tomiyasu,Ben White,Kieran Tierney,Granit Xhaka,Thomas Partey,Bukayo Saka,Gabriel Martinelli,Martin Ødegaard,Alexandre Lacazette,Arthur Okonkwo,Rob Holding,Cédric Soares,Nuno Tavares,Emile Smith Rowe,Albert Sambi Lokonga,Ainsley Maitland-Niles,Nicolas Pépé,Eddie Nketiah,Willy Caballero,Jan Bednarek,Tino Livramento,Jack Stephens,Kyle Walker-Peters,Nathan Redmond,James Ward-Prowse,Ibrahima Diallo,Nathan Tella,Adam Armstrong,Armando Broja,Harry Lewis,Lyanco,Romain Perraud,Yan Valery,Mohamed Elyounoussi,Will Smallbone,Moussa Djenepo,Theo Walcott,Shane Long,Matchweek 16,-4,-7,23,16
227,3,2,Chelsea,Leeds United,"<strong class=""matchTeamFormation"" data-team-id=""4"">3-4-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""9"">4-3-1-2</strong>",Édouard Mendy,César Azpilicueta,Thiago Silva,Antonio Rüdiger,Reece James,Marcos Alonso,Ruben Loftus-Cheek,Jorginho,Timo Werner,Kai Havertz,Mason Mount,Kepa,Malang Sarr,Andreas Christensen,Christian Pulisic,Ross Barkley,Saúl Ñíguez,Hakim Ziyech,Callum Hudson-Odoi,Romelu Lukaku,Illan Meslier,Junior Firpo,Diego Llorente,Stuart Dallas,Luke Ayling,Tyler Roberts,Jack Harrison,Jamie Shackleton,Adam Forshaw,Raphinha,Daniel James,Kristoffer Klaesson,Cody Drameh,Charlie Cresswell,Liam McCarron,Crysencio Summerville,Mateusz Klich,Jack Jenkins,Stuart McKinstry,Joe Gelhardt,Matchweek 16,26,-7,33,16
228,1,0,Liverpool,Aston Villa,"<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""2"">4-3-3</strong>",Alisson Becker,Trent Alexander-Arnold,Andy Robertson,Virgil van Dijk,Joël Matip,Jordan Henderson,Thiago Alcântara,Fabinho,Alex Oxlade-Chamberlain,Mohamed Salah,Sadio Mané,Caoimhín Kelleher,Neco Williams,Kostas Tsimikas,Ibrahima Konaté,Joe Gomez,Naby Keïta,James Milner,Diogo Jota,Takumi Minamino,Emiliano Martínez,Matty Cash,Matt Targett,Tyrone Mings,Ezri Konsa,Douglas Luiz,Marvelous Nakamba,John McGinn,Ollie Watkins,Jacob Ramsey,Ashley Young,Jed Steer,Kortney Hause,Axel Tuanzebe,Trézéguet,Anwar El Ghazi,Morgan Sanson,Emiliano Buendía,Carney Chukwuemeka,Danny Ings,Matchweek 16,32,-3,34,19
229,0,1,Norwich City,Manchester United,"<strong class=""matchTeamFormation"" data-team-id=""14"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""12"">4-2-2-2</strong>",Tim Krul,Max Aarons,Grant Hanley,Ozan Kabak,Dimitris Giannoulis,Billy Gilmour,Kenny McLean,Lukas Rupp,Przemyslaw Placheta,Josh Sargent,Teemu Pukki,Angus Gunn,Sam Byram,Bali Mumba,Jonathan Tomkinson,Jacob Sørensen,Todd Cantwell,Pierre Lees-Melou,Kieran Dowell,Adam Idah,David de Gea,Harry Maguire,Victor Lindelöf,Alex Telles,Diogo Dalot,Bruno Fernandes,Jadon Sancho,Fred,Scott McTominay,Marcus Rashford,Cristiano Ronaldo,Dean Henderson,Tom Heaton,Eric Bailly,Luke Shaw,Phil Jones,Donny van de Beek,Jesse Lingard,Mason Greenwood,Anthony Elanga,Matchweek 16,-23,1,10,24
230,2,1,Brentford,Watford,"<strong class=""matchTeamFormation"" data-team-id=""130"">3-5-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""33"">4-2-3-1</strong>",Álvaro Fernández,Pontus Jansson,Vitaly Janelt,Charlie Goode,Mathias Jensen,Christian Nørgaard,Shandon Baptiste,Mads Roerslev,Rico Henry,Bryan Mbeumo,Yoane Wissa,Matthew Cox,Finley Stevens,Dominic Thompson,Mads Bech,Mads Bidstrup,Frank Onyeka,Saman Ghoddos,Marcus Forss,Nathan Young-Coombes,Daniel Bachmann,Jeremy Ngakia,Craig Cathcart,Kiko Femenía,William Troost-Ekong,Moussa Sissoko,Tom Cleverley,Juraj Kucka,Joshua King,Cucho Hernández,Emmanuel Dennis,Robert Elliot,Vincent Angelini,Danny Rose,Christian Kabasele,Ken Sema,Ozan Tufan,Imrân Louza,João Pedro,Ashley Fletcher,Matchweek 16,-2,-9,17,13
231,2,1,Everton,Arsenal,"<strong class=""matchTeamFormation"" data-team-id=""7"">4-4-1-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""1"">4-2-3-1</strong>",Jordan Pickford,Michael Keane,Ben Godfrey,Yerry Mina,Séamus Coleman,Abdoulaye Doucouré,Allan,Anthony Gordon,Demarai Gray,Richarlison,Andros Townsend,Asmir Begovic,Jarrad Branthwaite,Mason Holgate,Jonjoe Kenny,André Gomes,Jean-Philippe Gbamin,Fabian Delph,Alex Iwobi,Cenk Tosun,Aaron Ramsdale,Takehiro Tomiyasu,Ben White,Gabriel Magalhães,Kieran Tierney,Granit Xhaka,Bukayo Saka,Thomas Partey,Gabriel Martinelli,Martin Ødegaard,Alexandre Lacazette,Arthur Okonkwo,Rob Holding,Cédric Soares,Nuno Tavares,Albert Sambi Lokonga,Mohamed Elneny,Eddie Nketiah,Nicolas Pépé,Pierre-Emerick Aubameyang,Matchweek 15,-7,-3,15,23
232,2,2,Leeds United,Brentford,"<strong class=""matchTeamFormation"" data-team-id=""9"">3-4-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""130"">3-5-2</strong>",Illan Meslier,Diego Llorente,Luke Ayling,Liam Cooper,Junior Firpo,Adam Forshaw,Kalvin Phillips,Stuart Dallas,Raphinha,Daniel James,Tyler Roberts,Kristoffer Klaesson,Charlie Cresswell,Mateusz Klich,Jamie Shackleton,Jack Harrison,Crysencio Summerville,Jack Jenkins,Patrick Bamford,Rodrigo,Álvaro Fernández,Pontus Jansson,Charlie Goode,Ethan Pinnock,Christian Nørgaard,Shandon Baptiste,Vitaly Janelt,Rico Henry,Mads Roerslev,Sergi Canós,Bryan Mbeumo,Matthew Cox,Finley Stevens,Dominic Thompson,Yoane Wissa,Mathias Jensen,Frank Onyeka,Saman Ghoddos,Marcus Forss,Nathan Young-Coombes,Matchweek 15,-7,-2,15,16
233,1,0,Manchester United,Crystal Palace,"<strong class=""matchTeamFormation"" data-team-id=""12"">4-2-2-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""6"">4-3-3</strong>",David de Gea,Harry Maguire,Diogo Dalot,Victor Lindelöf,Alex Telles,Bruno Fernandes,Jadon Sancho,Scott McTominay,Fred,Marcus Rashford,Cristiano Ronaldo,Dean Henderson,Aaron Wan-Bissaka,Phil Jones,Eric Bailly,Nemanja Matic,Juan Mata,Donny van de Beek,Anthony Elanga,Mason Greenwood,Vicente Guaita,James Tomkins,Nathaniel Clyne,Marc Guéhi,Tyrick Mitchell,Cheikhou Kouyaté,Jeffrey Schlupp,Conor Gallagher,Jordan Ayew,Wilfried Zaha,Christian Benteke,Jack Butland,Martin Kelly,Eberechi Eze,Michael Olise,Jairo Riedewald,Luka Milivojevic,Will Hughes,Odsonne Édouard,Jean-Philippe Mateta,Matchweek 15,0,-1,21,16
234,3,0,Tottenham Hotspur,Norwich City,"<strong class=""matchTeamFormation"" data-team-id=""21"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""14"">5-3-2</strong>",Hugo Lloris,Davinson Sánchez,Ben Davies,Eric Dier,Pierre-Emile Højbjerg,Oliver Skipp,Japhet Tanganga,Sergio Reguilón,Son Heung-Min,Lucas Moura,Harry Kane,Pierluigi Gollini,Joe Rodon,Matt Doherty,Harry Winks,Ryan Sessegnon,Dele Alli,Tanguy Ndombélé,Dane Scarlett,Steven Bergwijn,Tim Krul,Andrew Omobamidele,Max Aarons,Brandon Williams,Ben Gibson,Grant Hanley,Billy Gilmour,Kenny McLean,Pierre Lees-Melou,Teemu Pukki,Adam Idah,Angus Gunn,Dimitris Giannoulis,Ozan Kabak,Kieran Dowell,Lukas Rupp,Jacob Sørensen,Todd Cantwell,Josh Sargent,Christos Tzolis,Matchweek 15,-4,-20,22,10
235,2,1,Aston Villa,Leicester City,"<strong class=""matchTeamFormation"" data-team-id=""2"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""26"">4-2-3-1</strong>",Emiliano Martínez,Ezri Konsa,Ashley Young,Tyrone Mings,Matty Cash,Marvelous Nakamba,John McGinn,Douglas Luiz,Ollie Watkins,Jacob Ramsey,Emiliano Buendía,Jed Steer,Axel Tuanzebe,Kortney Hause,Jaden Philogene,Morgan Sanson,Tim Iroegbunam,Carney Chukwuemeka,Anwar El Ghazi,Keinan Davis,Kasper Schmeichel,Çaglar Söyüncü,Timothy Castagne,Jonny Evans,Luke Thomas,Harvey Barnes,Wilfred Ndidi,James Maddison,Ademola Lookman,Kiernan Dewsbury-Hall,Patson Daka,Danny Ward,Vontae Campbell,Jannik Vestergaard,Hamza Choudhury,Marc Albrighton,Boubakary Soumaré,Kelechi Iheanacho,Ayoze Pérez,Jamie Vardy,Matchweek 15,-4,-3,16,19
236,1,0,Newcastle United,Burnley,"<strong class=""matchTeamFormation"" data-team-id=""23"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""43"">4-4-2</strong>",Martin Dúbravka,Fabian Schär,Jamaal Lascelles,Jamal Lewis,Javier Manquillo,Miguel Almirón,Joe Willock,Jonjo Shelvey,Allan Saint-Maximin,Callum Wilson,Joelinton,Karl Darlow,Federico Fernández,Emil Krafth,Isaac Hayden,Sean Longstaff,Jacob Murphy,Jeff Hendrick,Matt Ritchie,Dwight Gayle,Nick Pope,Matthew Lowton,Nathan Collins,James Tarkowski,Charlie Taylor,Ashley Westwood,Dwight McNeil,Jóhann Gudmundsson,Josh Brownhill,Maxwel Cornet,Chris Wood,Wayne Hennessey,Erik Pieters,Connor Roberts,Bobby Thomas,Kevin Long,Aaron Lennon,Jack Cork,Matej Vydra,Jay Rodríguez,Matchweek 15,-14,-6,7,10
237,1,1,Southampton,Brighton and Hove Albion,"<strong class=""matchTeamFormation"" data-team-id=""20"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""131"">3-5-2</strong>",Alex McCarthy,Tino Livramento,Mohammed Salisu,Lyanco,Kyle Walker-Peters,Nathan Redmond,James Ward-Prowse,Oriol Romeu,Nathan Tella,Ché Adams,Armando Broja,Harry Lewis,Romain Perraud,Jack Stephens,Mohamed Elyounoussi,Will Smallbone,Ibrahima Diallo,Theo Walcott,Shane Long,Adam Armstrong,Robert Sánchez,Joël Veltman,Shane Duffy,Dan Burn,Yves Bissouma,Tariq Lamptey,Pascal Groß,Enock Mwepu,Marc Cucurella,Neal Maupay,Leandro Trossard,Jason Steele,Kjell Scherpen,Haydon Roberts,Taylor Richards,Alexis Mac Allister,Jakub Moder,Solly March,Aaron Connolly,Jürgen Locadia,Matchweek 15,-7,-2,15,19
238,0,1,Wolverhampton Wanderers,Liverpool,"<strong class=""matchTeamFormation"" data-team-id=""38"">3-4-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>",José Sá,Romain Saïss,Conor Coady,Maximilian Kilman,Leander Dendoncker,Rayan Aït-Nouri,Rúben Neves,Nélson Semedo,Raúl Jiménez,Hwang Hee-Chan,Adama Traoré,John Ruddy,Ki-Jana Hoever,Hugo Bueno,Luke Cundle,Daniel Podence,João Moutinho,Chem Campbell,Fábio Silva,Trincão,Alisson Becker,Joël Matip,Andy Robertson,Trent Alexander-Arnold,Virgil van Dijk,Thiago Alcântara,Fabinho,Jordan Henderson,Sadio Mané,Diogo Jota,Mohamed Salah,Caoimhín Kelleher,Kostas Tsimikas,Nathaniel Phillips,Neco Williams,Ibrahima Konaté,Alex Oxlade-Chamberlain,James Milner,Divock Origi,Takumi Minamino,Matchweek 15,0,31,21,31
239,1,3,Watford,Manchester City,"<strong class=""matchTeamFormation"" data-team-id=""33"">4-1-4-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""11"">4-3-3</strong>",Daniel Bachmann,Danny Rose,Craig Cathcart,Kiko Femenía,William Troost-Ekong,Moussa Sissoko,Imrân Louza,Emmanuel Dennis,Tom Cleverley,João Pedro,Joshua King,Robert Elliot,Jeremy Ngakia,James Morris,Christian Kabasele,Dan Gosling,Juraj Kucka,Ozan Tufan,Cucho Hernández,Ashley Fletcher,Ederson,João Cancelo,Aymeric Laporte,Kyle Walker,Rúben Dias,Ilkay Gündogan,Rodri,Bernardo Silva,Jack Grealish,Phil Foden,Raheem Sterling,Zack Steffen,Scott Carson,Oleksandr Zinchenko,Nathan Aké,John Stones,Kevin De Bruyne,Fernandinho,Gabriel Jesus,Riyad Mahrez,Matchweek 15,-7,21,13,32
240,3,2,West Ham United,Chelsea,"<strong class=""matchTeamFormation"" data-team-id=""25"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""4"">3-4-2-1</strong>",Lukasz Fabianski,Craig Dawson,Kurt Zouma,Issa Diop,Tomás Soucek,Declan Rice,Vladimír Coufal,Ben Johnson,Michail Antonio,Jarrod Bowen,Manuel Lanzini,Alphonse Areola,Harrison Ashby,Arthur Masuaku,Pablo Fornals,Nikola Vlasic,Alex Král,Mark Noble,Andrii Yarmolenko,Saïd Benrahma,Édouard Mendy,Andreas Christensen,Antonio Rüdiger,Thiago Silva,Jorginho,Marcos Alonso,Ruben Loftus-Cheek,Reece James,Mason Mount,Hakim Ziyech,Kai Havertz,Kepa,Malang Sarr,César Azpilicueta,Ross Barkley,Saúl Ñíguez,Christian Pulisic,Callum Hudson-Odoi,Timo Werner,Romelu Lukaku,Matchweek 15,8,27,24,33
