,home_score,away_score,home_team_name,away_team_name,home_formation,away_fromation,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,HomePlayer12,HomePlayer13,HomePlayer14,HomePlayer15,HomePlayer16,HomePlayer17,HomePlayer18,HomePlayer19,HomePlayer20,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,AwayPlayer12,AwayPlayer13,AwayPlayer14,AwayPlayer15,AwayPlayer16,AwayPlayer17,AwayPlayer18,AwayPlayer19,AwayPlayer20,Matchweek,home_GD_prior,away_GD_prior,home_Points_prior,away_Points_prior
78,2,3,Tottenham Hotspur,Bournemouth,"<strong class=""matchTeamFormation"" data-team-id=""21"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""127"">3-4-2-1</strong>",Hugo Lloris,Cristian Romero,Eric Dier,Clément Lenglet,Ivan Perisic,Oliver Skipp,Pierre-Emile Højbjerg,Pedro Porro,Harry Kane,Son Heung-Min,Dejan Kulusevski,Fraser Forster,Brandon Austin,Davinson Sánchez,Japhet Tanganga,Arnaut Danjuma,Pape Sarr,Alfie Devine,George Abbott,Richarlison,Neto,Chris Mepham,Jack Stephens,Lloyd Kelly,Matías Viña,Jefferson Lerma,Joe Rothwell,Marcus Tavernier,Philip Billing,Dominic Solanke,Ryan Christie,Mark Travers,Adam Smith,Illia Zabarnyi,Marcos Senesi,Lewis Cook,Dango Ouattara,Jaidon Anthony,Antoine Semenyo,Kieffer Moore,Matchweek 31,13,-29,53,30
79,3,1,Manchester City,Leicester City,"<strong class=""matchTeamFormation"" data-team-id=""11""></strong>","<strong class=""matchTeamFormation"" data-team-id=""26"">3-4-2-1</strong>",Ederson,John Stones,Aymeric Laporte,Rúben Dias,Kevin De Bruyne,Bernardo Silva,Riyad Mahrez,Rodri,Erling Haaland,Kyle Walker,Jack Grealish,Stefan Ortega,Rico Lewis,Nathan Aké,Manuel Akanji,Cole Palmer,Kalvin Phillips,Ilkay Gündogan,Sergio Gómez,Julián Álvarez,Daniel Iversen,Çaglar Söyüncü,Harry Souttar,Wout Faes,Wilfred Ndidi,Victor Kristiansen,Timothy Castagne,Youri Tielemans,James Maddison,Jamie Vardy,Kiernan Dewsbury-Hall,Danny Ward,Daniel Amartey,Luke Thomas,Nampalys Mendy,Dennis Praet,Wanya Marçal,Kelechi Iheanacho,Patson Daka,Tetê,Matchweek 31,48,-12,67,25
80,3,0,Aston Villa,Newcastle United,"<strong class=""matchTeamFormation"" data-team-id=""2"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""23"">4-3-3</strong>",Emiliano Martínez,Ezri Konsa,Tyrone Mings,Álex Moreno,Ashley Young,Leander Dendoncker,Douglas Luiz,John McGinn,Jacob Ramsey,Emiliano Buendía,Ollie Watkins,Robin Olsen,Viljami Sinisalo,Calum Chambers,Sebastian Revan,Lucas Digne,Diego Carlos,Travis Patterson,Bertrand Traoré,Jhon Durán,Nick Pope,Dan Burn,Sven Botman,Fabian Schär,Kieran Trippier,Joe Willock,Bruno Guimarães,Joelinton,Jacob Murphy,Alexander Isak,Anthony Gordon,Martin Dúbravka,Jamaal Lascelles,Javier Manquillo,Matt Targett,Sean Longstaff,Matt Ritchie,Elliot Anderson,Miguel Almirón,Callum Wilson,Matchweek 31,1,27,47,56
81,1,3,Everton,Fulham,"<strong class=""matchTeamFormation"" data-team-id=""7"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""34"">4-2-3-1</strong>",Jordan Pickford,Vitalii Mykolenko,James Tarkowski,Ben Godfrey,Michael Keane,Alex Iwobi,Idrissa Gueye,Dwight McNeil,James Garner,Demarai Gray,Neal Maupay,Asmir Begovic,Mason Holgate,Nathan Patterson,Ishé Samuels-Smith,Conor Coady,Yerry Mina,Stanley Mills,Tom Davies,Ellis Simms,Bernd Leno,Kenny Tete,Tosin Adarabioyo,Tim Ream,Antonee Robinson,Harrison Reed,Andreas Pereira,João Palhinha,Harry Wilson,Willian,Daniel James,Marek Rodák,Issa Diop,Cédric Soares,Shane Duffy,Sasa Lukic,Tom Cairney,Bobby De Cordova-Reid,Carlos Vinícius,Manor Solomon,Matchweek 31,-20,-1,27,39
82,0,2,Southampton,Crystal Palace,"<strong class=""matchTeamFormation"" data-team-id=""20"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""6"">4-3-3</strong>",Gavin Bazunu,Jan Bednarek,Kyle Walker-Peters,Armel Bella-Kotchap,Ainsley Maitland-Niles,James Ward-Prowse,Kamaldeen Sulemana,Roméo Lavia,Theo Walcott,Joe Aribo,Carlos Alcaraz,Alex McCarthy,Romain Perraud,Duje Caleta-Car,Moussa Djenepo,Stuart Armstrong,Mohamed Elyounoussi,Sékou Mara,Samuel Edozie,Paul Onuachu,Sam Johnstone,Joel Ward,Joachim Andersen,Tyrick Mitchell,Marc Guéhi,Cheick Doucouré,Eberechi Eze,Jeffrey Schlupp,Michael Olise,Jordan Ayew,Odsonne Édouard,Owen Goodman,Chris Richards,James Tomkins,Jairo Riedewald,James McArthur,Luka Milivojevic,Will Hughes,Albert Sambi Lokonga,Jean-Philippe Mateta,Matchweek 31,-27,-11,23,33
83,2,0,Wolverhampton Wanderers,Brentford,"<strong class=""matchTeamFormation"" data-team-id=""38"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""130"">4-3-3</strong>",José Sá,Craig Dawson,Maximilian Kilman,Toti,Nélson Semedo,Mario Lemina,João Gomes,Matheus Nunes,Pablo Sarabia,Matheus Cunha,Diego Costa,Dan Bentley,Nathan Collins,Hugo Bueno,Joe Hodge,João Moutinho,Daniel Podence,Adama Traoré,Pedro Neto,Hwang Hee-Chan,David Raya,Ben Mee,Aaron Hickey,Ethan Pinnock,Rico Henry,Christian Nørgaard,Josh Dasilva,Mathias Jensen,Bryan Mbeumo,Ivan Toney,Kevin Schade,Thomas Strakosha,Mads Roerslev,Zanka,Shandon Baptiste,Yoane Wissa,Frank Onyeka,Vitaly Janelt,Mikkel Damsgaard,Saman Ghoddos,Matchweek 31,-18,7,31,43
84,1,5,Leeds United,Crystal Palace,"<strong class=""matchTeamFormation"" data-team-id=""9"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""6"">4-3-3</strong>",Illan Meslier,Pascal Struijk,Luke Ayling,Robin Koch,Junior Firpo,Weston McKennie,Luis Sinisterra,Brenden Aaronson,Marc Roca,Jack Harrison,Patrick Bamford,Joel Robles,Liam Cooper,Rasmus Kristensen,Adam Forshaw,Crysencio Summerville,Georginio Rutter,Sam Greenwood,Rodrigo,Wilfried Gnonto,Sam Johnstone,Joel Ward,Marc Guéhi,Tyrick Mitchell,Joachim Andersen,Eberechi Eze,Cheick Doucouré,Jeffrey Schlupp,Odsonne Édouard,Michael Olise,Jordan Ayew,Joe Whitworth,Nathaniel Clyne,James Tomkins,Jairo Riedewald,James McArthur,Albert Sambi Lokonga,Will Hughes,Luka Milivojevic,Jean-Philippe Mateta,Matchweek 30,-11,-15,29,30
85,2,2,Liverpool,Arsenal,"<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""1"">4-3-3</strong>",Alisson Becker,Andy Robertson,Ibrahima Konaté,Trent Alexander-Arnold,Virgil van Dijk,Jordan Henderson,Curtis Jones,Fabinho,Mohamed Salah,Diogo Jota,Cody Gakpo,Caoimhín Kelleher,Joe Gomez,Joël Matip,Kostas Tsimikas,James Milner,Harvey Elliott,Thiago Alcântara,Roberto Firmino,Darwin Núñez,Aaron Ramsdale,Ben White,Oleksandr Zinchenko,Gabriel Magalhães,Rob Holding,Granit Xhaka,Martin Ødegaard,Thomas Partey,Gabriel Jesus,Bukayo Saka,Gabriel Martinelli,Matt Turner,Jakub Kiwior,Reuell Walters,Kieran Tierney,Fábio Vieira,Emile Smith Rowe,Jorginho,Leandro Trossard,Reiss Nelson,Matchweek 30,15,43,43,72
86,2,0,Manchester United,Everton,"<strong class=""matchTeamFormation"" data-team-id=""12"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""7"">4-4-2</strong>",David de Gea,Aaron Wan-Bissaka,Harry Maguire,Lisandro Martínez,Tyrell Malacia,Marcel Sabitzer,Bruno Fernandes,Jadon Sancho,Scott McTominay,Antony,Marcus Rashford,Jack Butland,Raphaël Varane,Diogo Dalot,Victor Lindelöf,Facundo Pellistri,Christian Eriksen,Fred,Wout Weghorst,Anthony Martial,Jordan Pickford,Séamus Coleman,Ben Godfrey,James Tarkowski,Michael Keane,Alex Iwobi,Idrissa Gueye,Dwight McNeil,Amadou Onana,Ellis Simms,Demarai Gray,Asmir Begovic,Mason Holgate,Vitalii Mykolenko,Nathan Patterson,Conor Coady,Yerry Mina,Tom Davies,James Garner,Neal Maupay,Matchweek 30,5,-18,53,27
87,2,0,Aston Villa,Nottingham Forest,"<strong class=""matchTeamFormation"" data-team-id=""2"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""15"">3-4-2-1</strong>",Emiliano Martínez,Ezri Konsa,Ashley Young,Álex Moreno,Tyrone Mings,Douglas Luiz,John McGinn,Jacob Ramsey,Emiliano Buendía,Ollie Watkins,Leon Bailey,Robin Olsen,Viljami Sinisalo,Calum Chambers,Sebastian Revan,Lucas Digne,Diego Carlos,Leander Dendoncker,Bertrand Traoré,Jhon Durán,Keylor Navas,Moussa Niakhaté,Joe Worrall,Felipe,Neco Williams,Harry Toffolo,Cheikhou Kouyaté,Jonjo Shelvey,Brennan Johnson,Danilo,Morgan Gibbs-White,Wayne Hennessey,Scott McKenna,Orel Mangala,Remo Freuler,Jesse Lingard,Emmanuel Dennis,Sam Surridge,Taiwo Awoniyi,André Ayew,Matchweek 30,-1,-28,44,27
88,1,2,Brentford,Newcastle United,"<strong class=""matchTeamFormation"" data-team-id=""130"">5-3-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""23"">4-3-3</strong>",David Raya,Aaron Hickey,Rico Henry,Ben Mee,Ethan Pinnock,Pontus Jansson,Mathias Jensen,Christian Nørgaard,Josh Dasilva,Kevin Schade,Ivan Toney,Thomas Strakosha,Mads Roerslev,Zanka,Shandon Baptiste,Vitaly Janelt,Yoane Wissa,Bryan Mbeumo,Mikkel Damsgaard,Saman Ghoddos,Nick Pope,Fabian Schär,Sven Botman,Kieran Trippier,Dan Burn,Joe Willock,Bruno Guimarães,Sean Longstaff,Jacob Murphy,Joelinton,Alexander Isak,Martin Dúbravka,Matt Targett,Paul Dummett,Javier Manquillo,Jamaal Lascelles,Elliot Anderson,Matt Ritchie,Anthony Gordon,Callum Wilson,Matchweek 30,8,26,43,53
89,0,1,Fulham,West Ham United,"<strong class=""matchTeamFormation"" data-team-id=""34"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""25"">4-4-2</strong>",Bernd Leno,Antonee Robinson,Tosin Adarabioyo,Cédric Soares,Tim Ream,Willian,Harrison Reed,Andreas Pereira,Bobby De Cordova-Reid,João Palhinha,Carlos Vinícius,Marek Rodák,Shane Duffy,Kenny Tete,Issa Diop,Harry Wilson,Tom Cairney,Sasa Lukic,Daniel James,Manor Solomon,Lukasz Fabianski,Aaron Cresswell,Kurt Zouma,Angelo Ogbonna,Vladimír Coufal,Pablo Fornals,Tomás Soucek,Jarrod Bowen,Declan Rice,Michail Antonio,Danny Ings,Alphonse Areola,Nayef Aguerd,Ben Johnson,Thilo Kehrer,Emerson,Flynn Downes,Manuel Lanzini,Saïd Benrahma,Maxwel Cornet,Matchweek 30,0,-13,39,27
90,0,1,Leicester City,Bournemouth,"<strong class=""matchTeamFormation"" data-team-id=""26"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""127"">4-2-3-1</strong>",Daniel Iversen,Wout Faes,Victor Kristiansen,Timothy Castagne,Daniel Amartey,Ricardo Pereira,James Maddison,Boubakary Soumaré,Wilfred Ndidi,Harvey Barnes,Jamie Vardy,Danny Ward,Harry Souttar,Jonny Evans,Luke Thomas,Dennis Praet,Nampalys Mendy,Kelechi Iheanacho,Patson Daka,Tetê,Neto,Adam Smith,Chris Mepham,Lloyd Kelly,Jack Stephens,Ryan Christie,Joe Rothwell,Jefferson Lerma,Philip Billing,Dango Ouattara,Dominic Solanke,Mark Travers,Matías Viña,Illia Zabarnyi,Marcus Tavernier,Lewis Cook,David Brooks,Kieffer Moore,Antoine Semenyo,Jaidon Anthony,Matchweek 30,-11,-30,25,27
91,2,1,Tottenham Hotspur,Brighton and Hove Albion,"<strong class=""matchTeamFormation"" data-team-id=""21"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""131"">4-2-3-1</strong>",Hugo Lloris,Cristian Romero,Eric Dier,Clément Lenglet,Oliver Skipp,Pierre-Emile Højbjerg,Pedro Porro,Ivan Perisic,Dejan Kulusevski,Harry Kane,Son Heung-Min,Brandon Austin,Fraser Forster,Davinson Sánchez,Japhet Tanganga,Romaine Mundle,Pape Sarr,Arnaut Danjuma,Alfie Devine,Richarlison,Jason Steele,Joël Veltman,Lewis Dunk,Levi Colwill,Pervis Estupiñán,Moisés Caicedo,Solly March,Alexis Mac Allister,Kaoru Mitoma,Pascal Groß,Danny Welbeck,Robert Sánchez,Adam Webster,Jan Paul van Hecke,Yasin Ayari,Billy Gilmour,Facundo Buonanotte,Julio Enciso,Evan Ferguson,Deniz Undav,Matchweek 30,12,17,50,46
92,1,0,Wolverhampton Wanderers,Chelsea,"<strong class=""matchTeamFormation"" data-team-id=""38"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""4"">4-3-3</strong>",José Sá,Toti,Nélson Semedo,Craig Dawson,Maximilian Kilman,Mario Lemina,João Gomes,Daniel Podence,Matheus Nunes,Matheus Cunha,Diego Costa,Dan Bentley,Nathan Collins,Hugo Bueno,Joe Hodge,João Moutinho,Pablo Sarabia,Hwang Hee-Chan,Pedro Neto,Adama Traoré,Kepa,Reece James,Marc Cucurella,Wesley Fofana,Kalidou Koulibaly,Enzo Fernández,Conor Gallagher,Mateo Kovacic,Raheem Sterling,João Félix,Kai Havertz,Édouard Mendy,Trevoh Chalobah,Ben Chilwell,Benoît Badiashile,Denis Zakaria,Mykhailo Mudryk,Ruben Loftus-Cheek,Christian Pulisic,Pierre-Emerick Aubameyang,Matchweek 30,-19,-1,28,39
93,1,4,Southampton,Manchester City,"<strong class=""matchTeamFormation"" data-team-id=""20"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""11""></strong>",Gavin Bazunu,Jan Bednarek,Ainsley Maitland-Niles,Kyle Walker-Peters,Armel Bella-Kotchap,Roméo Lavia,James Ward-Prowse,Mohamed Elyounoussi,Theo Walcott,Carlos Alcaraz,Kamaldeen Sulemana,Alex McCarthy,Romain Perraud,Duje Caleta-Car,Ibrahima Diallo,Moussa Djenepo,Stuart Armstrong,Sékou Mara,Samuel Edozie,Paul Onuachu,Ederson,Rúben Dias,Manuel Akanji,Nathan Aké,Kevin De Bruyne,Ilkay Gündogan,John Stones,Rodri,Erling Haaland,Riyad Mahrez,Jack Grealish,Stefan Ortega,Kyle Walker,Aymeric Laporte,Rico Lewis,Sergio Gómez,Bernardo Silva,Cole Palmer,Kalvin Phillips,Julián Álvarez,Matchweek 30,-24,45,23,64
94,1,0,Manchester United,Brentford,"<strong class=""matchTeamFormation"" data-team-id=""12"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""130"">5-3-2</strong>",David de Gea,Diogo Dalot,Lisandro Martínez,Raphaël Varane,Luke Shaw,Scott McTominay,Bruno Fernandes,Marcel Sabitzer,Jadon Sancho,Antony,Marcus Rashford,Jack Butland,Harry Maguire,Victor Lindelöf,Aaron Wan-Bissaka,Tyrell Malacia,Facundo Pellistri,Fred,Anthony Martial,Wout Weghorst,David Raya,Mads Roerslev,Rico Henry,Ben Mee,Ethan Pinnock,Pontus Jansson,Mathias Jensen,Mikkel Damsgaard,Christian Nørgaard,Bryan Mbeumo,Ivan Toney,Thomas Strakosha,Aaron Hickey,Zanka,Finley Stevens,Shandon Baptiste,Josh Dasilva,Yoane Wissa,Kevin Schade,Saman Ghoddos,Matchweek 29,4,9,50,43
95,1,5,West Ham United,Newcastle United,"<strong class=""matchTeamFormation"" data-team-id=""25"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""23"">4-3-3</strong>",Lukasz Fabianski,Kurt Zouma,Thilo Kehrer,Emerson,Nayef Aguerd,Lucas Paquetá,Saïd Benrahma,Jarrod Bowen,Tomás Soucek,Declan Rice,Michail Antonio,Alphonse Areola,Aaron Cresswell,Vladimír Coufal,Angelo Ogbonna,Flynn Downes,Pablo Fornals,Manuel Lanzini,Danny Ings,Maxwel Cornet,Nick Pope,Fabian Schär,Sven Botman,Kieran Trippier,Dan Burn,Joelinton,Bruno Guimarães,Sean Longstaff,Jacob Murphy,Callum Wilson,Allan Saint-Maximin,Martin Dúbravka,Matt Targett,Javier Manquillo,Jamaal Lascelles,Elliot Anderson,Matt Ritchie,Joe Willock,Anthony Gordon,Alexander Isak,Matchweek 29,-9,22,27,50
96,0,2,Bournemouth,Brighton and Hove Albion,"<strong class=""matchTeamFormation"" data-team-id=""127"">4-4-1-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""131"">4-2-3-1</strong>",Neto,Marcos Senesi,Adam Smith,Lloyd Kelly,Jack Stephens,Ryan Christie,Jefferson Lerma,Philip Billing,Dango Ouattara,Hamed Traorè,Dominic Solanke,Mark Travers,Matías Viña,Illia Zabarnyi,Lewis Cook,Marcus Tavernier,David Brooks,Joe Rothwell,Jaidon Anthony,Antoine Semenyo,Jason Steele,Adam Webster,Lewis Dunk,Joël Veltman,Pervis Estupiñán,Pascal Groß,Solly March,Moisés Caicedo,Kaoru Mitoma,Alexis Mac Allister,Evan Ferguson,Robert Sánchez,Levi Colwill,Jan Paul van Hecke,Yasin Ayari,Billy Gilmour,Facundo Buonanotte,Deniz Undav,Danny Welbeck,Julio Enciso,Matchweek 29,-28,15,27,43
97,2,1,Leeds United,Nottingham Forest,"<strong class=""matchTeamFormation"" data-team-id=""9"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""15"">4-3-2-1</strong>",Illan Meslier,Luke Ayling,Robin Koch,Pascal Struijk,Junior Firpo,Luis Sinisterra,Weston McKennie,Jack Harrison,Brenden Aaronson,Marc Roca,Patrick Bamford,Joel Robles,Rasmus Kristensen,Liam Cooper,Darko Gyabi,Crysencio Summerville,Rodrigo,Wilfried Gnonto,Georginio Rutter,Sam Greenwood,Keylor Navas,Moussa Niakhaté,Felipe,Neco Williams,Harry Toffolo,Orel Mangala,Danilo,Emmanuel Dennis,Remo Freuler,Brennan Johnson,Morgan Gibbs-White,Wayne Hennessey,Renan Lodi,Joe Worrall,Gustavo Scarpa,Cheikhou Kouyaté,Jonjo Shelvey,Taiwo Awoniyi,Sam Surridge,André Ayew,Matchweek 29,-12,-27,26,27
98,1,2,Leicester City,Aston Villa,"<strong class=""matchTeamFormation"" data-team-id=""26"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""2"">4-4-2</strong>",Daniel Iversen,Wout Faes,Harry Souttar,Timothy Castagne,Victor Kristiansen,Wilfred Ndidi,Kiernan Dewsbury-Hall,Nampalys Mendy,Harvey Barnes,James Maddison,Jamie Vardy,Danny Ward,Ricardo Pereira,Daniel Amartey,Luke Thomas,Dennis Praet,Boubakary Soumaré,Patson Daka,Kelechi Iheanacho,Tetê,Emiliano Martínez,Álex Moreno,Ashley Young,Tyrone Mings,Ezri Konsa,John McGinn,Douglas Luiz,Jacob Ramsey,Emiliano Buendía,Leon Bailey,Ollie Watkins,Viljami Sinisalo,Robin Olsen,Diego Carlos,Calum Chambers,Sebastian Revan,Lucas Digne,Leander Dendoncker,Jhon Durán,Bertrand Traoré,Matchweek 29,-10,-2,25,41
99,0,0,Chelsea,Liverpool,"<strong class=""matchTeamFormation"" data-team-id=""4"">3-5-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>",Kepa,Marc Cucurella,Kalidou Koulibaly,Wesley Fofana,Enzo Fernández,Mateo Kovacic,Ben Chilwell,Reece James,N'Golo Kanté,Kai Havertz,João Félix,Édouard Mendy,Benoît Badiashile,Conor Gallagher,Mykhailo Mudryk,Mason Mount,Ruben Loftus-Cheek,Christian Pulisic,Noni Madueke,Raheem Sterling,Alisson Becker,Joël Matip,Kostas Tsimikas,Ibrahima Konaté,Joe Gomez,Fabinho,Curtis Jones,Jordan Henderson,Roberto Firmino,Diogo Jota,Darwin Núñez,Caoimhín Kelleher,Nathaniel Phillips,Andy Robertson,Trent Alexander-Arnold,James Milner,Fábio Carvalho,Arthur,Cody Gakpo,Mohamed Salah,Matchweek 29,-1,15,38,42
100,1,1,Everton,Tottenham Hotspur,"<strong class=""matchTeamFormation"" data-team-id=""7"">4-1-4-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""21"">3-4-2-1</strong>",Jordan Pickford,Michael Keane,Séamus Coleman,James Tarkowski,Ben Godfrey,Idrissa Gueye,Abdoulaye Doucouré,Dwight McNeil,Alex Iwobi,Amadou Onana,Demarai Gray,Asmir Begovic,Conor Coady,Mason Holgate,Yerry Mina,Vitalii Mykolenko,James Garner,Tom Davies,Ellis Simms,Neal Maupay,Hugo Lloris,Cristian Romero,Clément Lenglet,Eric Dier,Ivan Perisic,Oliver Skipp,Pedro Porro,Pierre-Emile Højbjerg,Harry Kane,Dejan Kulusevski,Son Heung-Min,Fraser Forster,Brandon Austin,Davinson Sánchez,Japhet Tanganga,Pape Sarr,Alfie Devine,Romaine Mundle,Arnaut Danjuma,Lucas Moura,Matchweek 29,-18,12,26,49
101,1,0,West Ham United,Southampton,"<strong class=""matchTeamFormation"" data-team-id=""25"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""20"">4-4-2</strong>",Lukasz Fabianski,Nayef Aguerd,Emerson,Thilo Kehrer,Kurt Zouma,Tomás Soucek,Declan Rice,Lucas Paquetá,Jarrod Bowen,Danny Ings,Saïd Benrahma,Alphonse Areola,Angelo Ogbonna,Aaron Cresswell,Vladimír Coufal,Pablo Fornals,Manuel Lanzini,Flynn Downes,Michail Antonio,Maxwel Cornet,Gavin Bazunu,Kyle Walker-Peters,Romain Perraud,Jan Bednarek,Duje Caleta-Car,Stuart Armstrong,Roméo Lavia,Mohamed Elyounoussi,James Ward-Prowse,Sékou Mara,Theo Walcott,Alex McCarthy,Lyanco,Joe Aribo,Ibrahima Diallo,Carlos Alcaraz,Kamaldeen Sulemana,Ainsley Maitland-Niles,Paul Onuachu,Mislav Orsic,Matchweek 29,-14,-23,24,23
102,2,0,Newcastle United,Manchester United,"<strong class=""matchTeamFormation"" data-team-id=""23"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""12"">4-2-3-1</strong>",Nick Pope,Dan Burn,Fabian Schär,Kieran Trippier,Sven Botman,Sean Longstaff,Bruno Guimarães,Joe Willock,Alexander Isak,Allan Saint-Maximin,Jacob Murphy,Martin Dúbravka,Jamaal Lascelles,Matt Targett,Javier Manquillo,Matt Ritchie,Elliot Anderson,Anthony Gordon,Joelinton,Callum Wilson,David de Gea,Lisandro Martínez,Luke Shaw,Diogo Dalot,Raphaël Varane,Antony,Marcus Rashford,Scott McTominay,Bruno Fernandes,Marcel Sabitzer,Wout Weghorst,Nathan Bishop,Jack Butland,Tyrell Malacia,Victor Lindelöf,Harry Maguire,Fred,Facundo Pellistri,Jadon Sancho,Anthony Martial,Matchweek 29,24,7,50,53
103,4,1,Manchester City,Liverpool,"<strong class=""matchTeamFormation"" data-team-id=""11""></strong>","<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>",Ederson,Nathan Aké,Rúben Dias,Manuel Akanji,Ilkay Gündogan,Rodri,Kevin De Bruyne,John Stones,Jack Grealish,Julián Álvarez,Riyad Mahrez,Stefan Ortega,Kyle Walker,Rico Lewis,Aymeric Laporte,Máximo Perrone,Cole Palmer,Bernardo Silva,Sergio Gómez,Kalvin Phillips,Alisson Becker,Virgil van Dijk,Trent Alexander-Arnold,Ibrahima Konaté,Andy Robertson,Harvey Elliott,Fabinho,Jordan Henderson,Diogo Jota,Mohamed Salah,Cody Gakpo,Caoimhín Kelleher,Kostas Tsimikas,Joël Matip,Joe Gomez,James Milner,Arthur,Alex Oxlade-Chamberlain,Roberto Firmino,Darwin Núñez,Matchweek 29,42,18,61,43
104,4,1,Arsenal,Leeds United,"<strong class=""matchTeamFormation"" data-team-id=""1"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""9"">4-3-3</strong>",Aaron Ramsdale,Ben White,Rob Holding,Gabriel Magalhães,Oleksandr Zinchenko,Thomas Partey,Martin Ødegaard,Granit Xhaka,Gabriel Jesus,Leandro Trossard,Gabriel Martinelli,Matt Turner,Reuell Walters,Jakub Kiwior,Kieran Tierney,Emile Smith Rowe,Bukayo Saka,Jorginho,Fábio Vieira,Reiss Nelson,Illan Meslier,Luke Ayling,Robin Koch,Junior Firpo,Pascal Struijk,Rasmus Kristensen,Jack Harrison,Marc Roca,Crysencio Summerville,Brenden Aaronson,Luis Sinisterra,Joel Robles,Liam Cooper,Darko Gyabi,Archie Gray,Weston McKennie,Georginio Rutter,Sam Greenwood,Patrick Bamford,Rodrigo,Matchweek 29,40,-8,69,29
105,2,1,Bournemouth,Fulham,"<strong class=""matchTeamFormation"" data-team-id=""127"">4-4-1-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""34"">4-2-3-1</strong>",Neto,Marcos Senesi,Adam Smith,Lloyd Kelly,Jack Stephens,Jefferson Lerma,Joe Rothwell,Dango Ouattara,Jaidon Anthony,Philip Billing,Dominic Solanke,Mark Travers,Matías Viña,Illia Zabarnyi,Lewis Cook,Marcus Tavernier,Hamed Traorè,David Brooks,Ryan Christie,Antoine Semenyo,Bernd Leno,Kenny Tete,Tim Ream,Antonee Robinson,Issa Diop,Bobby De Cordova-Reid,João Palhinha,Andreas Pereira,Harrison Reed,Manor Solomon,Carlos Vinícius,Marek Rodák,Shane Duffy,Cédric Soares,Tosin Adarabioyo,Daniel James,Harry Wilson,Sasa Lukic,Tom Cairney,Tyrese Francois,Matchweek 29,-31,1,24,39
106,3,3,Brighton and Hove Albion,Brentford,"<strong class=""matchTeamFormation"" data-team-id=""131"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""130"">5-3-2</strong>",Jason Steele,Lewis Dunk,Joël Veltman,Levi Colwill,Pervis Estupiñán,Pascal Groß,Solly March,Moisés Caicedo,Alexis Mac Allister,Kaoru Mitoma,Danny Welbeck,Robert Sánchez,Adam Webster,Jan Paul van Hecke,Yasin Ayari,Billy Gilmour,Andrew Moran,Facundo Buonanotte,Julio Enciso,Deniz Undav,David Raya,Rico Henry,Ben Mee,Aaron Hickey,Pontus Jansson,Ethan Pinnock,Mikkel Damsgaard,Mathias Jensen,Christian Nørgaard,Bryan Mbeumo,Ivan Toney,Thomas Strakosha,Finley Stevens,Zanka,Mads Roerslev,Kevin Schade,Josh Dasilva,Yoane Wissa,Saman Ghoddos,Michael Olakigbe,Matchweek 29,17,8,45,42
