,home_score,away_score,home_team_name,away_team_name,home_formation,away_fromation,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,HomePlayer12,HomePlayer13,HomePlayer14,HomePlayer15,HomePlayer16,HomePlayer17,HomePlayer18,HomePlayer19,HomePlayer20,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,AwayPlayer12,AwayPlayer13,AwayPlayer14,AwayPlayer15,AwayPlayer16,AwayPlayer17,AwayPlayer18,AwayPlayer19,AwayPlayer20,Matchweek,home_GD_prior,away_GD_prior,home_Points_prior,away_Points_prior
14,3,1,Brighton and Hove Albion,Southampton,"<strong class=""matchTeamFormation"" data-team-id=""131"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""20"">4-1-4-1</strong>",Jason Steele,Pervis Estupiñán,Joël Veltman,Levi Colwill,Lewis Dunk,Alexis Mac Allister,Moisés Caicedo,Julio Enciso,Pascal Groß,Kaoru Mitoma,Evan Ferguson,Tom McGill,Jan Paul van Hecke,Andrew Moran,Cameron Peupion,Billy Gilmour,Facundo Buonanotte,Yasin Ayari,Danny Welbeck,Deniz Undav,Alex McCarthy,Jan Bednarek,Lyanco,James Bree,Kyle Walker-Peters,Theo Walcott,Carlos Alcaraz,James Ward-Prowse,Mohamed Elyounoussi,Roméo Lavia,Joe Aribo,Gavin Bazunu,Tino Livramento,Duje Caleta-Car,Stuart Armstrong,Kamaldeen Sulemana,Ainsley Maitland-Niles,Kamari Doyle,Paul Onuachu,Dom Ballard,Matchweek 37,18,-35,59,24
15,1,0,Manchester City,Chelsea,"<strong class=""matchTeamFormation"" data-team-id=""11"">3-4-3 diamond</strong>","<strong class=""matchTeamFormation"" data-team-id=""4"">3-4-1-2</strong>",Stefan Ortega,Aymeric Laporte,Kyle Walker,Manuel Akanji,Phil Foden,Rico Lewis,Sergio Gómez,Kalvin Phillips,Julián Álvarez,Cole Palmer,Riyad Mahrez,Ederson,Rúben Dias,John Stones,Bernardo Silva,Jack Grealish,Ilkay Gündogan,Kevin De Bruyne,Rodri,Erling Haaland,Kepa,Wesley Fofana,Trevoh Chalobah,Thiago Silva,Ruben Loftus-Cheek,Enzo Fernández,Lewis Hall,César Azpilicueta,Raheem Sterling,Kai Havertz,Conor Gallagher,Édouard Mendy,Ethan Wady,Kalidou Koulibaly,Mykhailo Mudryk,Christian Pulisic,Hakim Ziyech,Carney Chukwuemeka,David Datro Fofana,Noni Madueke,Matchweek 37,61,-8,86,43
16,0,1,Bournemouth,Manchester United,"<strong class=""matchTeamFormation"" data-team-id=""127"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""12"">4-2-3-1</strong>",Neto,Illia Zabarnyi,Lloyd Kelly,Marcos Senesi,Adam Smith,Jefferson Lerma,Lewis Cook,Ryan Christie,David Brooks,Jaidon Anthony,Dominic Solanke,Mark Travers,Matías Viña,Chris Mepham,Jack Stephens,Jack Stacey,Daniel Adu-Adjei,Kieffer Moore,Dango Ouattara,Dominic Sadi,David de Gea,Aaron Wan-Bissaka,Luke Shaw,Victor Lindelöf,Raphaël Varane,Christian Eriksen,Bruno Fernandes,Jadon Sancho,Antony,Casemiro,Anthony Martial,Jack Butland,Diogo Dalot,Harry Maguire,Tyrell Malacia,Fred,Scott McTominay,Facundo Pellistri,Wout Weghorst,Alejandro Garnacho,Matchweek 37,-32,13,39,69
17,2,2,Fulham,Crystal Palace,"<strong class=""matchTeamFormation"" data-team-id=""34"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""6"">4-2-3-1</strong>",Bernd Leno,Tosin Adarabioyo,Antonee Robinson,Issa Diop,Kenny Tete,Willian,Harry Wilson,Harrison Reed,Tom Cairney,João Palhinha,Aleksandar Mitrovic,Marek Rodák,Cédric Soares,Shane Duffy,Sasa Lukic,Neeskens Kebano,Luke Harris,Carlos Vinícius,Manor Solomon,Bobby De Cordova-Reid,Sam Johnstone,Tyrick Mitchell,Joel Ward,Marc Guéhi,Joachim Andersen,Cheick Doucouré,Will Hughes,Eberechi Eze,Jordan Ayew,Michael Olise,Odsonne Édouard,Joe Whitworth,Nathaniel Clyne,Tayo Adaramola,Chris Richards,Jairo Riedewald,Albert Sambi Lokonga,James McArthur,Naouirou Ahamada,Jean-Philippe Mateta,Matchweek 37,3,-9,51,43
18,1,1,Liverpool,Aston Villa,"<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""2"">4-2-3-1</strong>",Alisson Becker,Andy Robertson,Virgil van Dijk,Trent Alexander-Arnold,Ibrahima Konaté,Curtis Jones,Jordan Henderson,Fabinho,Mohamed Salah,Luis Díaz,Cody Gakpo,Caoimhín Kelleher,Kostas Tsimikas,Joël Matip,Joe Gomez,Harvey Elliott,Fábio Carvalho,James Milner,Diogo Jota,Roberto Firmino,Emiliano Martínez,Tyrone Mings,Matty Cash,Lucas Digne,Ezri Konsa,Boubacar Kamara,Douglas Luiz,Leon Bailey,John McGinn,Jacob Ramsey,Ollie Watkins,Robin Olsen,Viljami Sinisalo,Álex Moreno,Ashley Young,Emiliano Buendía,Leander Dendoncker,Jhon Durán,Bertrand Traoré,,Matchweek 37,28,4,65,57
19,1,0,Nottingham Forest,Arsenal,"<strong class=""matchTeamFormation"" data-team-id=""15"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""1"">4-3-3</strong>",Keylor Navas,Felipe,Moussa Niakhaté,Joe Worrall,Orel Mangala,Renan Lodi,Ryan Yates,Sèrge Aurier,Morgan Gibbs-White,Taiwo Awoniyi,Danilo,Wayne Hennessey,Harry Toffolo,Willy-Arnaud Boly,Remo Freuler,Cheikhou Kouyaté,André Ayew,Sam Surridge,Emmanuel Dennis,Brennan Johnson,Aaron Ramsdale,Jakub Kiwior,Ben White,Thomas Partey,Gabriel Magalhães,Martin Ødegaard,Granit Xhaka,Jorginho,Gabriel Jesus,Leandro Trossard,Bukayo Saka,Matt Turner,Kieran Tierney,Rob Holding,Reuell Walters,Mauro Bandeira,Fábio Vieira,Emile Smith Rowe,Amario Cozier-Duberry,Eddie Nketiah,Matchweek 37,-31,41,34,81
20,1,3,Tottenham Hotspur,Brentford,"<strong class=""matchTeamFormation"" data-team-id=""21"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""130"">4-3-3</strong>",Fraser Forster,Clément Lenglet,Emerson Royal,Davinson Sánchez,Ben Davies,Son Heung-Min,Yves Bissouma,Arnaut Danjuma,Oliver Skipp,Harry Kane,Dejan Kulusevski,Brandon Austin,Eric Dier,Japhet Tanganga,Pedro Porro,Pape Sarr,Matthew Craig,Ivan Perisic,Richarlison,Lucas Moura,David Raya,Aaron Hickey,Ben Mee,Rico Henry,Ethan Pinnock,Mathias Jensen,Frank Onyeka,Vitaly Janelt,Yoane Wissa,Bryan Mbeumo,Kevin Schade,Thomas Strakosha,Zanka,Mads Roerslev,Kristoffer Ajer,Ryan Trevitt,Josh Dasilva,Mikkel Damsgaard,Shandon Baptiste,Saman Ghoddos,Matchweek 37,6,9,57,53
21,1,1,Wolverhampton Wanderers,Everton,"<strong class=""matchTeamFormation"" data-team-id=""38"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""7"">4-1-4-1</strong>",Dan Bentley,Toti,Nélson Semedo,Nathan Collins,Craig Dawson,Rúben Neves,Adama Traoré,Daniel Podence,João Gomes,Hwang Hee-Chan,Pablo Sarabia,José Sá,Maximilian Kilman,Hugo Bueno,Mario Lemina,Matheus Nunes,Boubacar Traoré,Raúl Jiménez,Diego Costa,Matheus Cunha,Jordan Pickford,Yerry Mina,James Tarkowski,Nathan Patterson,Dwight McNeil,Alex Iwobi,Idrissa Gueye,Abdoulaye Doucouré,Amadou Onana,James Garner,Dominic Calvert-Lewin,Asmir Begovic,Andy Lonergan,Reece Welch,Michael Keane,Mason Holgate,Sean McAllister,Demarai Gray,Ellis Simms,Neal Maupay,Matchweek 37,-22,-24,40,32
22,4,1,Newcastle United,Brighton and Hove Albion,"<strong class=""matchTeamFormation"" data-team-id=""23"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""131"">4-2-3-1</strong>",Nick Pope,Fabian Schär,Kieran Trippier,Dan Burn,Sven Botman,Joelinton,Joe Willock,Bruno Guimarães,Alexander Isak,Miguel Almirón,Callum Wilson,Martin Dúbravka,Jamal Lewis,Paul Dummett,Matt Targett,Javier Manquillo,Elliot Anderson,Lewis Miley,Allan Saint-Maximin,Anthony Gordon,Jason Steele,Pervis Estupiñán,Moisés Caicedo,Lewis Dunk,Jan Paul van Hecke,Pascal Groß,Facundo Buonanotte,Kaoru Mitoma,Billy Gilmour,Deniz Undav,Danny Welbeck,Tom McGill,Odeluga Offiah,Imari Samuels,Andrew Moran,Cameron Peupion,Yasin Ayari,Alexis Mac Allister,Evan Ferguson,Julio Enciso,Matchweek 36,32,21,66,58
23,0,3,Leicester City,Liverpool,"<strong class=""matchTeamFormation"" data-team-id=""26"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>",Daniel Iversen,Wout Faes,Ricardo Pereira,Timothy Castagne,Jonny Evans,Youri Tielemans,Wilfred Ndidi,Harvey Barnes,Boubakary Soumaré,James Maddison,Jamie Vardy,Alex Smithies,Harry Souttar,Luke Thomas,Victor Kristiansen,Daniel Amartey,Nampalys Mendy,Dennis Praet,Patson Daka,Tetê,Alisson Becker,Trent Alexander-Arnold,Virgil van Dijk,Ibrahima Konaté,Andy Robertson,Fabinho,Jordan Henderson,Curtis Jones,Luis Díaz,Mohamed Salah,Cody Gakpo,Caoimhín Kelleher,Joël Matip,Joe Gomez,Kostas Tsimikas,Arthur,Harvey Elliott,James Milner,Fábio Carvalho,Diogo Jota,Matchweek 36,-15,25,30,62
24,2,0,Brentford,West Ham United,"<strong class=""matchTeamFormation"" data-team-id=""130"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""25"">4-2-3-1</strong>",David Raya,Rico Henry,Aaron Hickey,Ben Mee,Ethan Pinnock,Vitaly Janelt,Mathias Jensen,Mikkel Damsgaard,Bryan Mbeumo,Yoane Wissa,Kevin Schade,Matthew Cox,Mads Roerslev,Kristoffer Ajer,Finley Stevens,Zanka,Shandon Baptiste,Josh Dasilva,Frank Onyeka,Saman Ghoddos,Lukasz Fabianski,Angelo Ogbonna,Nayef Aguerd,Ben Johnson,Emerson,Tomás Soucek,Manuel Lanzini,Maxwel Cornet,Flynn Downes,Pablo Fornals,Danny Ings,Alphonse Areola,Kurt Zouma,Thilo Kehrer,Aaron Cresswell,Lucas Paquetá,Declan Rice,Jarrod Bowen,Saïd Benrahma,Divin Mubama,Matchweek 36,7,-12,50,37
25,0,3,Everton,Manchester City,"<strong class=""matchTeamFormation"" data-team-id=""7"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""11"">4-2-3-1</strong>",Jordan Pickford,Nathan Patterson,Yerry Mina,Mason Holgate,James Tarkowski,Abdoulaye Doucouré,Idrissa Gueye,James Garner,Alex Iwobi,Dwight McNeil,Dominic Calvert-Lewin,Andy Lonergan,Asmir Begovic,Conor Coady,Reece Welch,Michael Keane,Amadou Onana,Ellis Simms,Neal Maupay,Demarai Gray,Ederson,Kyle Walker,Aymeric Laporte,Manuel Akanji,Rúben Dias,Phil Foden,Julián Álvarez,Rodri,Ilkay Gündogan,Riyad Mahrez,Erling Haaland,Stefan Ortega,John Stones,Rico Lewis,Bernardo Silva,Cole Palmer,Kalvin Phillips,Sergio Gómez,Kevin De Bruyne,Jack Grealish,Matchweek 36,-21,58,32,82
26,0,3,Arsenal,Brighton and Hove Albion,"<strong class=""matchTeamFormation"" data-team-id=""1"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""131"">4-2-3-1</strong>",Aaron Ramsdale,Jakub Kiwior,Ben White,Kieran Tierney,Gabriel Magalhães,Granit Xhaka,Martin Ødegaard,Jorginho,Gabriel Martinelli,Gabriel Jesus,Bukayo Saka,Matt Turner,Rob Holding,Reuell Walters,Fábio Vieira,Thomas Partey,Emile Smith Rowe,Reiss Nelson,Leandro Trossard,Eddie Nketiah,Jason Steele,Pervis Estupiñán,Levi Colwill,Moisés Caicedo,Lewis Dunk,Pascal Groß,Alexis Mac Allister,Julio Enciso,Kaoru Mitoma,Billy Gilmour,Evan Ferguson,Tom McGill,Odeluga Offiah,Jan Paul van Hecke,Andrew Moran,Cameron Peupion,Facundo Buonanotte,Yasin Ayari,Deniz Undav,Danny Welbeck,Matchweek 36,44,15,81,55
27,2,2,Leeds United,Newcastle United,"<strong class=""matchTeamFormation"" data-team-id=""9"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""23"">4-3-3</strong>",Joel Robles,Luke Ayling,Rasmus Kristensen,Junior Firpo,Maximilian Wöber,Robin Koch,Weston McKennie,Sam Greenwood,Patrick Bamford,Jack Harrison,Rodrigo,Illan Meslier,Pascal Struijk,Archie Gray,Adam Forshaw,Marc Roca,Brenden Aaronson,Georginio Rutter,Wilfried Gnonto,Crysencio Summerville,Nick Pope,Fabian Schär,Kieran Trippier,Dan Burn,Sven Botman,Joelinton,Joe Willock,Bruno Guimarães,Alexander Isak,Miguel Almirón,Callum Wilson,Martin Dúbravka,Jamal Lewis,Paul Dummett,Matt Targett,Javier Manquillo,Elliot Anderson,Jacob Murphy,Allan Saint-Maximin,Anthony Gordon,Matchweek 36,-25,35,30,68
