,home_score,away_score,home_team_name,away_team_name,home_formation,away_fromation,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,HomePlayer12,HomePlayer13,HomePlayer14,HomePlayer15,HomePlayer16,HomePlayer17,HomePlayer18,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,AwayPlayer12,AwayPlayer13,AwayPlayer14,AwayPlayer15,AwayPlayer16,AwayPlayer17,AwayPlayer18,Matchweek,home_GD_prior,away_GD_prior,home_Points_prior,away_Points_prior
68,1,0,Manchester United,Everton,"<strong class=""matchTeamFormation"" data-team-id=""12"">4-1-4-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""7"">4-4-1-1</strong>",David de Gea,Daley Blind,Matteo Darmian,Marcos Rojo,Chris Smalling,Jesse Lingard,Morgan Schneiderlin,Anthony Martial,Michael Carrick,Juan Mata,Marcus Rashford,Sergio Romero,Antonio Valencia,Timothy Fosu-Mensah,Ander Herrera,Marouane Fellaini,Ashley Young,Memphis Depay,Joel Robles,Leighton Baines,John Stones,Phil Jagielka,Séamus Coleman,Gerard Deulofeu,Tom Cleverley,Ross Barkley,James McCarthy,Aaron Lennon,Romelu Lukaku,Tim Howard,Ramiro Funes Mori,Bryan Oviedo,Kevin Mirallas,Muhamed Besic,Oumar Niasse,Arouna Koné,Matchweek 32,11,10,50,38
69,0,4,Aston Villa,Chelsea,"<strong class=""matchTeamFormation"" data-team-id=""2"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""4"">4-2-3-1</strong>",Brad Guzan,Alan Hutton,Aly Cissokho,Joleon Lescott,Micah Richards,Idrissa Gueye,Carlos Sánchez,Ashley Westwood,Rudy Gestede,Carles Gil,Jordan Ayew,Mark Bunn,Leandro Bacuna,Jores Okore,Jack Grealish,Jordan Veretout,Scott Sinclair,Jordan Lyden,Thibaut Courtois,Matt Miazga,Branislav Ivanovic,César Azpilicueta,Abdul Baba,John Obi Mikel,Pedro,Ruben Loftus-Cheek,Cesc Fàbregas,Kenedy,Loïc Rémy,Asmir Begovic,Jake Clarke-Salter,Nemanja Matic,Oscar,Bertrand Traoré,Alexandre Pato,Radamel Falcao,Matchweek 32,-36,4,16,41
70,4,0,Arsenal,Watford,"<strong class=""matchTeamFormation"" data-team-id=""1"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""33"">4-4-2</strong>",David Ospina,Gabriel Paulista,Laurent Koscielny,Héctor Bellerín,Nacho Monreal,Mesut Özil,Alexis Sánchez,Mohamed Elneny,Francis Coquelin,Alex Iwobi,Danny Welbeck,Petr Cech,Kieran Gibbs,Calum Chambers,Per Mertesacker,Theo Walcott,Joel Campbell,Olivier Giroud,Heurelho Gomes,Craig Cathcart,Nathan Aké,Allan Nyom,Sebastian Prödl,Mario Suárez,Almen Abdi,Étienne Capoue,Ben Watson,Troy Deeney,Odion Ighalo,Costel Pantilimon,Miguel Britos,Adlène Guédioura,José Manuel Jurado,Ikechi Anya,Nordin Amrabat,Steven Berghuis,Matchweek 32,18,-2,55,37
71,0,4,Bournemouth,Manchester City,"<strong class=""matchTeamFormation"" data-team-id=""127"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""11"">4-2-3-1</strong>",Artur Boruc,Steve Cook,Adam Smith,Simon Francis,Charlie Daniels,Andrew Surman,Eunan O'Kane,Matt Ritchie,Max-Alain Gradel,Lewis Grabban,Joshua King,Adam Federici,Sylvain Distin,Tommy Elphick,Marc Pugh,Dan Gosling,Glenn Murray,Juan Iturbe,Willy Caballero,Eliaquim Mangala,Pablo Zabaleta,Nicolás Otamendi,Gaël Clichy,Jesús Navas,David Silva,Fernandinho,Kevin De Bruyne,Fernando,Sergio Agüero,Richard Wright,Bacary Sagna,Martín Demichelis,Aleksandar Kolarov,Samir Nasri,Kelechi Iheanacho,Wilfried Bony,Matchweek 32,-12,20,38,51
72,3,2,Norwich City,Newcastle United,"<strong class=""matchTeamFormation"" data-team-id=""14"">4-4-1-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""23"">4-2-3-1</strong>",John Ruddy,Timm Klose,Ryan Bennett,Andre Wisdom,Martin Olsson,Robert Brady,Gary O'Neil,Matthew Jarvis,Jonny Howson,Dieumerci Mbokani,Steven Naismith,Declan Rudd,Sebastien Bassong,Youssouf Mulumbu,Nathan Redmond,Wes Hoolahan,Patrick Bamford,Cameron Jerome,Karl Darlow,Daryl Janmaat,Vurnon Anita,Chancel Mbemba,Steven Taylor,Jonjo Shelvey,Georginio Wijnaldum,Andros Townsend,Moussa Sissoko,Cheick Tioté,Papiss Cissé,Freddie Woodman,Jamaal Lascelles,Jamie Sterry,Siem de Jong,Emmanuel Rivière,Aleksandar Mitrovic,Ayoze Pérez,Matchweek 32,-22,-26,28,25
73,2,2,Stoke City,Swansea City,"<strong class=""matchTeamFormation"" data-team-id=""42"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""45"">4-3-1-2</strong>",Jakob Haugaard,Philipp Wollscheid,Geoff Cameron,Erik Pieters,Phil Bardsley,Marko Arnautovic,Giannelli Imbula,Ibrahim Afellay,Glenn Whelan,Bojan,Joselu,Shay Given,Muniesa,Moha,Stephen Ireland,Charlie Adam,Mame Diouf,Peter Crouch,Lukasz Fabianski,Federico Fernández,Ashley Williams,Kyle Naughton,Angel Rangel,Leroy Fer,Leon Britton,Jack Cork,Gylfi Sigurdsson,Wayne Routledge,Bafétimbi Gomis,Kristoffer Nordfeldt,Neil Taylor,Jordi Amat,Jefferson Montero,Ki Sung-Yeung,Marvin Emnes,Alberto Paloschi,Matchweek 32,-3,-9,46,36
74,0,0,Sunderland,West Bromwich Albion,"<strong class=""matchTeamFormation"" data-team-id=""29"">4-1-4-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""36"">4-2-3-1</strong>",Vito Mannone,DeAndre Yedlin,Patrick van Aanholt,Younes Kaboul,Lamine Koné,Fabio Borini,Yann M'Vila,Lee Cattermole,Wahbi Khazri,Jan Kirchhoff,Jermain Defoe,Jordan Pickford,Billy Jones,John O'Shea,Sebastian Larsson,Jack Rodwell,Ola Toivonen,Dame N'Doye,Ben Foster,James Chester,Jonny Evans,Craig Dawson,Gareth McAuley,Saido Berahino,Sandro,Craig Gardner,Darren Fletcher,Claudio Yacob,Salomón Rondón,Boaz Myhill,Jonas Olsson,James McClean,Jonathan Leko,Alex Pritchard,Rickie Lambert,Victor Anichebe,Matchweek 32,-19,-7,26,39
75,2,2,West Ham United,Crystal Palace,"<strong class=""matchTeamFormation"" data-team-id=""25"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""6"">4-1-4-1</strong>",Adrián,Michail Antonio,Angelo Ogbonna,Aaron Cresswell,Winston Reid,Mark Noble,Cheikhou Kouyaté,Manuel Lanzini,Emmanuel Emenike,Diafra Sakho,Dimitri Payet,Darren Randolph,James Tomkins,Alexandre Song,Pedro Obiang,Andy Carroll,Enner Valencia,Victor Moses,Wayne Hennessey,Scott Dann,Joel Ward,Pape Souaré,Damien Delaney,Mile Jedinak,Wilfried Zaha,Jason Puncheon,Bakary Sako,Joe Ledley,Yannick Bolasie,Alex McCarthy,Martin Kelly,Adrian Mariappa,Jordon Mutch,Lee Chung-Yong,Fraizer Campbell,Dwight Gayle,Matchweek 32,12,-8,50,33
76,1,1,Liverpool,Tottenham Hotspur,"<strong class=""matchTeamFormation"" data-team-id=""10"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""21"">4-2-3-1</strong>",Simon Mignolet,Nathaniel Clyne,Dejan Lovren,Mamadou Sakho,Alberto Moreno,Adam Lallana,Jordan Henderson,Philippe Coutinho,Emre Can,James Milner,Daniel Sturridge,Danny Ward,Martin Skrtel,Kolo Touré,Brad Smith,Joe Allen,Jordon Ibe,Divock Origi,Hugo Lloris,Kyle Walker,Kevin Wimmer,Toby Alderweireld,Danny Rose,Dele Alli,Son Heung-Min,Mousa Dembélé,Christian Eriksen,Eric Dier,Harry Kane,Michel Vorm,Ben Davies,Kieran Trippier,Josh Onomah,Ryan Mason,Tom Carroll,Nacer Chadli,Matchweek 32,5,32,44,61
77,1,1,Newcastle United,Sunderland,"<strong class=""matchTeamFormation"" data-team-id=""23"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""29"">4-1-4-1</strong>",Robert Elliot,Jamaal Lascelles,Daryl Janmaat,Jack Colback,Chancel Mbemba,Jonjo Shelvey,Georginio Wijnaldum,Ayoze Pérez,Andros Townsend,Moussa Sissoko,Aleksandar Mitrovic,Karl Darlow,Steven Taylor,Vurnon Anita,Henri Saivet,Siem de Jong,Papiss Cissé,Emmanuel Rivière,Vito Mannone,DeAndre Yedlin,Patrick van Aanholt,Younes Kaboul,Lamine Koné,Fabio Borini,Jack Rodwell,Yann M'Vila,Jan Kirchhoff,Wahbi Khazri,Jermain Defoe,Jordan Pickford,Billy Jones,John O'Shea,Ola Toivonen,Lee Cattermole,Dame N'Doye,Jeremain Lens,Matchweek 31,-26,-19,24,25
78,0,1,Manchester City,Manchester United,"<strong class=""matchTeamFormation"" data-team-id=""11"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""12"">4-1-4-1</strong>",Joe Hart,Bacary Sagna,Eliaquim Mangala,Martín Demichelis,Gaël Clichy,Jesús Navas,David Silva,Yaya Touré,Fernandinho,Raheem Sterling,Sergio Agüero,Willy Caballero,Aleksandar Kolarov,Pablo Zabaleta,Fernando,Manu García,Wilfried Bony,Kelechi Iheanacho,David de Gea,Matteo Darmian,Marcos Rojo,Daley Blind,Chris Smalling,Juan Mata,Jesse Lingard,Morgan Schneiderlin,Anthony Martial,Michael Carrick,Marcus Rashford,Sergio Romero,Antonio Valencia,Timothy Fosu-Mensah,Adnan Januzaj,Marouane Fellaini,Bastian Schweinsteiger,Memphis Depay,Matchweek 31,21,10,51,47
79,3,0,Tottenham Hotspur,Bournemouth,"<strong class=""matchTeamFormation"" data-team-id=""21"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""127"">4-4-2</strong>",Hugo Lloris,Kyle Walker,Kevin Wimmer,Toby Alderweireld,Danny Rose,Dele Alli,Mousa Dembélé,Eric Dier,Christian Eriksen,Érik Lamela,Harry Kane,Michel Vorm,Kyle Walker-Peters,Kieran Trippier,Son Heung-Min,Ryan Mason,Nacer Chadli,Tom Carroll,Artur Boruc,Adam Smith,Steve Cook,Simon Francis,Charlie Daniels,Andrew Surman,Harry Arter,Matt Ritchie,Max-Alain Gradel,Joshua King,Benik Afobe,Adam Federici,Tommy Elphick,Sylvain Distin,Eunan O'Kane,Marc Pugh,Dan Gosling,Lewis Grabban,Matchweek 31,29,-9,58,38
80,3,2,Southampton,Liverpool,"<strong class=""matchTeamFormation"" data-team-id=""20"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""10"">4-4-2</strong>",Fraser Forster,Virgil van Dijk,Ryan Bertrand,José Fonte,Cuco Martina,Dusan Tadic,Steven Davis,Jordy Clasie,Oriol Romeu,Graziano Pellè,Shane Long,Maarten Stekelenburg,Maya Yoshida,Cédric Soares,Victor Wanyama,James Ward-Prowse,Sadio Mané,Juanmi,Simon Mignolet,Nathaniel Clyne,Jon Flanagan,Mamadou Sakho,Dejan Lovren,Adam Lallana,Joe Allen,Philippe Coutinho,Emre Can,Daniel Sturridge,Divock Origi,Danny Ward,Martin Skrtel,Kolo Touré,Brad Smith,Jordan Henderson,Sheyi Ojo,Christian Benteke,Matchweek 31,8,6,44,44
81,0,2,Everton,Arsenal,"<strong class=""matchTeamFormation"" data-team-id=""7"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""1"">4-2-3-1</strong>",Joel Robles,Leighton Baines,Ramiro Funes Mori,Phil Jagielka,Séamus Coleman,Aaron Lennon,Tom Cleverley,Muhamed Besic,Ross Barkley,James McCarthy,Romelu Lukaku,Tim Howard,Brendan Galloway,John Stones,Leon Osman,Gerard Deulofeu,Oumar Niasse,Arouna Koné,David Ospina,Gabriel Paulista,Laurent Koscielny,Héctor Bellerín,Nacho Monreal,Mesut Özil,Alexis Sánchez,Mohamed Elneny,Francis Coquelin,Alex Iwobi,Danny Welbeck,Matt Macey,Calum Chambers,Per Mertesacker,Kieran Gibbs,Theo Walcott,Joel Campbell,Olivier Giroud,Matchweek 31,12,16,38,52
82,2,2,Chelsea,West Ham United,"<strong class=""matchTeamFormation"" data-team-id=""4"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""25"">4-1-4-1</strong>",Thibaut Courtois,Gary Cahill,John Terry,César Azpilicueta,Branislav Ivanovic,John Obi Mikel,Oscar,Cesc Fàbregas,Willian,Kenedy,Loïc Rémy,Asmir Begovic,Abdul Baba,Nemanja Matic,Ruben Loftus-Cheek,Bertrand Traoré,Alexandre Pato,Pedro,Adrián,Michail Antonio,Angelo Ogbonna,Aaron Cresswell,Winston Reid,Cheikhou Kouyaté,Enner Valencia,Manuel Lanzini,Mark Noble,Dimitri Payet,Diafra Sakho,Darren Randolph,Reece Oxford,Joseph O'Brien,Alexandre Song,Pedro Obiang,Andy Carroll,Emmanuel Emenike,Matchweek 31,4,12,40,49
83,0,1,Crystal Palace,Leicester City,"<strong class=""matchTeamFormation"" data-team-id=""6"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""26"">4-4-2</strong>",Wayne Hennessey,Scott Dann,Joel Ward,Damien Delaney,Pape Souaré,Mile Jedinak,Yohan Cabaye,Wilfried Zaha,Joe Ledley,Yannick Bolasie,Emmanuel Adebayor,Julian Speroni,Martin Kelly,Jordon Mutch,Jason Puncheon,Bakary Sako,Fraizer Campbell,Dwight Gayle,Kasper Schmeichel,Danny Simpson,Christian Fuchs,Wes Morgan,Robert Huth,Riyad Mahrez,N'Golo Kanté,Marc Albrighton,Danny Drinkwater,Jamie Vardy,Shinji Okazaki,Mark Schwarzer,Marcin Wasilewski,Gökhan Inler,Daniel Amartey,Jeffrey Schlupp,Leonardo Ulloa,Demarai Gray,Matchweek 31,-7,22,33,63
84,1,2,Watford,Stoke City,"<strong class=""matchTeamFormation"" data-team-id=""33"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""42"">4-2-3-1</strong>",Heurelho Gomes,Craig Cathcart,Miguel Britos,Nathan Aké,Allan Nyom,José Manuel Jurado,Étienne Capoue,Mario Suárez,Valon Behrami,Odion Ighalo,Troy Deeney,Costel Pantilimon,Sebastian Prödl,Adlène Guédioura,Ikechi Anya,Ben Watson,Nordin Amrabat,Almen Abdi,Jack Butland,Philipp Wollscheid,Geoff Cameron,Muniesa,Phil Bardsley,Giannelli Imbula,Glenn Whelan,Marko Arnautovic,Ibrahim Afellay,Jonathan Walters,Joselu,Jakob Haugaard,Dionatan Teixeira,Stephen Ireland,Charlie Adam,Mame Diouf,Bojan,Peter Crouch,Matchweek 31,-1,-4,37,43
85,0,1,West Bromwich Albion,Norwich City,"<strong class=""matchTeamFormation"" data-team-id=""36"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""14"">4-4-2</strong>",Ben Foster,Jonny Evans,Craig Dawson,Jonas Olsson,Gareth McAuley,Stéphane Sessègnon,Craig Gardner,Darren Fletcher,Claudio Yacob,Saido Berahino,Salomón Rondón,Boaz Myhill,James Chester,James McClean,Sandro,Alex Pritchard,Victor Anichebe,Rickie Lambert,John Ruddy,Timm Klose,Sebastien Bassong,Russell Martin,Martin Olsson,Robert Brady,Gary O'Neil,Matthew Jarvis,Jonny Howson,Patrick Bamford,Dieumerci Mbokani,Declan Rudd,Ivo Pinto,Graham Dorrans,Vadis Odjidja-Ofoe,Wes Hoolahan,Steven Naismith,Cameron Jerome,Matchweek 31,-6,-23,39,25
86,1,0,Swansea City,Aston Villa,"<strong class=""matchTeamFormation"" data-team-id=""45"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""2"">4-2-3-1</strong>",Lukasz Fabianski,Federico Fernández,Ashley Williams,Angel Rangel,Stephen Kingsley,Leroy Fer,Ki Sung-Yeung,Jack Cork,Modou Barrow,Gylfi Sigurdsson,Bafétimbi Gomis,Kristoffer Nordfeldt,Jordi Amat,Kyle Naughton,Jefferson Montero,Leon Britton,Wayne Routledge,Alberto Paloschi,Brad Guzan,Joleon Lescott,Alan Hutton,Ciaran Clark,Aly Cissokho,Carles Gil,Idrissa Gueye,Jordan Ayew,Jordan Veretout,Ashley Westwood,Rudy Gestede,Mark Bunn,Leandro Bacuna,Jores Okore,Carlos Sánchez,Scott Sinclair,Andre Green,Gabriel Agbonlahor,Matchweek 31,-10,-35,33,16
87,1,0,Leicester City,Newcastle United,"<strong class=""matchTeamFormation"" data-team-id=""26"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""23"">4-2-3-1</strong>",Kasper Schmeichel,Danny Simpson,Christian Fuchs,Wes Morgan,Robert Huth,Marc Albrighton,N'Golo Kanté,Riyad Mahrez,Danny Drinkwater,Jamie Vardy,Shinji Okazaki,Mark Schwarzer,Marcin Wasilewski,Daniel Amartey,Gökhan Inler,Jeffrey Schlupp,Leonardo Ulloa,Demarai Gray,Robert Elliot,Daryl Janmaat,Jamaal Lascelles,Jack Colback,Steven Taylor,Georginio Wijnaldum,Jonjo Shelvey,Ayoze Pérez,Moussa Sissoko,Vurnon Anita,Aleksandar Mitrovic,Karl Darlow,Jamie Sterry,Andros Townsend,Henri Saivet,Siem de Jong,Emmanuel Rivière,Seydou Doumbia,Matchweek 30,21,-25,60,24
88,0,2,Aston Villa,Tottenham Hotspur,"<strong class=""matchTeamFormation"" data-team-id=""2"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""21"">4-2-3-1</strong>",Brad Guzan,Joleon Lescott,Alan Hutton,Aly Cissokho,Jores Okore,Carles Gil,Idrissa Gueye,Jordan Ayew,Jordan Veretout,Ashley Westwood,Rudy Gestede,Mark Bunn,Ciaran Clark,Leandro Bacuna,Micah Richards,Scott Sinclair,Jordan Lyden,Andre Green,Hugo Lloris,Kyle Walker,Kevin Wimmer,Toby Alderweireld,Danny Rose,Dele Alli,Mousa Dembélé,Christian Eriksen,Érik Lamela,Eric Dier,Harry Kane,Michel Vorm,Ben Davies,Kieran Trippier,Son Heung-Min,Ryan Mason,Nacer Chadli,Tom Carroll,Matchweek 30,-33,27,16,55
89,0,0,Norwich City,Manchester City,"<strong class=""matchTeamFormation"" data-team-id=""14"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""11"">4-4-2</strong>",John Ruddy,Timm Klose,Ryan Bennett,Russell Martin,Martin Olsson,Nathan Redmond,Matthew Jarvis,Wes Hoolahan,Gary O'Neil,Jonny Howson,Patrick Bamford,Declan Rudd,Ivo Pinto,Sebastien Bassong,Youssouf Mulumbu,Graham Dorrans,Cameron Jerome,Dieumerci Mbokani,Joe Hart,Vincent Kompany,Bacary Sagna,Nicolás Otamendi,Gaël Clichy,David Silva,Jesús Navas,Fernandinho,Fernando,Wilfried Bony,Sergio Agüero,Willy Caballero,Aleksandar Kolarov,Pablo Zabaleta,Martín Demichelis,Manu García,Raheem Sterling,Kelechi Iheanacho,Matchweek 30,-23,21,24,50
90,3,2,Bournemouth,Swansea City,"<strong class=""matchTeamFormation"" data-team-id=""127"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""45"">4-2-3-1</strong>",Artur Boruc,Adam Smith,Steve Cook,Simon Francis,Charlie Daniels,Dan Gosling,Andrew Surman,Matt Ritchie,Max-Alain Gradel,Joshua King,Benik Afobe,Adam Federici,Tommy Elphick,Sylvain Distin,Eunan O'Kane,Marc Pugh,Juan Iturbe,Lewis Grabban,Lukasz Fabianski,Federico Fernández,Ashley Williams,Angel Rangel,Neil Taylor,Wayne Routledge,Jack Cork,Leroy Fer,Modou Barrow,Gylfi Sigurdsson,Alberto Paloschi,Kristoffer Nordfeldt,Kyle Naughton,Jordi Amat,Leon Britton,Ki Sung-Yeung,Bafétimbi Gomis,Marvin Emnes,Matchweek 30,-10,-9,35,33
91,1,2,Stoke City,Southampton,"<strong class=""matchTeamFormation"" data-team-id=""42"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""20"">4-4-2</strong>",Jack Butland,Ryan Shawcross,Philipp Wollscheid,Geoff Cameron,Erik Pieters,Marko Arnautovic,Giannelli Imbula,Ibrahim Afellay,Xherdan Shaqiri,Glenn Whelan,Mame Diouf,Jakob Haugaard,Muniesa,Stephen Ireland,Bojan,Peter Crouch,Jonathan Walters,Joselu,Fraser Forster,Virgil van Dijk,Ryan Bertrand,Matt Targett,Cuco Martina,Dusan Tadic,Oriol Romeu,Steven Davis,Jordy Clasie,Graziano Pellè,Shane Long,Maarten Stekelenburg,Maya Yoshida,Cédric Soares,James Ward-Prowse,Harrison Reed,Sadio Mané,Juanmi,Matchweek 30,-3,7,43,41
92,1,2,Crystal Palace,Liverpool,"<strong class=""matchTeamFormation"" data-team-id=""6"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""10"">4-4-1-1</strong>",Alex McCarthy,Scott Dann,Joel Ward,Pape Souaré,Damien Delaney,Mile Jedinak,Yohan Cabaye,Wilfried Zaha,Joe Ledley,Yannick Bolasie,Emmanuel Adebayor,Julian Speroni,Martin Kelly,Jordon Mutch,Lee Chung-Yong,Bakary Sako,Marouane Chamakh,Dwight Gayle,Simon Mignolet,Dejan Lovren,Mamadou Sakho,Jon Flanagan,Alberto Moreno,Adam Lallana,James Milner,Jordan Henderson,Emre Can,Divock Origi,Roberto Firmino,Danny Ward,Nathaniel Clyne,Kolo Touré,Joe Allen,Philippe Coutinho,Christian Benteke,Daniel Sturridge,Matchweek 29,-6,5,33,41
93,1,0,West Bromwich Albion,Manchester United,"<strong class=""matchTeamFormation"" data-team-id=""36"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""12"">4-1-4-1</strong>",Ben Foster,James Chester,Craig Dawson,Jonas Olsson,Gareth McAuley,Stéphane Sessègnon,Darren Fletcher,Claudio Yacob,Craig Gardner,Saido Berahino,Salomón Rondón,Boaz Myhill,Sébastien Pocognoli,James McClean,Sandro,Alex Pritchard,Rickie Lambert,Victor Anichebe,David de Gea,Marcos Rojo,Matteo Darmian,Daley Blind,Chris Smalling,Jesse Lingard,Anthony Martial,Juan Mata,Michael Carrick,Ander Herrera,Marcus Rashford,Sergio Romero,Guillermo Varela,Timothy Fosu-Mensah,James Weir,Marouane Fellaini,Morgan Schneiderlin,Memphis Depay,Matchweek 29,-7,11,36,47
94,1,1,Chelsea,Stoke City,"<strong class=""matchTeamFormation"" data-team-id=""4"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""42"">4-2-3-1</strong>",Thibaut Courtois,Gary Cahill,César Azpilicueta,Branislav Ivanovic,Abdul Baba,John Obi Mikel,Nemanja Matic,Eden Hazard,Willian,Oscar,Bertrand Traoré,Asmir Begovic,Jake Clarke-Salter,Matt Miazga,Ruben Loftus-Cheek,Cesc Fàbregas,Alexandre Pato,Loïc Rémy,Jack Butland,Philipp Wollscheid,Geoff Cameron,Erik Pieters,Muniesa,Giannelli Imbula,Ibrahim Afellay,Marko Arnautovic,Glenn Whelan,Xherdan Shaqiri,Mame Diouf,Jakob Haugaard,Dionatan Teixeira,Stephen Ireland,Bojan,Joselu,Peter Crouch,Jonathan Walters,Matchweek 29,4,-3,39,42
95,2,3,Everton,West Ham United,"<strong class=""matchTeamFormation"" data-team-id=""7"">3-4-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""25"">3-4-2-1</strong>",Joel Robles,John Stones,Ramiro Funes Mori,Phil Jagielka,Ross Barkley,Bryan Oviedo,Séamus Coleman,James McCarthy,Aaron Lennon,Romelu Lukaku,Kevin Mirallas,Tim Howard,Leighton Baines,Muhamed Besic,Leon Osman,Gareth Barry,Gerard Deulofeu,Oumar Niasse,Adrián,Reece Oxford,Cheikhou Kouyaté,Angelo Ogbonna,Pedro Obiang,Michail Antonio,Aaron Cresswell,Mark Noble,Emmanuel Emenike,Manuel Lanzini,Dimitri Payet,Darren Randolph,Stephen Hendrie,Doneil Henry,George Dobson,Alexandre Song,Andy Carroll,Diafra Sakho,Matchweek 29,13,11,38,46
96,4,0,Manchester City,Aston Villa,"<strong class=""matchTeamFormation"" data-team-id=""11"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""2"">5-3-2</strong>",Joe Hart,Bacary Sagna,Vincent Kompany,Nicolás Otamendi,Gaël Clichy,Jesús Navas,Yaya Touré,David Silva,Fernandinho,Wilfried Bony,Sergio Agüero,Willy Caballero,Aleksandar Kolarov,Eliaquim Mangala,Pablo Zabaleta,Manu García,Raheem Sterling,Kelechi Iheanacho,Brad Guzan,Alan Hutton,Ciaran Clark,Aly Cissokho,Joleon Lescott,Micah Richards,Idrissa Gueye,Jordan Veretout,Ashley Westwood,Gabriel Agbonlahor,Jordan Ayew,Mark Bunn,Leandro Bacuna,Jores Okore,Scott Sinclair,Carles Gil,Jordan Lyden,Rudy Gestede,Matchweek 29,17,-29,47,16
97,1,3,Newcastle United,Bournemouth,"<strong class=""matchTeamFormation"" data-team-id=""23"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""127"">4-4-2</strong>",Robert Elliot,Daryl Janmaat,Paul Dummett,Jamaal Lascelles,Steven Taylor,Jonjo Shelvey,Georginio Wijnaldum,Jack Colback,Moussa Sissoko,Ayoze Pérez,Emmanuel Rivière,Karl Darlow,Vurnon Anita,Rolando Aarons,Henri Saivet,Yoan Gouffran,Seydou Doumbia,Aleksandar Mitrovic,Artur Boruc,Adam Smith,Steve Cook,Simon Francis,Charlie Daniels,Andrew Surman,Matt Ritchie,Dan Gosling,Max-Alain Gradel,Joshua King,Benik Afobe,Adam Federici,Tommy Elphick,Sylvain Distin,Eunan O'Kane,Marc Pugh,Glenn Murray,Lewis Grabban,Matchweek 29,-23,-12,24,32
98,1,1,Southampton,Sunderland,"<strong class=""matchTeamFormation"" data-team-id=""20"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""29"">4-1-4-1</strong>",Fraser Forster,Virgil van Dijk,Ryan Bertrand,José Fonte,Cuco Martina,Oriol Romeu,Steven Davis,Jordy Clasie,Dusan Tadic,Sadio Mané,Graziano Pellè,Maarten Stekelenburg,Maya Yoshida,Cédric Soares,Olufela Olomola,James Ward-Prowse,Harrison Reed,Juanmi,Vito Mannone,DeAndre Yedlin,Patrick van Aanholt,Younes Kaboul,Lamine Koné,Fabio Borini,Jack Rodwell,Yann M'Vila,Jan Kirchhoff,Wahbi Khazri,Dame N'Doye,Jordan Pickford,Billy Jones,John O'Shea,Sebastian Larsson,Mikael Mandron,Ola Toivonen,Jermain Defoe,Matchweek 29,7,-19,40,24
