,home_score,away_score,home_team_name,away_team_name,home_formation,away_fromation,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,HomePlayer12,HomePlayer13,HomePlayer14,HomePlayer15,HomePlayer16,HomePlayer17,HomePlayer18,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,AwayPlayer12,AwayPlayer13,AwayPlayer14,AwayPlayer15,AwayPlayer16,AwayPlayer17,AwayPlayer18,Matchweek,home_GD_prior,away_GD_prior,home_Points_prior,away_Points_prior
211,1,3,Bournemouth,Southampton,"<strong class=""matchTeamFormation"" data-team-id=""127"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""20"">4-3-3</strong>",Artur Boruc,Charlie Daniels,Steve Cook,Simon Francis,Nathan Aké,Jack Wilshere,Marc Pugh,Adam Smith,Harry Arter,Joshua King,Callum Wilson,Adam Federici,Tyrone Mings,Brad Smith,Jordon Ibe,Dan Gosling,Ryan Fraser,Benik Afobe,Fraser Forster,Virgil van Dijk,Maya Yoshida,Cédric Soares,Ryan Bertrand,Pierre-Emile Højbjerg,Harrison Reed,Jordy Clasie,Sofiane Boufal,Nathan Redmond,Jay Rodríguez,Stuart Taylor,Cuco Martina,José Fonte,Steven Davis,James Ward-Prowse,Dusan Tadic,Shane Long,Matchweek 17,-3,-1,21,21
212,2,1,Manchester City,Arsenal,"<strong class=""matchTeamFormation"" data-team-id=""11"">4-1-4-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""1"">4-2-3-1</strong>",Claudio Bravo,Pablo Zabaleta,Gaël Clichy,Nicolás Otamendi,Aleksandar Kolarov,Kevin De Bruyne,Yaya Touré,Fernando,Leroy Sané,David Silva,Raheem Sterling,Willy Caballero,Bacary Sagna,John Stones,Aleix García,Jesús Navas,Kelechi Iheanacho,Nolito,Petr Cech,Nacho Monreal,Gabriel Paulista,Héctor Bellerín,Laurent Koscielny,Francis Coquelin,Alex Iwobi,Granit Xhaka,Theo Walcott,Mesut Özil,Alexis Sánchez,David Ospina,Rob Holding,Kieran Gibbs,Mohamed Elneny,Alex Oxlade-Chamberlain,Olivier Giroud,Lucas Pérez,Matchweek 17,15,20,33,34
213,2,1,Tottenham Hotspur,Burnley,"<strong class=""matchTeamFormation"" data-team-id=""21"">4-3-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""43"">4-4-2</strong>",Hugo Lloris,Jan Vertonghen,Eric Dier,Kyle Walker,Danny Rose,Mousa Dembélé,Christian Eriksen,Victor Wanyama,Harry Winks,Dele Alli,Harry Kane,Michel Vorm,Kieran Trippier,Ben Davies,Kevin Wimmer,Moussa Sissoko,Georges-Kévin Nkoudou,Son Heung-Min,Tom Heaton,Michael Keane,Matthew Lowton,Ben Mee,Stephen Ward,Scott Arfield,Dean Marney,George Boyd,Jeff Hendrick,Ashley Barnes,Andre Gray,Paul Robinson,James Tarkowski,Tendayi Darikwa,Jon Flanagan,Michael Kightly,Steven Defour,Sam Vokes,Matchweek 17,16,-11,30,17
214,0,1,Crystal Palace,Chelsea,"<strong class=""matchTeamFormation"" data-team-id=""6"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""4"">3-4-3</strong>",Wayne Hennessey,Damien Delaney,Joel Ward,Martin Kelly,Scott Dann,Yohan Cabaye,Wilfried Zaha,Jason Puncheon,James McArthur,Joe Ledley,Christian Benteke,Julian Speroni,Ezekiel Fryers,Jordon Mutch,Andros Townsend,Lee Chung-Yong,Noor Husin,Fraizer Campbell,Thibaut Courtois,Gary Cahill,David Luiz,César Azpilicueta,Victor Moses,N'Golo Kanté,Nemanja Matic,Marcos Alonso,Eden Hazard,Willian,Diego Costa,Asmir Begovic,Branislav Ivanovic,Kurt Zouma,Cesc Fàbregas,Nathaniel Chalobah,Pedro,Michy Batshuayi,Matchweek 17,-3,23,15,40
215,3,0,Middlesbrough,Swansea City,"<strong class=""matchTeamFormation"" data-team-id=""13"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""45"">4-2-3-1</strong>",Víctor Valdés,Fábio,Ben Gibson,Calum Chambers,Antonio Barragán,Adam Clayton,Adam Forshaw,Marten de Roon,Viktor Fischer,Álvaro Negredo,Gastón Ramírez,Brad Guzan,George Friend,Bernardo Espinosa,Grant Leadbitter,Stewart Downing,Adama Traoré,Jordan Rhodes,Lukasz Fabianski,Alfie Mawson,Angel Rangel,Jordi Amat,Neil Taylor,Leon Britton,Jay Fulton,Wayne Routledge,Modou Barrow,Gylfi Sigurdsson,Fernando Llorente,Kristoffer Nordfeldt,Mike van der Hoorn,Kyle Naughton,Jefferson Montero,Jack Cork,Leroy Fer,Borja Bastón,Matchweek 17,-6,-14,15,12
216,2,2,Stoke City,Leicester City,"<strong class=""matchTeamFormation"" data-team-id=""42"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""26"">4-4-2</strong>",Lee Grant,Glen Johnson,Erik Pieters,Bruno Martins Indi,Ryan Shawcross,Mame Diouf,Glenn Whelan,Joe Allen,Giannelli Imbula,Bojan,Jonathan Walters,Shay Given,Xherdan Shaqiri,Charlie Adam,Ramadan Sobhi,Julien Ngoy,Peter Crouch,Wilfried Bony,Kasper Schmeichel,Wes Morgan,Danny Simpson,Robert Huth,Christian Fuchs,Andy King,Riyad Mahrez,Marc Albrighton,Daniel Amartey,Jamie Vardy,Islam Slimani,Ron-Robert Zieler,Ben Chilwell,Demarai Gray,Nampalys Mendy,Shinji Okazaki,Leonardo Ulloa,Ahmed Musa,Matchweek 17,-5,-6,20,16
217,1,0,Sunderland,Watford,"<strong class=""matchTeamFormation"" data-team-id=""29"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""33"">4-4-2</strong>",Jordan Pickford,Lamine Koné,Patrick van Aanholt,Donald Love,Papy Djilobodji,Jason Denayer,Victor Anichebe,Adnan Januzaj,Fabio Borini,Didier Ndong,Jermain Defoe,Vito Mannone,John O'Shea,Wahbi Khazri,George Honeyman,Sebastian Larsson,Ethan Robson,Joel Asoro,Heurelho Gomes,Sebastian Prödl,José Holebas,Miguel Britos,Younes Kaboul,Nordin Amrabat,Étienne Capoue,Valon Behrami,Juan Camilo Zuñiga,Odion Ighalo,Troy Deeney,Costel Pantilimon,Daryl Janmaat,Christian Kabasele,Craig Cathcart,Adlène Guédioura,Jerome Sinclair,Isaac Success,Matchweek 17,-14,-7,11,21
218,1,0,West Ham United,Hull City,"<strong class=""matchTeamFormation"" data-team-id=""25"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""41"">3-5-1-1</strong>",Darren Randolph,Winston Reid,Cheikhou Kouyaté,Angelo Ogbonna,Mark Noble,Aaron Cresswell,Michail Antonio,Pedro Obiang,Dimitri Payet,Manuel Lanzini,Andy Carroll,Adrián,Sofiane Feghouli,Håvard Nordtveit,Edimilson Fernandes,Domingos Quina,André Ayew,Ashley Fletcher,David Marshall,Curtis Davies,Michael Dawson,Harry Maguire,Ahmed El Mohamady,Jake Livermore,Sam Clucas,Andy Robertson,Tom Huddlestone,Dieumerci Mbokani,Robert Snodgrass,Eldin Jakupovic,Shaun Maloney,David Meyler,James Weir,Markus Henriksen,Adama Diomande,Jarrod Bowen,Matchweek 17,-13,-21,16,12
219,0,2,West Bromwich Albion,Manchester United,"<strong class=""matchTeamFormation"" data-team-id=""36"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""12"">4-3-3</strong>",Ben Foster,Allan Nyom,Jonas Olsson,Craig Dawson,Gareth McAuley,Claudio Yacob,Matt Phillips,Nacer Chadli,Darren Fletcher,Chris Brunt,Salomón Rondón,Boaz Myhill,Brendan Galloway,James McClean,James Morrison,Craig Gardner,Jonathan Leko,Hal Robson-Kanu,David de Gea,Matteo Darmian,Marcos Rojo,Phil Jones,Antonio Valencia,Michael Carrick,Paul Pogba,Ander Herrera,Jesse Lingard,Zlatan Ibrahimovic,Wayne Rooney,Sergio Romero,Chris Smalling,Daley Blind,Juan Mata,Marouane Fellaini,Marcus Rashford,Anthony Martial,Matchweek 17,4,5,23,27
220,0,3,Middlesbrough,Liverpool,"<strong class=""matchTeamFormation"" data-team-id=""13"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>",Víctor Valdés,Ben Gibson,Antonio Barragán,Calum Chambers,Fábio,Adam Clayton,Adam Forshaw,Marten de Roon,Álvaro Negredo,Viktor Fischer,Adama Traoré,Brad Guzan,Bernardo Espinosa,Grant Leadbitter,Emilio Nsue,Stewart Downing,Jordan Rhodes,David Nugent,Simon Mignolet,Ragnar Klavan,Dejan Lovren,Nathaniel Clyne,James Milner,Jordan Henderson,Adam Lallana,Georginio Wijnaldum,Roberto Firmino,Divock Origi,Sadio Mané,Loris Karius,Alberto Moreno,Trent Alexander-Arnold,Lucas Leiva,Kevin Stewart,Ovie Ejaria,Ben Woodburn,Matchweek 16,-3,17,15,31
221,0,1,Sunderland,Chelsea,"<strong class=""matchTeamFormation"" data-team-id=""29"">3-4-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""4"">3-4-3</strong>",Jordan Pickford,Lamine Koné,John O'Shea,Papy Djilobodji,Patrick van Aanholt,Jason Denayer,Billy Jones,Jan Kirchhoff,Adnan Januzaj,Fabio Borini,Jermain Defoe,Vito Mannone,Donald Love,Sebastian Larsson,George Honeyman,Wahbi Khazri,Josh Maja,Joel Asoro,Thibaut Courtois,César Azpilicueta,Gary Cahill,David Luiz,Cesc Fàbregas,Marcos Alonso,N'Golo Kanté,Victor Moses,Pedro,Willian,Diego Costa,Asmir Begovic,Branislav Ivanovic,Kurt Zouma,Ruben Loftus-Cheek,Nemanja Matic,Nathaniel Chalobah,Michy Batshuayi,Matchweek 16,-13,22,11,37
222,1,0,West Ham United,Burnley,"<strong class=""matchTeamFormation"" data-team-id=""25"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""43"">4-4-2</strong>",Darren Randolph,Winston Reid,Angelo Ogbonna,Cheikhou Kouyaté,Aaron Cresswell,Michail Antonio,Mark Noble,Pedro Obiang,Manuel Lanzini,Dimitri Payet,Andy Carroll,Adrián,Edimilson Fernandes,Håvard Nordtveit,Marcus Browne,Domingos Quina,André Ayew,Ashley Fletcher,Tom Heaton,Ben Mee,Michael Keane,Stephen Ward,Matthew Lowton,Dean Marney,George Boyd,Scott Arfield,Jeff Hendrick,Sam Vokes,Andre Gray,Paul Robinson,Jon Flanagan,James Tarkowski,Steven Defour,Michael Kightly,Ashley Barnes,Patrick Bamford,Matchweek 16,-14,-10,13,17
223,1,2,Crystal Palace,Manchester United,"<strong class=""matchTeamFormation"" data-team-id=""6"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""12"">4-3-3</strong>",Wayne Hennessey,Joel Ward,Scott Dann,Martin Kelly,Damien Delaney,Lee Chung-Yong,Yohan Cabaye,James McArthur,Mathieu Flamini,Wilfried Zaha,Christian Benteke,Julian Speroni,Ezekiel Fryers,Aaron Wan-Bissaka,Andros Townsend,Joe Ledley,Noor Husin,Fraizer Campbell,David de Gea,Daley Blind,Phil Jones,Marcos Rojo,Eric Bailly,Ander Herrera,Paul Pogba,Michael Carrick,Juan Mata,Zlatan Ibrahimovic,Wayne Rooney,Sergio Romero,Matteo Darmian,Ashley Young,Bastian Schweinsteiger,Jesse Lingard,Marouane Fellaini,Marcus Rashford,Matchweek 16,-2,4,15,24
224,2,0,Manchester City,Watford,"<strong class=""matchTeamFormation"" data-team-id=""11"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""33"">4-4-2</strong>",Claudio Bravo,Aleksandar Kolarov,Pablo Zabaleta,Nicolás Otamendi,Gaël Clichy,Raheem Sterling,David Silva,Yaya Touré,Ilkay Gündogan,Kevin De Bruyne,Nolito,Willy Caballero,Bacary Sagna,John Stones,Fernando,Jesús Navas,Leroy Sané,Kelechi Iheanacho,Heurelho Gomes,Daryl Janmaat,José Holebas,Miguel Britos,Sebastian Prödl,Nordin Amrabat,Étienne Capoue,Roberto Pereyra,Adlène Guédioura,Jerome Sinclair,Odion Ighalo,Costel Pantilimon,Juan Camilo Zuñiga,Younes Kaboul,Christian Kabasele,Ben Watson,Isaac Success,Troy Deeney,Matchweek 16,13,-5,30,21
225,0,0,Stoke City,Southampton,"<strong class=""matchTeamFormation"" data-team-id=""42"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""20"">4-2-3-1</strong>",Lee Grant,Ryan Shawcross,Bruno Martins Indi,Erik Pieters,Glen Johnson,Glenn Whelan,Joe Allen,Marko Arnautovic,Xherdan Shaqiri,Charlie Adam,Jonathan Walters,Shay Given,Muniesa,Giannelli Imbula,Peter Crouch,Bojan,Wilfried Bony,Mame Diouf,Fraser Forster,Virgil van Dijk,Cuco Martina,José Fonte,Ryan Bertrand,Nathan Redmond,Oriol Romeu,James Ward-Prowse,Steven Davis,Sofiane Boufal,Shane Long,Stuart Taylor,Maya Yoshida,Sam McQueen,Pierre-Emile Højbjerg,Dusan Tadic,Jordy Clasie,Jay Rodríguez,Matchweek 16,-5,-1,19,20
226,3,0,Tottenham Hotspur,Hull City,"<strong class=""matchTeamFormation"" data-team-id=""21"">3-4-3 diamond</strong>","<strong class=""matchTeamFormation"" data-team-id=""41"">3-5-1-1</strong>",Hugo Lloris,Jan Vertonghen,Toby Alderweireld,Eric Dier,Christian Eriksen,Kyle Walker,Victor Wanyama,Danny Rose,Moussa Sissoko,Harry Kane,Dele Alli,Michel Vorm,Ben Davies,Kieran Trippier,Georges-Kévin Nkoudou,Harry Winks,Josh Onomah,Son Heung-Min,David Marshall,Harry Maguire,Curtis Davies,Michael Dawson,Tom Huddlestone,Ahmed El Mohamady,Jake Livermore,Sam Clucas,Andy Robertson,Adama Diomande,Robert Snodgrass,Eldin Jakupovic,Ryan Mason,David Meyler,Shaun Maloney,James Weir,Markus Henriksen,Jarrod Bowen,Matchweek 16,13,-18,27,12
227,3,1,West Bromwich Albion,Swansea City,"<strong class=""matchTeamFormation"" data-team-id=""36"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""45"">4-2-3-1</strong>",Ben Foster,Gareth McAuley,Allan Nyom,Chris Brunt,Jonas Olsson,James Morrison,Darren Fletcher,Matt Phillips,Claudio Yacob,Nacer Chadli,Salomón Rondón,Alex Palmer,Brendan Galloway,Jonathan Leko,Craig Gardner,James McClean,Rekeem Harper,Hal Robson-Kanu,Lukasz Fabianski,Jordi Amat,Alfie Mawson,Angel Rangel,Neil Taylor,Jay Fulton,Wayne Routledge,Gylfi Sigurdsson,Jefferson Montero,Leon Britton,Fernando Llorente,Kristoffer Nordfeldt,Kyle Naughton,Mike van der Hoorn,Jack Cork,Leroy Fer,Borja Bastón,Modou Barrow,Matchweek 16,2,-12,20,12
228,1,0,Bournemouth,Leicester City,"<strong class=""matchTeamFormation"" data-team-id=""127"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""26"">4-4-2</strong>",Artur Boruc,Charlie Daniels,Steve Cook,Simon Francis,Nathan Aké,Jack Wilshere,Adam Smith,Joshua King,Harry Arter,Marc Pugh,Benik Afobe,Adam Federici,Tyrone Mings,Brad Smith,Dan Gosling,Jordon Ibe,Max-Alain Gradel,Callum Wilson,Ron-Robert Zieler,Robert Huth,Wes Morgan,Christian Fuchs,Luis Hernández,Andy King,Riyad Mahrez,Marc Albrighton,Daniel Amartey,Jamie Vardy,Islam Slimani,Ben Hamer,Ben Chilwell,Demarai Gray,Nampalys Mendy,Leonardo Ulloa,Shinji Okazaki,Ahmed Musa,Matchweek 16,-4,-5,18,16
229,2,1,Everton,Arsenal,"<strong class=""matchTeamFormation"" data-team-id=""7"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""1"">4-2-3-1</strong>",Maarten Stekelenburg,Séamus Coleman,Ashley Williams,Leighton Baines,Phil Jagielka,Idrissa Gueye,James McCarthy,Ross Barkley,Enner Valencia,Romelu Lukaku,Aaron Lennon,Joel Robles,Mason Holgate,Ramiro Funes Mori,Kevin Mirallas,Tom Cleverley,Gerard Deulofeu,Dominic Calvert-Lewin,Petr Cech,Nacho Monreal,Laurent Koscielny,Gabriel Paulista,Héctor Bellerín,Mesut Özil,Alex Oxlade-Chamberlain,Francis Coquelin,Theo Walcott,Granit Xhaka,Alexis Sánchez,David Ospina,Kieran Gibbs,Rob Holding,Mohamed Elneny,Alex Iwobi,Olivier Giroud,Lucas Pérez,Matchweek 16,0,21,20,34
230,1,0,Chelsea,West Bromwich Albion,"<strong class=""matchTeamFormation"" data-team-id=""4"">3-4-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""36"">4-2-3-1</strong>",Thibaut Courtois,César Azpilicueta,Gary Cahill,David Luiz,Marcos Alonso,Victor Moses,N'Golo Kanté,Nemanja Matic,Diego Costa,Eden Hazard,Pedro,Asmir Begovic,Ola Aina,Branislav Ivanovic,Cesc Fàbregas,Nathaniel Chalobah,Willian,Michy Batshuayi,Ben Foster,Allan Nyom,Gareth McAuley,Craig Dawson,Jonny Evans,Claudio Yacob,Chris Brunt,Matt Phillips,Darren Fletcher,James Morrison,Salomón Rondón,Alex Palmer,Jonas Olsson,Brendan Galloway,James McClean,Craig Gardner,Nacer Chadli,Hal Robson-Kanu,Matchweek 15,21,3,34,20
231,1,0,Manchester United,Tottenham Hotspur,"<strong class=""matchTeamFormation"" data-team-id=""12"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""21"">4-2-3-1</strong>",David de Gea,Matteo Darmian,Antonio Valencia,Marcos Rojo,Phil Jones,Ander Herrera,Paul Pogba,Michael Carrick,Henrikh Mkhitaryan,Zlatan Ibrahimovic,Anthony Martial,Sergio Romero,Daley Blind,Eric Bailly,Juan Mata,Marouane Fellaini,Marcus Rashford,Wayne Rooney,Hugo Lloris,Jan Vertonghen,Kyle Walker,Danny Rose,Toby Alderweireld,Dele Alli,Victor Wanyama,Son Heung-Min,Mousa Dembélé,Christian Eriksen,Harry Kane,Michel Vorm,Eric Dier,Ben Davies,Kevin Wimmer,Harry Winks,Moussa Sissoko,Georges-Kévin Nkoudou,Matchweek 15,3,14,21,27
232,1,0,Southampton,Middlesbrough,"<strong class=""matchTeamFormation"" data-team-id=""20"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""13"">4-3-3</strong>",Fraser Forster,Sam McQueen,Virgil van Dijk,José Fonte,Cuco Martina,Oriol Romeu,Jordy Clasie,James Ward-Prowse,Sofiane Boufal,Dusan Tadic,Jay Rodríguez,Stuart Taylor,Maya Yoshida,Ryan Bertrand,Steven Davis,Nathan Redmond,Harrison Reed,Shane Long,Víctor Valdés,Antonio Barragán,Ben Gibson,Fábio,Calum Chambers,Adam Clayton,Adam Forshaw,Marten de Roon,Cristhian Stuani,Viktor Fischer,Jordan Rhodes,Brad Guzan,Bernardo Espinosa,Grant Leadbitter,Emilio Nsue,Adama Traoré,Stewart Downing,David Nugent,Matchweek 15,-2,-2,17,15
233,2,2,Liverpool,West Ham United,"<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""25"">4-1-4-1</strong>",Loris Karius,James Milner,Joël Matip,Nathaniel Clyne,Dejan Lovren,Adam Lallana,Georginio Wijnaldum,Jordan Henderson,Sadio Mané,Divock Origi,Roberto Firmino,Simon Mignolet,Alberto Moreno,Ragnar Klavan,Trent Alexander-Arnold,Lucas Leiva,Ovie Ejaria,Ben Woodburn,Darren Randolph,Winston Reid,Angelo Ogbonna,Aaron Cresswell,Håvard Nordtveit,Manuel Lanzini,Mark Noble,Pedro Obiang,André Ayew,Dimitri Payet,Michail Antonio,Adrián,Alex Pike,Marcus Browne,Edimilson Fernandes,Domingos Quina,Andy Carroll,Ashley Fletcher,Matchweek 15,17,-14,30,12
234,3,2,Watford,Everton,"<strong class=""matchTeamFormation"" data-team-id=""33"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""7"">4-2-3-1</strong>",Heurelho Gomes,Juan Camilo Zuñiga,Miguel Britos,Sebastian Prödl,José Holebas,Étienne Capoue,Valon Behrami,Adlène Guédioura,Stefano Okaka,Nordin Amrabat,Troy Deeney,Costel Pantilimon,Christian Kabasele,Daryl Janmaat,Ben Watson,Odion Ighalo,Isaac Success,Jerome Sinclair,Maarten Stekelenburg,Séamus Coleman,Ramiro Funes Mori,Ashley Williams,Leighton Baines,Kevin Mirallas,Idrissa Gueye,Gerard Deulofeu,Gareth Barry,James McCarthy,Romelu Lukaku,Joel Robles,Mason Holgate,Phil Jagielka,Ross Barkley,Aaron Lennon,Tom Cleverley,Enner Valencia,Matchweek 15,-6,1,18,20
235,3,1,Arsenal,Stoke City,"<strong class=""matchTeamFormation"" data-team-id=""1"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""42"">3-4-2-1</strong>",Petr Cech,Laurent Koscielny,Shkodran Mustafi,Nacho Monreal,Gabriel Paulista,Alex Oxlade-Chamberlain,Theo Walcott,Mesut Özil,Granit Xhaka,Francis Coquelin,Alexis Sánchez,David Ospina,Kieran Gibbs,Héctor Bellerín,Mohamed Elneny,Alex Iwobi,Olivier Giroud,Lucas Pérez,Lee Grant,Glen Johnson,Bruno Martins Indi,Muniesa,Mame Diouf,Giannelli Imbula,Charlie Adam,Erik Pieters,Marko Arnautovic,Xherdan Shaqiri,Joe Allen,Shay Given,Ramadan Sobhi,Glenn Whelan,Peter Crouch,Julien Ngoy,Wilfried Bony,Bojan,Matchweek 15,19,-3,31,19
236,3,2,Burnley,Bournemouth,"<strong class=""matchTeamFormation"" data-team-id=""43"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""127"">4-4-2</strong>",Tom Heaton,Stephen Ward,Ben Mee,Michael Keane,Matthew Lowton,Steven Defour,George Boyd,Dean Marney,Scott Arfield,Jeff Hendrick,Sam Vokes,Paul Robinson,James Tarkowski,Jon Flanagan,Michael Kightly,Andre Gray,Ashley Barnes,Patrick Bamford,Artur Boruc,Charlie Daniels,Simon Francis,Steve Cook,Nathan Aké,Adam Smith,Dan Gosling,Harry Arter,Ryan Fraser,Callum Wilson,Benik Afobe,Adam Federici,Brad Smith,Tyrone Mings,Marc Pugh,Jordon Ibe,Jack Wilshere,Joshua King,Matchweek 15,-11,-3,14,18
237,3,3,Hull City,Crystal Palace,"<strong class=""matchTeamFormation"" data-team-id=""41"">3-5-1-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""6"">4-2-3-1</strong>",David Marshall,Harry Maguire,Curtis Davies,Michael Dawson,Tom Huddlestone,Sam Clucas,Ahmed El Mohamady,Jake Livermore,Andy Robertson,Adama Diomande,Robert Snodgrass,Eldin Jakupovic,David Meyler,Ryan Mason,Shaun Maloney,James Weir,Markus Henriksen,Jarrod Bowen,Wayne Hennessey,Martin Kelly,Joel Ward,Scott Dann,Damien Delaney,Jason Puncheon,Andros Townsend,Joe Ledley,Wilfried Zaha,James McArthur,Christian Benteke,Julian Speroni,Ezekiel Fryers,Michael Phillips,Yohan Cabaye,Lee Chung-Yong,Mathieu Flamini,Fraizer Campbell,Matchweek 15,-18,-2,11,14
238,3,0,Swansea City,Sunderland,"<strong class=""matchTeamFormation"" data-team-id=""45"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""29"">4-4-2</strong>",Lukasz Fabianski,Alfie Mawson,Angel Rangel,Neil Taylor,Jordi Amat,Wayne Routledge,Gylfi Sigurdsson,Jay Fulton,Modou Barrow,Leon Britton,Fernando Llorente,Kristoffer Nordfeldt,Kyle Naughton,Mike van der Hoorn,Jefferson Montero,Jack Cork,Leroy Fer,Oliver McBurnie,Jordan Pickford,Lamine Koné,Billy Jones,Patrick van Aanholt,Papy Djilobodji,Steven Pienaar,Sebastian Larsson,Jason Denayer,Didier Ndong,Victor Anichebe,Jermain Defoe,Vito Mannone,Javier Manquillo,John O'Shea,Wahbi Khazri,Adnan Januzaj,Jan Kirchhoff,Fabio Borini,Matchweek 15,-15,-10,9,11
239,4,2,Leicester City,Manchester City,"<strong class=""matchTeamFormation"" data-team-id=""26"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""11"">3-4-3 diamond</strong>",Ron-Robert Zieler,Wes Morgan,Christian Fuchs,Robert Huth,Danny Simpson,Daniel Amartey,Marc Albrighton,Riyad Mahrez,Andy King,Jamie Vardy,Islam Slimani,Ben Hamer,Ben Chilwell,Nampalys Mendy,Matty James,Demarai Gray,Shinji Okazaki,Ahmed Musa,Claudio Bravo,Bacary Sagna,Aleksandar Kolarov,John Stones,Pablo Zabaleta,David Silva,Fernando,Ilkay Gündogan,Kevin De Bruyne,Kelechi Iheanacho,Jesús Navas,Willy Caballero,Gaël Clichy,Tosin Adarabioyo,Yaya Touré,Raheem Sterling,Leroy Sané,Nolito,Matchweek 15,-7,15,13,30
240,1,0,Middlesbrough,Hull City,"<strong class=""matchTeamFormation"" data-team-id=""13"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""41"">4-4-1-1</strong>",Víctor Valdés,Antonio Barragán,Ben Gibson,Fábio,Calum Chambers,Adam Clayton,Adam Forshaw,Marten de Roon,Álvaro Negredo,Viktor Fischer,Gastón Ramírez,Brad Guzan,Bernardo Espinosa,Adama Traoré,Stewart Downing,Emilio Nsue,Grant Leadbitter,Cristhian Stuani,David Marshall,Curtis Davies,Andy Robertson,Ahmed El Mohamady,Michael Dawson,Robert Snodgrass,Ryan Mason,Sam Clucas,Jake Livermore,Adama Diomande,Markus Henriksen,Eldin Jakupovic,Harry Maguire,Josh Tymon,Tom Huddlestone,David Meyler,James Weir,Jarrod Bowen,Matchweek 14,-3,-17,12,11
241,4,3,Bournemouth,Liverpool,"<strong class=""matchTeamFormation"" data-team-id=""127"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>",Artur Boruc,Simon Francis,Adam Smith,Steve Cook,Nathan Aké,Dan Gosling,Jack Wilshere,Harry Arter,Junior Stanislas,Joshua King,Callum Wilson,Adam Federici,Tyrone Mings,Brad Smith,Jordon Ibe,Marc Pugh,Ryan Fraser,Benik Afobe,Loris Karius,Dejan Lovren,Lucas Leiva,James Milner,Nathaniel Clyne,Emre Can,Georginio Wijnaldum,Jordan Henderson,Divock Origi,Roberto Firmino,Sadio Mané,Simon Mignolet,Alberto Moreno,Ragnar Klavan,Trent Alexander-Arnold,Adam Lallana,Ovie Ejaria,Ben Woodburn,Matchweek 14,-4,18,15,30
242,1,1,Everton,Manchester United,"<strong class=""matchTeamFormation"" data-team-id=""7"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""12"">4-3-3</strong>",Maarten Stekelenburg,Séamus Coleman,Leighton Baines,Ramiro Funes Mori,Ashley Williams,Idrissa Gueye,Tom Cleverley,Gareth Barry,Yannick Bolasie,Kevin Mirallas,Romelu Lukaku,Joel Robles,Mason Holgate,Phil Jagielka,James McCarthy,Ross Barkley,Gerard Deulofeu,Enner Valencia,David de Gea,Matteo Darmian,Antonio Valencia,Marcos Rojo,Phil Jones,Paul Pogba,Ander Herrera,Michael Carrick,Anthony Martial,Henrikh Mkhitaryan,Zlatan Ibrahimovic,Sergio Romero,Eric Bailly,Daley Blind,Jesse Lingard,Juan Mata,Marouane Fellaini,Marcus Rashford,Matchweek 14,1,3,19,20
