,home_score,away_score,home_team_name,away_team_name,home_formation,away_fromation,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,HomePlayer12,HomePlayer13,HomePlayer14,HomePlayer15,HomePlayer16,HomePlayer17,HomePlayer18,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,AwayPlayer12,AwayPlayer13,AwayPlayer14,AwayPlayer15,AwayPlayer16,AwayPlayer17,AwayPlayer18,Matchweek,home_GD_prior,away_GD_prior,home_Points_prior,away_Points_prior
0,3,1,Arsenal,Everton,"<strong class=""matchTeamFormation"" data-team-id=""1"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""7"">4-3-3</strong>",Petr Cech,Gabriel Paulista,Laurent Koscielny,Rob Holding,Nacho Monreal,Héctor Bellerín,Aaron Ramsey,Granit Xhaka,Danny Welbeck,Alexis Sánchez,Mesut Özil,David Ospina,Per Mertesacker,Mohamed Elneny,Francis Coquelin,Alex Iwobi,Olivier Giroud,Theo Walcott,Joel Robles,Phil Jagielka,Leighton Baines,Ashley Williams,Mason Holgate,Morgan Schneiderlin,Tom Davies,Idrissa Gueye,Romelu Lukaku,Enner Valencia,Kevin Mirallas,Mateusz Hewelt,Matthew Pennington,Muhamed Besic,Joe Williams,Gareth Barry,Ross Barkley,Arouna Koné,Matchweek 38,31,20,72,61
1,1,2,Burnley,West Ham United,"<strong class=""matchTeamFormation"" data-team-id=""43"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""25"">3-4-2-1</strong>",Tom Heaton,Stephen Ward,James Tarkowski,Kevin Long,Matthew Lowton,Ashley Westwood,Robert Brady,Scott Arfield,Jeff Hendrick,Andre Gray,Sam Vokes,Nick Pope,Tendayi Darikwa,Jon Flanagan,Steven Defour,Jóhann Gudmundsson,Ashley Barnes,Daniel Agyei,Adrián,James Collins,Angelo Ogbonna,José Fonte,Manuel Lanzini,Aaron Cresswell,Sam Byram,Edimilson Fernandes,Robert Snodgrass,Sofiane Feghouli,André Ayew,Darren Randolph,Daniel Kemp,Declan Rice,Moses Makasi,Domingos Quina,Ashley Fletcher,,Matchweek 38,-15,-18,40,42
2,5,1,Chelsea,Sunderland,"<strong class=""matchTeamFormation"" data-team-id=""4"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""29"">3-5-1-1</strong>",Thibaut Courtois,César Azpilicueta,David Luiz,John Terry,Cesc Fàbregas,Victor Moses,N'Golo Kanté,Marcos Alonso,Diego Costa,Eden Hazard,Willian,Asmir Begovic,Gary Cahill,Kurt Zouma,Nemanja Matic,Nathaniel Chalobah,Michy Batshuayi,Pedro,Jordan Pickford,John O'Shea,Billy Jones,Joleon Lescott,Lee Cattermole,Sebastian Larsson,Javier Manquillo,Bryan Oviedo,Jack Rodwell,Fabio Borini,Adnan Januzaj,Vito Mannone,Donald Love,Lynden Gooch,Elliot Embleton,Darron Gibson,Josh Maja,Joel Asoro,Matchweek 38,48,-36,90,24
3,1,7,Hull City,Tottenham Hotspur,"<strong class=""matchTeamFormation"" data-team-id=""41"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""21"">4-2-3-1</strong>",David Marshall,Andrea Ranocchia,Curtis Davies,Michael Dawson,Omar Elabdellaoui,Alfred N'Diaye,Josh Tymon,Tom Huddlestone,Sam Clucas,Oumar Niasse,Jarrod Bowen,Eldin Jakupovic,Andy Robertson,Ahmed El Mohamady,Greg Olley,Daniel Batty,Kamil Grosicki,Dieumerci Mbokani,Hugo Lloris,Toby Alderweireld,Jan Vertonghen,Kieran Trippier,Ben Davies,Christian Eriksen,Eric Dier,Son Heung-Min,Victor Wanyama,Dele Alli,Harry Kane,Michel Vorm,Kevin Wimmer,Moussa Sissoko,Georges-Kévin Nkoudou,Mousa Dembélé,Filip Lesniak,Vincent Janssen,Matchweek 38,-37,54,34,83
4,1,1,Leicester City,Bournemouth,"<strong class=""matchTeamFormation"" data-team-id=""26"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""127"">4-4-1-1</strong>",Kasper Schmeichel,Ben Chilwell,Danny Simpson,Yohan Benalouane,Christian Fuchs,Marc Albrighton,Andy King,Wilfred Ndidi,Riyad Mahrez,Jamie Vardy,Islam Slimani,Ron-Robert Zieler,Daniel Amartey,Marcin Wasilewski,Demarai Gray,Bartosz Kapustka,Shinji Okazaki,Ahmed Musa,Ryan Allsop,Steve Cook,Simon Francis,Charlie Daniels,Adam Smith,Marc Pugh,Junior Stanislas,Dan Gosling,Andrew Surman,Lys Mousset,Ryan Fraser,Aaron Ramsdale,Brad Smith,Baily Cargill,Jordon Ibe,Matthew Worthington,Benik Afobe,Sam Surridge,Matchweek 38,-15,-12,43,45
5,3,0,Liverpool,Middlesbrough,"<strong class=""matchTeamFormation"" data-team-id=""10"">4-1-2-1-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""13"">4-3-3</strong>",Simon Mignolet,Joël Matip,Nathaniel Clyne,Dejan Lovren,James Milner,Adam Lallana,Georginio Wijnaldum,Emre Can,Philippe Coutinho,Daniel Sturridge,Roberto Firmino,Loris Karius,Alberto Moreno,Ragnar Klavan,Trent Alexander-Arnold,Lucas Leiva,Marko Grujic,Divock Origi,Brad Guzan,George Friend,Fábio,Ben Gibson,Calum Chambers,Grant Leadbitter,Adam Clayton,Adam Forshaw,Stewart Downing,Patrick Bamford,Rudy Gestede,Dimitrios Konstantopoulos,Daniel Ayala,Bernardo Espinosa,Marten de Roon,Viktor Fischer,Álvaro Negredo,Cristhian Stuani,Matchweek 38,33,-23,73,28
6,2,0,Manchester United,Crystal Palace,"<strong class=""matchTeamFormation"" data-team-id=""12"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""6"">4-3-3</strong>",Joel Pereira,Phil Jones,Eric Bailly,Timothy Fosu-Mensah,Demetri Mitchell,Paul Pogba,Axel Tuanzebe,Scott McTominay,Jesse Lingard,Wayne Rooney,Josh Harrop,Kieran O'Hara,Daley Blind,Michael Carrick,Angel Gomes,Matty Willock,Zachary Dearnley,Anthony Martial,Wayne Hennessey,Martin Kelly,Joel Ward,Jeffrey Schlupp,James Tomkins,Luka Milivojevic,Jason Puncheon,James McArthur,Patrick van Aanholt,Wilfried Zaha,Christian Benteke,Julian Speroni,Scott Dann,Aaron Wan-Bissaka,Lee Chung-Yong,Sullay Kaikai,Fraizer Campbell,Bakary Sako,Matchweek 38,23,-11,66,41
7,0,1,Southampton,Stoke City,"<strong class=""matchTeamFormation"" data-team-id=""20"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""42"">3-4-2-1</strong>",Fraser Forster,Cédric Soares,Maya Yoshida,Jack Stephens,Ryan Bertrand,James Ward-Prowse,Nathan Redmond,Oriol Romeu,Steven Davis,Dusan Tadic,Charlie Austin,Stuart Taylor,Jérémy Pied,Martín Cáceres,Sofiane Boufal,Pierre-Emile Højbjerg,Jordy Clasie,Manolo Gabbiadini,Jack Butland,Geoff Cameron,Ryan Shawcross,Bruno Martins Indi,Mame Diouf,Joe Allen,Erik Pieters,Glenn Whelan,Xherdan Shaqiri,Ramadan Sobhi,Peter Crouch,Lee Grant,Phil Bardsley,Muniesa,Thomas Edwards,Charlie Adam,Saido Berahino,Jonathan Walters,Matchweek 38,-6,-16,46,41
8,2,1,Swansea City,West Bromwich Albion,"<strong class=""matchTeamFormation"" data-team-id=""45"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""36"">3-5-1-1</strong>",Kristoffer Nordfeldt,Martin Olsson,Alfie Mawson,Federico Fernández,Kyle Naughton,Leon Britton,Tom Carroll,Leroy Fer,Gylfi Sigurdsson,Fernando Llorente,Jordan Ayew,Gerhard Tremmel,Jordi Amat,Stephen Kingsley,Luciano Narsingh,Ki Sung-Yeung,Jack Cork,Oliver McBurnie,Ben Foster,Jonny Evans,Marc Wilson,Craig Dawson,Claudio Yacob,Darren Fletcher,Jake Livermore,Chris Brunt,Allan Nyom,James Morrison,Salomón Rondón,Boaz Myhill,Kane Wilson,Jonathan Leko,Nacer Chadli,Sam Field,James McClean,Hal Robson-Kanu,Matchweek 38,-26,-7,38,45
9,0,5,Watford,Manchester City,"<strong class=""matchTeamFormation"" data-team-id=""33"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""11"">4-2-3-1</strong>",Heurelho Gomes,Daryl Janmaat,José Holebas,Valon Behrami,Brandon Mason,Nordin Amrabat,Abdoulaye Doucouré,Tom Cleverley,Étienne Capoue,M'Baye Niang,Stefano Okaka,Costel Pantilimon,Rene Gilmartin,Juan Camilo Zuñiga,Andrew Eleftheriou,Dion Pereira,Ben Watson,Troy Deeney,Willy Caballero,Vincent Kompany,Gaël Clichy,Fernandinho,Nicolás Otamendi,Kevin De Bruyne,David Silva,Yaya Touré,Leroy Sané,Gabriel Jesus,Sergio Agüero,Angus Gunn,Bacary Sagna,Aleksandar Kolarov,John Stones,Jesús Navas,Raheem Sterling,Kelechi Iheanacho,Matchweek 38,-23,36,40,75
10,1,6,Leicester City,Tottenham Hotspur,"<strong class=""matchTeamFormation"" data-team-id=""26"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""21"">3-4-2-1</strong>",Kasper Schmeichel,Danny Simpson,Yohan Benalouane,Christian Fuchs,Ben Chilwell,Wilfred Ndidi,Riyad Mahrez,Marc Albrighton,Daniel Amartey,Shinji Okazaki,Jamie Vardy,Ron-Robert Zieler,Marcin Wasilewski,Elliott Moore,Demarai Gray,Bartosz Kapustka,Islam Slimani,Ahmed Musa,Hugo Lloris,Jan Vertonghen,Toby Alderweireld,Eric Dier,Mousa Dembélé,Victor Wanyama,Ben Davies,Moussa Sissoko,Harry Kane,Son Heung-Min,Dele Alli,Michel Vorm,Kevin Wimmer,Christian Eriksen,Georges-Kévin Nkoudou,Filip Lesniak,Vincent Janssen,Samuel Shashoua,Matchweek 37,-10,49,43,80
11,0,0,Southampton,Manchester United,"<strong class=""matchTeamFormation"" data-team-id=""20"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""12"">4-2-3-1</strong>",Fraser Forster,Cédric Soares,Matt Targett,Maya Yoshida,Jack Stephens,James Ward-Prowse,Oriol Romeu,Steven Davis,Dusan Tadic,Nathan Redmond,Manolo Gabbiadini,Mouez Hassen,Jérémy Pied,Martín Cáceres,Sofiane Boufal,Jordy Clasie,Charlie Austin,Jay Rodríguez,Sergio Romero,Phil Jones,Matteo Darmian,Eric Bailly,Chris Smalling,Henrikh Mkhitaryan,Anthony Martial,Axel Tuanzebe,Marouane Fellaini,Juan Mata,Wayne Rooney,Joel Pereira,Demetri Mitchell,Jesse Lingard,Ander Herrera,Michael Carrick,Scott McTominay,Marcus Rashford,Matchweek 37,-6,23,45,65
12,2,0,Arsenal,Sunderland,"<strong class=""matchTeamFormation"" data-team-id=""1"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""29"">3-5-2</strong>",Petr Cech,Nacho Monreal,Rob Holding,Shkodran Mustafi,Héctor Bellerín,Aaron Ramsey,Kieran Gibbs,Granit Xhaka,Mesut Özil,Olivier Giroud,Alexis Sánchez,David Ospina,Gabriel Paulista,Mohamed Elneny,Alex Iwobi,Francis Coquelin,Danny Welbeck,Theo Walcott,Jordan Pickford,Billy Jones,Lamine Koné,John O'Shea,Bryan Oviedo,Javier Manquillo,Sebastian Larsson,Lee Cattermole,Didier Ndong,Jermain Defoe,Fabio Borini,Vito Mannone,Joleon Lescott,Donald Love,Adnan Januzaj,Jack Rodwell,Lynden Gooch,Darron Gibson,Matchweek 37,29,-34,69,24
13,3,1,Manchester City,West Bromwich Albion,"<strong class=""matchTeamFormation"" data-team-id=""11"">4-1-4-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""36"">4-1-4-1</strong>",Willy Caballero,Aleksandar Kolarov,Fernandinho,Vincent Kompany,Nicolás Otamendi,Yaya Touré,Leroy Sané,Gabriel Jesus,Kevin De Bruyne,David Silva,Sergio Agüero,Angus Gunn,John Stones,Gaël Clichy,Pablo Zabaleta,Fernando,Jesús Navas,Raheem Sterling,Ben Foster,Allan Nyom,Craig Dawson,Marc Wilson,Jonny Evans,Nacer Chadli,Claudio Yacob,Chris Brunt,Jake Livermore,Darren Fletcher,Salomón Rondón,Boaz Myhill,Kane Wilson,James McClean,Jonathan Leko,Sam Field,James Morrison,Hal Robson-Kanu,Matchweek 37,34,-5,72,45
14,4,3,Chelsea,Watford,"<strong class=""matchTeamFormation"" data-team-id=""4"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""33"">3-5-1-1</strong>",Asmir Begovic,Nathan Aké,Kurt Zouma,John Terry,N'Golo Kanté,César Azpilicueta,Kenedy,Nathaniel Chalobah,Willian,Michy Batshuayi,Eden Hazard,Eduardo,Ola Aina,Gary Cahill,Marcos Alonso,Cesc Fàbregas,Pedro,Diego Costa,Heurelho Gomes,Adrian Mariappa,José Holebas,Sebastian Prödl,Nordin Amrabat,Abdoulaye Doucouré,Valon Behrami,Daryl Janmaat,Tom Cleverley,M'Baye Niang,Étienne Capoue,Costel Pantilimon,Juan Camilo Zuñiga,Andrew Eleftheriou,Brandon Mason,Dion Pereira,Troy Deeney,Stefano Okaka,Matchweek 37,47,-22,87,40
15,4,0,Crystal Palace,Hull City,"<strong class=""matchTeamFormation"" data-team-id=""6"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""41"">4-4-1-1</strong>",Wayne Hennessey,Martin Kelly,Joel Ward,James Tomkins,Jeffrey Schlupp,Yohan Cabaye,Luka Milivojevic,Jason Puncheon,Andros Townsend,Wilfried Zaha,Christian Benteke,Julian Speroni,Patrick van Aanholt,Damien Delaney,James McArthur,Mathieu Flamini,Bakary Sako,Fraizer Campbell,Eldin Jakupovic,Michael Dawson,Andy Robertson,Harry Maguire,Andrea Ranocchia,Ahmed El Mohamady,Alfred N'Diaye,Kamil Grosicki,Sam Clucas,Oumar Niasse,Evandro,David Marshall,Curtis Davies,Omar Elabdellaoui,Shaun Maloney,Tom Huddlestone,Jarrod Bowen,Dieumerci Mbokani,Matchweek 37,-15,-33,38,34
16,0,4,West Ham United,Liverpool,"<strong class=""matchTeamFormation"" data-team-id=""25"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""10"">4-1-2-1-2</strong>",Adrián,Winston Reid,José Fonte,James Collins,Aaron Cresswell,Sam Byram,Edimilson Fernandes,Håvard Nordtveit,Manuel Lanzini,André Ayew,Jonathan Calleri,Darren Randolph,Angelo Ogbonna,Robert Snodgrass,Sofiane Feghouli,Declan Rice,Domingos Quina,Ashley Fletcher,Simon Mignolet,James Milner,Nathaniel Clyne,Dejan Lovren,Joël Matip,Philippe Coutinho,Emre Can,Georginio Wijnaldum,Adam Lallana,Divock Origi,Daniel Sturridge,Loris Karius,Ragnar Klavan,Alberto Moreno,Trent Alexander-Arnold,Marko Grujic,Lucas Leiva,Ben Woodburn,Matchweek 37,-14,29,42,70
17,2,1,Tottenham Hotspur,Manchester United,"<strong class=""matchTeamFormation"" data-team-id=""21"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""12"">4-2-3-1</strong>",Hugo Lloris,Jan Vertonghen,Ben Davies,Toby Alderweireld,Kieran Trippier,Dele Alli,Son Heung-Min,Christian Eriksen,Eric Dier,Victor Wanyama,Harry Kane,Michel Vorm,Kevin Wimmer,Kyle Walker,Moussa Sissoko,Mousa Dembélé,Georges-Kévin Nkoudou,Vincent Janssen,David de Gea,Chris Smalling,Eric Bailly,Daley Blind,Phil Jones,Wayne Rooney,Michael Carrick,Axel Tuanzebe,Jesse Lingard,Juan Mata,Anthony Martial,Sergio Romero,Matteo Darmian,Demetri Mitchell,Henrikh Mkhitaryan,Ander Herrera,Scott McTominay,Marcus Rashford,Matchweek 37,53,24,80,66
18,2,1,Bournemouth,Burnley,"<strong class=""matchTeamFormation"" data-team-id=""127"">4-4-1-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""43"">4-4-2</strong>",Artur Boruc,Simon Francis,Charlie Daniels,Adam Smith,Steve Cook,Marc Pugh,Junior Stanislas,Lewis Cook,Harry Arter,Joshua King,Lys Mousset,Ryan Allsop,Tyrone Mings,Brad Smith,Dan Gosling,Jordon Ibe,Ryan Fraser,Max-Alain Gradel,Tom Heaton,Matthew Lowton,James Tarkowski,Stephen Ward,Kevin Long,Jeff Hendrick,Scott Arfield,Ashley Westwood,George Boyd,Ashley Barnes,Sam Vokes,Nick Pope,Jon Flanagan,Tendayi Darikwa,Robert Brady,Steven Defour,Jóhann Gudmundsson,Andre Gray,Matchweek 37,-13,-14,42,40
19,1,4,Stoke City,Arsenal,"<strong class=""matchTeamFormation"" data-team-id=""42"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""1"">3-4-2-1</strong>",Jack Butland,Ryan Shawcross,Erik Pieters,Bruno Martins Indi,Glen Johnson,Glenn Whelan,Xherdan Shaqiri,Joe Allen,Geoff Cameron,Marko Arnautovic,Mame Diouf,Lee Grant,Muniesa,Charlie Adam,Ramadan Sobhi,Saido Berahino,Jonathan Walters,Peter Crouch,Petr Cech,Rob Holding,Laurent Koscielny,Shkodran Mustafi,Nacho Monreal,Héctor Bellerín,Granit Xhaka,Francis Coquelin,Mesut Özil,Olivier Giroud,Alexis Sánchez,David Ospina,Gabriel Paulista,Mohamed Elneny,Aaron Ramsey,Alex Iwobi,Danny Welbeck,Theo Walcott,Matchweek 37,-13,28,41,69
20,2,1,Manchester City,Leicester City,"<strong class=""matchTeamFormation"" data-team-id=""11"">4-1-4-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""26"">4-4-2</strong>",Willy Caballero,Fernandinho,Nicolás Otamendi,Gaël Clichy,Vincent Kompany,Leroy Sané,David Silva,Kevin De Bruyne,Yaya Touré,Raheem Sterling,Gabriel Jesus,Angus Gunn,Pablo Zabaleta,Aleksandar Kolarov,Jesús Navas,Fernando,Sergio Agüero,Nolito,Kasper Schmeichel,Danny Simpson,Ben Chilwell,Yohan Benalouane,Christian Fuchs,Riyad Mahrez,Wilfred Ndidi,Marc Albrighton,Andy King,Shinji Okazaki,Jamie Vardy,Ron-Robert Zieler,Daniel Amartey,Marcin Wasilewski,Bartosz Kapustka,Demarai Gray,Ahmed Musa,Islam Slimani,Matchweek 37,35,-14,72,43
21,1,2,Middlesbrough,Southampton,"<strong class=""matchTeamFormation"" data-team-id=""13"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""20"">4-3-3</strong>",Brad Guzan,George Friend,Calum Chambers,Ben Gibson,Fábio,Adam Clayton,Adam Forshaw,Marten de Roon,Stewart Downing,Álvaro Negredo,Patrick Bamford,Dimitrios Konstantopoulos,Bernardo Espinosa,Antonio Barragán,Grant Leadbitter,Adama Traoré,Cristhian Stuani,Viktor Fischer,Fraser Forster,Jérémy Pied,Maya Yoshida,Martín Cáceres,Ryan Bertrand,Pierre-Emile Højbjerg,Jordy Clasie,Oriol Romeu,Shane Long,Jay Rodríguez,Sofiane Boufal,Mouez Hassen,Matt Targett,Jack Stephens,Nathan Redmond,Steven Davis,James Ward-Prowse,Charlie Austin,Matchweek 37,-22,-7,28,43
22,0,2,Sunderland,Swansea City,"<strong class=""matchTeamFormation"" data-team-id=""29"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""45"">4-3-1-2</strong>",Jordan Pickford,John O'Shea,Lamine Koné,Javier Manquillo,Billy Jones,Jason Denayer,Sebastian Larsson,Didier Ndong,Jermain Defoe,Fabio Borini,Victor Anichebe,Vito Mannone,Bryan Oviedo,Papy Djilobodji,Wahbi Khazri,Jack Rodwell,Lynden Gooch,Darron Gibson,Lukasz Fabianski,Alfie Mawson,Martin Olsson,Federico Fernández,Kyle Naughton,Ki Sung-Yeung,Leon Britton,Tom Carroll,Gylfi Sigurdsson,Fernando Llorente,Jordan Ayew,Kristoffer Nordfeldt,Mike van der Hoorn,Stephen Kingsley,Luciano Narsingh,Jack Cork,Leroy Fer,Borja Bastón,Matchweek 37,-34,-28,24,35
23,1,0,Everton,Watford,"<strong class=""matchTeamFormation"" data-team-id=""7"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""33"">3-5-2</strong>",Joel Robles,Phil Jagielka,Leighton Baines,Ashley Williams,Mason Holgate,Idrissa Gueye,Morgan Schneiderlin,Tom Davies,Romelu Lukaku,Ross Barkley,Kevin Mirallas,Mateusz Hewelt,Matthew Pennington,Muhamed Besic,Joe Williams,Gareth Barry,Arouna Koné,Enner Valencia,Heurelho Gomes,Sebastian Prödl,Christian Kabasele,Adrian Mariappa,Daryl Janmaat,José Holebas,Abdoulaye Doucouré,Étienne Capoue,Valon Behrami,Stefano Okaka,Troy Deeney,Costel Pantilimon,Andrew Eleftheriou,Juan Camilo Zuñiga,Nordin Amrabat,Ben Watson,Isaac Success,M'Baye Niang,Matchweek 37,19,-22,58,40
24,0,1,West Bromwich Albion,Chelsea,"<strong class=""matchTeamFormation"" data-team-id=""36"">4-1-4-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""4"">3-4-2-1</strong>",Ben Foster,Allan Nyom,Craig Dawson,Jonny Evans,Gareth McAuley,Sam Field,Darren Fletcher,James McClean,Jake Livermore,Chris Brunt,Salomón Rondón,Boaz Myhill,Marc Wilson,Jonathan Leko,Claudio Yacob,Nacer Chadli,James Morrison,Hal Robson-Kanu,Thibaut Courtois,César Azpilicueta,Gary Cahill,David Luiz,Nemanja Matic,Victor Moses,Cesc Fàbregas,Marcos Alonso,Eden Hazard,Diego Costa,Pedro,Asmir Begovic,John Terry,Nathan Aké,Kurt Zouma,N'Golo Kanté,Michy Batshuayi,Willian,Matchweek 37,-6,47,45,87
25,0,2,Southampton,Arsenal,"<strong class=""matchTeamFormation"" data-team-id=""20"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""1"">3-4-2-1</strong>",Fraser Forster,Maya Yoshida,Cédric Soares,Ryan Bertrand,Jack Stephens,Steven Davis,James Ward-Prowse,Oriol Romeu,Dusan Tadic,Nathan Redmond,Manolo Gabbiadini,Mouez Hassen,Martín Cáceres,Jérémy Pied,Pierre-Emile Højbjerg,Sofiane Boufal,Shane Long,Jay Rodríguez,Petr Cech,Rob Holding,Shkodran Mustafi,Nacho Monreal,Alex Oxlade-Chamberlain,Granit Xhaka,Kieran Gibbs,Aaron Ramsey,Alexis Sánchez,Mesut Özil,Danny Welbeck,David Ospina,Gabriel Paulista,Héctor Bellerín,Francis Coquelin,Alex Iwobi,Olivier Giroud,Theo Walcott,Matchweek 36,-5,24,42,63
26,3,0,Chelsea,Middlesbrough,"<strong class=""matchTeamFormation"" data-team-id=""4"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""13"">4-3-3</strong>",Thibaut Courtois,David Luiz,César Azpilicueta,Gary Cahill,Marcos Alonso,Victor Moses,Cesc Fàbregas,Nemanja Matic,Pedro,Diego Costa,Eden Hazard,Asmir Begovic,Nathan Aké,Kurt Zouma,John Terry,Ruben Loftus-Cheek,Nathaniel Chalobah,Willian,Brad Guzan,George Friend,Ben Gibson,Calum Chambers,Fábio,Adam Forshaw,Adam Clayton,Marten de Roon,Álvaro Negredo,Stewart Downing,Adama Traoré,Dimitrios Konstantopoulos,Bernardo Espinosa,Antonio Barragán,Grant Leadbitter,Adlène Guédioura,Rudy Gestede,Patrick Bamford,Matchweek 36,43,-19,81,28
27,0,0,Liverpool,Southampton,"<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""20"">4-5-1</strong>",Simon Mignolet,James Milner,Nathaniel Clyne,Joël Matip,Dejan Lovren,Lucas Leiva,Georginio Wijnaldum,Emre Can,Roberto Firmino,Philippe Coutinho,Divock Origi,Loris Karius,Alberto Moreno,Ragnar Klavan,Trent Alexander-Arnold,Marko Grujic,Adam Lallana,Daniel Sturridge,Fraser Forster,Maya Yoshida,Cédric Soares,Jack Stephens,Ryan Bertrand,Sofiane Boufal,Steven Davis,James Ward-Prowse,Oriol Romeu,Dusan Tadic,Manolo Gabbiadini,Mouez Hassen,Martín Cáceres,Jérémy Pied,Nathan Redmond,Pierre-Emile Højbjerg,Shane Long,Jay Rodríguez,Matchweek 36,29,-7,69,41
28,2,0,Arsenal,Manchester United,"<strong class=""matchTeamFormation"" data-team-id=""1"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""12"">4-3-3</strong>",Petr Cech,Rob Holding,Laurent Koscielny,Nacho Monreal,Alex Oxlade-Chamberlain,Granit Xhaka,Kieran Gibbs,Aaron Ramsey,Mesut Özil,Alexis Sánchez,Danny Welbeck,David Ospina,Héctor Bellerín,Gabriel Paulista,Alex Iwobi,Francis Coquelin,Olivier Giroud,Theo Walcott,David de Gea,Matteo Darmian,Chris Smalling,Phil Jones,Axel Tuanzebe,Ander Herrera,Wayne Rooney,Michael Carrick,Juan Mata,Henrikh Mkhitaryan,Anthony Martial,Sergio Romero,Daley Blind,Eric Bailly,Jesse Lingard,Paul Pogba,Scott McTominay,Marcus Rashford,Matchweek 36,24,26,63,65
29,5,0,Manchester City,Crystal Palace,"<strong class=""matchTeamFormation"" data-team-id=""11"">4-1-4-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""6"">4-3-3</strong>",Willy Caballero,Fernandinho,Nicolás Otamendi,Gaël Clichy,Vincent Kompany,Kevin De Bruyne,Raheem Sterling,David Silva,Yaya Touré,Leroy Sané,Gabriel Jesus,Angus Gunn,Bacary Sagna,Pablo Zabaleta,Aleksandar Kolarov,Fernando,Jesús Navas,Kelechi Iheanacho,Wayne Hennessey,Martin Kelly,Joel Ward,Jeffrey Schlupp,Patrick van Aanholt,Jason Puncheon,James McArthur,Luka Milivojevic,Wilfried Zaha,Christian Benteke,Andros Townsend,Julian Speroni,Damien Delaney,Lee Chung-Yong,Mathieu Flamini,Fraizer Campbell,Loïc Rémy,Bakary Sako,Matchweek 36,28,-10,66,38
30,2,2,Bournemouth,Stoke City,"<strong class=""matchTeamFormation"" data-team-id=""127"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""42"">4-2-3-1</strong>",Artur Boruc,Simon Francis,Charlie Daniels,Adam Smith,Steve Cook,Marc Pugh,Joshua King,Junior Stanislas,Harry Arter,Lewis Cook,Lys Mousset,Ryan Allsop,Brad Smith,Tyrone Mings,Baily Cargill,Jordon Ibe,Ryan Fraser,Max-Alain Gradel,Jack Butland,Muniesa,Ryan Shawcross,Bruno Martins Indi,Glen Johnson,Glenn Whelan,Xherdan Shaqiri,Marko Arnautovic,Geoff Cameron,Joe Allen,Mame Diouf,Lee Grant,Erik Pieters,Charlie Adam,Ramadan Sobhi,Jonathan Walters,Saido Berahino,Peter Crouch,Matchweek 36,-13,-13,41,40
