,home_score,away_score,home_team_name,away_team_name,home_formation,away_fromation,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,HomePlayer12,HomePlayer13,HomePlayer14,HomePlayer15,HomePlayer16,HomePlayer17,HomePlayer18,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,AwayPlayer12,AwayPlayer13,AwayPlayer14,AwayPlayer15,AwayPlayer16,AwayPlayer17,AwayPlayer18,Matchweek,home_GD_prior,away_GD_prior,home_Points_prior,away_Points_prior
10,0,0,West Ham United,Manchester United,"<strong class=""matchTeamFormation"" data-team-id=""25"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""12"">5-3-2</strong>",Adrián,Aaron Cresswell,Angelo Ogbonna,Declan Rice,Mark Noble,Pablo Zabaleta,Cheikhou Kouyaté,Arthur Masuaku,João Mário,Manuel Lanzini,Marko Arnautovic,Joe Hart,Patrice Evra,Pedro Obiang,Josh Cullen,Edimilson Fernandes,Andy Carroll,Jordan Hugill,David de Gea,Victor Lindelöf,Antonio Valencia,Phil Jones,Chris Smalling,Luke Shaw,Ander Herrera,Paul Pogba,Scott McTominay,Alexis Sánchez,Jesse Lingard,Sergio Romero,Eric Bailly,Daley Blind,Juan Mata,Ashley Young,Anthony Martial,Marcus Rashford,Matchweek 37,-22,39,38,77
11,1,1,Chelsea,Huddersfield Town,"<strong class=""matchTeamFormation"" data-team-id=""4"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""159"">5-3-2</strong>",Willy Caballero,Andreas Christensen,Antonio Rüdiger,César Azpilicueta,Cesc Fàbregas,Marcos Alonso,N'Golo Kanté,Davide Zappacosta,Willian,Álvaro Morata,Pedro,Eduardo,Gary Cahill,Victor Moses,Eden Hazard,Tiémoué Bakayoko,Ross Barkley,Olivier Giroud,Jonas Lössl,Terence Kongolo,Chris Löwe,Christopher Schindler,Tommy Smith,Zanka,Jonathan Hogg,Aaron Mooy,Philip Billing,Laurent Depoitre,Rajiv van La Parra,Joel Coleman,Florent Hadërgjonaj,Scott Malone,Tom Ince,Alex Pritchard,Steve Mounié,Collin Quaner,Matchweek 37,27,-29,69,36
12,3,1,Leicester City,Arsenal,"<strong class=""matchTeamFormation"" data-team-id=""26"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""1"">4-3-3</strong>",Eldin Jakupovic,Wes Morgan,Christian Fuchs,Harry Maguire,Danny Simpson,Riyad Mahrez,Hamza Choudhury,Adrien Silva,Fousseni Diabaté,Kelechi Iheanacho,Jamie Vardy,Ben Hamer,Yohan Benalouane,Aleksandar Dragovic,Harvey Barnes,Demarai Gray,Iborra,George Thomas,Petr Cech,Sead Kolasinac,Rob Holding,Ainsley Maitland-Niles,Konstantinos Mavropanos,Aaron Ramsey,Granit Xhaka,Alex Iwobi,Henrikh Mkhitaryan,Pierre-Emerick Aubameyang,Danny Welbeck,David Ospina,Shkodran Mustafi,Jordi Osei-Tutu,Per Mertesacker,Joe Willock,Reiss Nelson,Eddie Nketiah,Matchweek 37,-5,24,44,60
13,3,1,Manchester City,Brighton and Hove Albion,"<strong class=""matchTeamFormation"" data-team-id=""11"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""131"">4-5-1</strong>",Claudio Bravo,Aymeric Laporte,Oleksandr Zinchenko,Vincent Kompany,Danilo,Yaya Touré,Fernandinho,Ilkay Gündogan,Bernardo Silva,Leroy Sané,Gabriel Jesus,Ederson,Benjamin Mendy,Tosin Adarabioyo,Phil Foden,Brahim Díaz,Kevin De Bruyne,Lukas Nmecha,Mathew Ryan,Bruno,Gaëtan Bong,Lewis Dunk,Shane Duffy,José Izquierdo,Anthony Knockaert,Davy Pröpper,Dale Stephens,Pascal Groß,Leonardo Ulloa,Tim Krul,Ezequiel Schelotto,Connor Goldson,Solly March,Beram Kayal,Glenn Murray,Jürgen Locadia,Matchweek 37,76,-14,94,40
14,1,0,Tottenham Hotspur,Newcastle United,"<strong class=""matchTeamFormation"" data-team-id=""21"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""23"">4-2-3-1</strong>",Hugo Lloris,Davinson Sánchez,Kieran Trippier,Jan Vertonghen,Ben Davies,Christian Eriksen,Dele Alli,Victor Wanyama,Moussa Sissoko,Son Heung-Min,Harry Kane,Michel Vorm,Toby Alderweireld,Danny Rose,Juan Foyth,Érik Lamela,Lucas Moura,Fernando Llorente,Martin Dúbravka,Paul Dummett,Florian Lejeune,Jamaal Lascelles,DeAndre Yedlin,Mohamed Diamé,Jonjo Shelvey,Kenedy,Ayoze Pérez,Matt Ritchie,Dwight Gayle,Karl Darlow,Massadio Haïdara,Javier Manquillo,Mikel Merino,Jacob Murphy,Isaac Hayden,Joselu,Matchweek 37,36,-10,71,41
15,0,1,Swansea City,Southampton,"<strong class=""matchTeamFormation"" data-team-id=""45"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""20"">3-4-2-1</strong>",Lukasz Fabianski,Kyle Naughton,Federico Fernández,Alfie Mawson,Ki Sung-Yeung,Martin Olsson,Connor Roberts,Andy King,Sam Clucas,André Ayew,Jordan Ayew,Kristoffer Nordfeldt,Mike van der Hoorn,Tom Carroll,Renato Sanches,Nathan Dyer,Luciano Narsingh,Tammy Abraham,Alex McCarthy,Wesley Hoedt,Jan Bednarek,Jack Stephens,Pierre-Emile Højbjerg,Cédric Soares,Ryan Bertrand,Oriol Romeu,Nathan Redmond,Charlie Austin,Dusan Tadic,Fraser Forster,Sam McQueen,James Ward-Prowse,Josh Sims,Guido Carrillo,Manolo Gabbiadini,Shane Long,Matchweek 37,-26,-19,33,33
16,0,0,Manchester City,Huddersfield Town,"<strong class=""matchTeamFormation"" data-team-id=""11"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""159"">5-3-2</strong>",Ederson,John Stones,Kyle Walker,Nicolás Otamendi,Fabian Delph,Fernandinho,David Silva,Kevin De Bruyne,Raheem Sterling,Gabriel Jesus,Leroy Sané,Claudio Bravo,Aymeric Laporte,Benjamin Mendy,Ilkay Gündogan,Phil Foden,Yaya Touré,Bernardo Silva,Jonas Lössl,Christopher Schindler,Chris Löwe,Tommy Smith,Zanka,Terence Kongolo,Florent Hadërgjonaj,Jonathan Hogg,Aaron Mooy,Alex Pritchard,Steve Mounié,Joel Coleman,Jon Gorenc Stankovic,Scott Malone,Philip Billing,Rajiv van La Parra,Laurent Depoitre,Collin Quaner,Matchweek 37,78,-29,96,36
17,5,0,Arsenal,Burnley,"<strong class=""matchTeamFormation"" data-team-id=""1"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""43"">4-4-1-1</strong>",Petr Cech,Héctor Bellerín,Sead Kolasinac,Konstantinos Mavropanos,Calum Chambers,Granit Xhaka,Jack Wilshere,Alex Iwobi,Henrikh Mkhitaryan,Pierre-Emerick Aubameyang,Alexandre Lacazette,David Ospina,Per Mertesacker,Nacho Monreal,Shkodran Mustafi,Aaron Ramsey,Ainsley Maitland-Niles,Danny Welbeck,Nick Pope,Kevin Long,Stephen Ward,James Tarkowski,Matthew Lowton,Aaron Lennon,Jóhann Gudmundsson,Ashley Westwood,Jack Cork,Jeff Hendrick,Ashley Barnes,Tom Heaton,Charlie Taylor,Phil Bardsley,Dean Marney,Georges-Kévin Nkoudou,Nahki Wells,Sam Vokes,Matchweek 37,17,3,57,54
18,1,0,Chelsea,Liverpool,"<strong class=""matchTeamFormation"" data-team-id=""4"">3-5-1-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>",Thibaut Courtois,Gary Cahill,César Azpilicueta,Antonio Rüdiger,Tiémoué Bakayoko,Marcos Alonso,N'Golo Kanté,Cesc Fàbregas,Victor Moses,Olivier Giroud,Eden Hazard,Willy Caballero,Davide Zappacosta,Andreas Christensen,Emerson,Willian,Ross Barkley,Pedro,Loris Karius,Virgil van Dijk,Nathaniel Clyne,Dejan Lovren,Andy Robertson,Georginio Wijnaldum,James Milner,Trent Alexander-Arnold,Roberto Firmino,Sadio Mané,Mohamed Salah,Simon Mignolet,Alberto Moreno,Ragnar Klavan,Jordan Henderson,Ben Woodburn,Danny Ings,Dominic Solanke,Matchweek 37,26,43,67,72
19,1,1,Everton,Southampton,"<strong class=""matchTeamFormation"" data-team-id=""7"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""20"">3-4-2-1</strong>",Jordan Pickford,Michael Keane,Séamus Coleman,Leighton Baines,Phil Jagielka,Nikola Vlasic,Idrissa Gueye,Yannick Bolasie,Morgan Schneiderlin,Tom Davies,Cenk Tosun,Joel Robles,Cuco Martina,Jonjoe Kenny,Ramiro Funes Mori,Beni Baningime,Davy Klaassen,Oumar Niasse,Alex McCarthy,Jan Bednarek,Maya Yoshida,Wesley Hoedt,Cédric Soares,Pierre-Emile Højbjerg,Ryan Bertrand,Oriol Romeu,Charlie Austin,Dusan Tadic,Mario Lemina,Fraser Forster,Jack Stephens,Sam McQueen,Nathan Redmond,James Ward-Prowse,Manolo Gabbiadini,Shane Long,Matchweek 37,-12,-18,48,35
20,1,2,Stoke City,Crystal Palace,"<strong class=""matchTeamFormation"" data-team-id=""42"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""6"">4-4-2</strong>",Jack Butland,Kurt Zouma,Ryan Shawcross,Glen Johnson,Erik Pieters,Badou Ndiaye,Xherdan Shaqiri,Moritz Bauer,Joe Allen,Mame Diouf,Peter Crouch,Jakob Haugaard,Geoff Cameron,Stephen Ireland,Charlie Adam,Darren Fletcher,Ramadan Sobhi,Tyrese Campbell,Wayne Hennessey,Patrick van Aanholt,James Tomkins,Mamadou Sakho,Joel Ward,James McArthur,Yohan Cabaye,Luka Milivojevic,Ruben Loftus-Cheek,Wilfried Zaha,Andros Townsend,Diego Cavalieri,Jeffrey Schlupp,Martin Kelly,Lee Chung-Yong,Alexander Sørloth,Christian Benteke,Aaron Wan-Bissaka,Matchweek 37,-33,-13,30,38
21,1,0,Bournemouth,Swansea City,"<strong class=""matchTeamFormation"" data-team-id=""127"">3-4-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""45"">3-4-2-1</strong>",Asmir Begovic,Simon Francis,Nathan Aké,Steve Cook,Ryan Fraser,Lewis Cook,Andrew Surman,Charlie Daniels,Joshua King,Callum Wilson,Marc Pugh,Artur Boruc,Brad Smith,Tyrone Mings,Jordon Ibe,Dan Gosling,Lys Mousset,Jermain Defoe,Lukasz Fabianski,Federico Fernández,Alfie Mawson,Mike van der Hoorn,Connor Roberts,Tom Carroll,Martin Olsson,Ki Sung-Yeung,Nathan Dyer,André Ayew,Jordan Ayew,Kristoffer Nordfeldt,Angel Rangel,Sam Clucas,Andy King,Renato Sanches,Luciano Narsingh,Tammy Abraham,Matchweek 37,-18,-26,38,33
22,0,2,Leicester City,West Ham United,"<strong class=""matchTeamFormation"" data-team-id=""26"">4-4-1-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""25"">3-4-2-1</strong>",Ben Hamer,Yohan Benalouane,Wes Morgan,Harry Maguire,Christian Fuchs,Riyad Mahrez,Hamza Choudhury,Fousseni Diabaté,Iborra,Jamie Vardy,Adrien Silva,Eldin Jakupovic,Aleksandar Dragovic,Sam Hughes,Demarai Gray,Harvey Barnes,George Thomas,Kelechi Iheanacho,Adrián,Angelo Ogbonna,Aaron Cresswell,Declan Rice,Mark Noble,Pablo Zabaleta,Cheikhou Kouyaté,Arthur Masuaku,João Mário,Marko Arnautovic,Manuel Lanzini,Nathan Trott,Patrice Evra,Edimilson Fernandes,Josh Cullen,Pedro Obiang,Andy Carroll,Jordan Hugill,Matchweek 37,-1,-24,47,36
23,2,1,Watford,Newcastle United,"<strong class=""matchTeamFormation"" data-team-id=""33"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""23"">4-4-1-1</strong>",Orestis Karnezis,José Holebas,Craig Cathcart,Daryl Janmaat,Christian Kabasele,Étienne Capoue,Roberto Pereyra,Abdoulaye Doucouré,Will Hughes,Andre Gray,Troy Deeney,Heurelho Gomes,Adrian Mariappa,Kiko Femenía,Miguel Britos,Richarlison,Gerard Deulofeu,Jerome Sinclair,Martin Dúbravka,Jamaal Lascelles,Paul Dummett,Florian Lejeune,Javier Manquillo,Jonjo Shelvey,Jacob Murphy,Kenedy,Mohamed Diamé,Ayoze Pérez,Dwight Gayle,Karl Darlow,DeAndre Yedlin,Massadio Haïdara,Mikel Merino,Isaac Hayden,Matt Ritchie,Joselu,Matchweek 37,-20,-10,38,41
24,1,0,West Bromwich Albion,Tottenham Hotspur,"<strong class=""matchTeamFormation"" data-team-id=""36"">4-4-1-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""21"">3-4-2-1</strong>",Ben Foster,Allan Nyom,Kieran Gibbs,Craig Dawson,Ahmed Hegazy,James McClean,Jake Livermore,Chris Brunt,Matt Phillips,Jay Rodríguez,Salomón Rondón,Boaz Myhill,Jonny Evans,Nacer Chadli,Grzegorz Krychowiak,Claudio Yacob,Hal Robson-Kanu,Daniel Sturridge,Hugo Lloris,Toby Alderweireld,Davinson Sánchez,Jan Vertonghen,Christian Eriksen,Victor Wanyama,Danny Rose,Kieran Trippier,Harry Kane,Dele Alli,Érik Lamela,Michel Vorm,Ben Davies,Eric Dier,Son Heung-Min,Moussa Sissoko,Lucas Moura,Fernando Llorente,Matchweek 37,-24,38,28,74
25,1,0,Brighton and Hove Albion,Manchester United,"<strong class=""matchTeamFormation"" data-team-id=""131"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""12"">4-3-3</strong>",Mathew Ryan,Bruno,Lewis Dunk,Gaëtan Bong,Shane Duffy,Pascal Groß,Dale Stephens,Davy Pröpper,José Izquierdo,Anthony Knockaert,Glenn Murray,Tim Krul,Ezequiel Schelotto,Connor Goldson,Beram Kayal,Solly March,Leonardo Ulloa,Jürgen Locadia,David de Gea,Chris Smalling,Ashley Young,Matteo Darmian,Marcos Rojo,Nemanja Matic,Marouane Fellaini,Paul Pogba,Juan Mata,Anthony Martial,Marcus Rashford,Sergio Romero,Victor Lindelöf,Luke Shaw,Eric Bailly,Scott McTominay,Ander Herrera,Jesse Lingard,Matchweek 37,-17,40,37,78
26,2,0,Tottenham Hotspur,Watford,"<strong class=""matchTeamFormation"" data-team-id=""21"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""33"">4-2-3-1</strong>",Hugo Lloris,Davinson Sánchez,Jan Vertonghen,Kieran Trippier,Ben Davies,Eric Dier,Christian Eriksen,Son Heung-Min,Dele Alli,Mousa Dembélé,Harry Kane,Michel Vorm,Toby Alderweireld,Sèrge Aurier,Lucas Moura,Victor Wanyama,Érik Lamela,Moussa Sissoko,Orestis Karnezis,José Holebas,Craig Cathcart,Christian Kabasele,Adrian Mariappa,Kiko Femenía,Étienne Capoue,Richarlison,Abdoulaye Doucouré,Will Hughes,Andre Gray,Heurelho Gomes,Daryl Janmaat,Miguel Britos,André Carrillo,Gerard Deulofeu,Troy Deeney,Jerome Sinclair,Matchweek 36,35,-18,68,38
27,1,4,West Ham United,Manchester City,"<strong class=""matchTeamFormation"" data-team-id=""25"">3-5-1-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""11"">4-3-3</strong>",Adrián,Angelo Ogbonna,Patrice Evra,Declan Rice,Mark Noble,Edimilson Fernandes,Aaron Cresswell,Pablo Zabaleta,Cheikhou Kouyaté,Manuel Lanzini,Marko Arnautovic,Nathan Trott,Arthur Masuaku,João Mário,Josh Cullen,Jordan Hugill,Andy Carroll,Chicharito,Ederson,Aymeric Laporte,Nicolás Otamendi,Fabian Delph,Kyle Walker,Ilkay Gündogan,Fernandinho,Kevin De Bruyne,Leroy Sané,Gabriel Jesus,Raheem Sterling,Claudio Bravo,Danilo,Benjamin Mendy,Yaya Touré,Phil Foden,Bernardo Silva,Lukas Nmecha,Matchweek 36,-21,73,35,90
28,2,1,Manchester United,Arsenal,"<strong class=""matchTeamFormation"" data-team-id=""12"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""1"">4-2-3-1</strong>",David de Gea,Chris Smalling,Antonio Valencia,Victor Lindelöf,Ashley Young,Nemanja Matic,Paul Pogba,Ander Herrera,Romelu Lukaku,Alexis Sánchez,Jesse Lingard,Joel Pereira,Marcos Rojo,Juan Mata,Marouane Fellaini,Scott McTominay,Anthony Martial,Marcus Rashford,David Ospina,Héctor Bellerín,Calum Chambers,Konstantinos Mavropanos,Sead Kolasinac,Granit Xhaka,Henrikh Mkhitaryan,Alex Iwobi,Reiss Nelson,Ainsley Maitland-Niles,Pierre-Emerick Aubameyang,Petr Cech,Rob Holding,Jordi Osei-Tutu,Nacho Monreal,Joe Willock,Eddie Nketiah,Danny Welbeck,Matchweek 36,39,20,74,57
29,0,0,Liverpool,Stoke City,"<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""42"">4-4-2</strong>",Loris Karius,Ragnar Klavan,Joe Gomez,Virgil van Dijk,Alberto Moreno,Jordan Henderson,Trent Alexander-Arnold,Georginio Wijnaldum,Roberto Firmino,Mohamed Salah,Danny Ings,Simon Mignolet,James Milner,Dejan Lovren,Andy Robertson,Nathaniel Clyne,Ben Woodburn,Dominic Solanke,Jack Butland,Erik Pieters,Bruno Martins Indi,Kurt Zouma,Ryan Shawcross,Badou Ndiaye,Xherdan Shaqiri,Joe Allen,Moritz Bauer,Mame Diouf,Peter Crouch,Jakob Haugaard,Geoff Cameron,Stephen Ireland,Ramadan Sobhi,Charlie Adam,Darren Fletcher,Tyrese Campbell,Matchweek 36,43,-33,71,29
