,home_score,away_score,home_team_name,away_team_name,home_formation,away_fromation,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,HomePlayer12,HomePlayer13,HomePlayer14,HomePlayer15,HomePlayer16,HomePlayer17,HomePlayer18,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,AwayPlayer12,AwayPlayer13,AwayPlayer14,AwayPlayer15,AwayPlayer16,AwayPlayer17,AwayPlayer18,Matchweek,home_GD_prior,away_GD_prior,home_Points_prior,away_Points_prior
94,1,1,Leicester City,Bournemouth,"<strong class=""matchTeamFormation"" data-team-id=""26"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""127"">4-4-1-1</strong>",Kasper Schmeichel,Harry Maguire,Christian Fuchs,Daniel Amartey,Wes Morgan,Matty James,Adrien Silva,Wilfred Ndidi,Jamie Vardy,Marc Albrighton,Riyad Mahrez,Ben Hamer,Aleksandar Dragovic,Ben Chilwell,Demarai Gray,Iborra,Kelechi Iheanacho,Fousseni Diabaté,Asmir Begovic,Simon Francis,Steve Cook,Nathan Aké,Charlie Daniels,Dan Gosling,Adam Smith,Junior Stanislas,Lewis Cook,Callum Wilson,Joshua King,Artur Boruc,Jack Simpson,Ryan Fraser,Andrew Surman,Kyle Taylor,Lys Mousset,Jermain Defoe,Matchweek 29,-1,-10,36,32
95,0,0,Southampton,Stoke City,"<strong class=""matchTeamFormation"" data-team-id=""20"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""42"">4-1-4-1</strong>",Alex McCarthy,Cédric Soares,Ryan Bertrand,Jack Stephens,Wesley Hoedt,Josh Sims,Oriol Romeu,Mario Lemina,Dusan Tadic,Nathan Redmond,Guido Carrillo,Fraser Forster,Jan Bednarek,James Ward-Prowse,Sofiane Boufal,Pierre-Emile Højbjerg,Shane Long,Manolo Gabbiadini,Jack Butland,Konstantinos Stafylidis,Moritz Bauer,Bruno Martins Indi,Kurt Zouma,Eric Choupo-Moting,Badou Ndiaye,Xherdan Shaqiri,Geoff Cameron,Joe Allen,Mame Diouf,Jakob Haugaard,Glen Johnson,Erik Pieters,Ryan Shawcross,Darren Fletcher,Jesé,Peter Crouch,Matchweek 29,-12,-26,27,26
96,4,1,Swansea City,West Ham United,"<strong class=""matchTeamFormation"" data-team-id=""45"">5-4-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""25"">3-4-3</strong>",Lukasz Fabianski,Alfie Mawson,Martin Olsson,Mike van der Hoorn,Federico Fernández,Kyle Naughton,Andy King,Ki Sung-Yeung,Sam Clucas,André Ayew,Jordan Ayew,Kristoffer Nordfeldt,Kyle Bartley,Tom Carroll,Leon Britton,Luciano Narsingh,Nathan Dyer,Tammy Abraham,Adrián,Declan Rice,Aaron Cresswell,Winston Reid,Cheikhou Kouyaté,Pablo Zabaleta,Mark Noble,Patrice Evra,Manuel Lanzini,Chicharito,Marko Arnautovic,Joe Hart,Sam Byram,João Mário,Josh Cullen,Marcus Browne,Michail Antonio,Jordan Hugill,Matchweek 29,-20,-15,27,30
97,2,0,Tottenham Hotspur,Huddersfield Town,"<strong class=""matchTeamFormation"" data-team-id=""21"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""159"">4-2-3-1</strong>",Hugo Lloris,Sèrge Aurier,Ben Davies,Davinson Sánchez,Jan Vertonghen,Dele Alli,Mousa Dembélé,Eric Dier,Christian Eriksen,Son Heung-Min,Harry Kane,Michel Vorm,Danny Rose,Kieran Trippier,Érik Lamela,Moussa Sissoko,Victor Wanyama,Lucas Moura,Jonas Lössl,Terence Kongolo,Christopher Schindler,Zanka,Florent Hadërgjonaj,Rajiv van La Parra,Alex Pritchard,Jonathan Hogg,Collin Quaner,Danny Williams,Steve Mounié,Robert Green,Scott Malone,Tommy Smith,Chris Löwe,Tom Ince,Philip Billing,Laurent Depoitre,Matchweek 29,29,-23,55,30
98,1,0,Watford,West Bromwich Albion,"<strong class=""matchTeamFormation"" data-team-id=""33"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""36"">4-3-3</strong>",Orestis Karnezis,José Holebas,Adrian Mariappa,Daryl Janmaat,Sebastian Prödl,Étienne Capoue,Richarlison,Abdoulaye Doucouré,André Carrillo,Roberto Pereyra,Troy Deeney,Heurelho Gomes,Miguel Britos,Marvin Zeegelaar,Will Hughes,Dodi Lukébakio,Andre Gray,Stefano Okaka,Ben Foster,Ahmed Hegazy,Jonny Evans,Kieran Gibbs,Craig Dawson,Grzegorz Krychowiak,Chris Brunt,Jake Livermore,Salomón Rondón,Matt Phillips,Jay Rodríguez,Boaz Myhill,Allan Nyom,Gareth McAuley,Oliver Burke,Claudio Yacob,Sam Field,James McClean,Matchweek 29,-9,-20,33,20
99,2,0,Liverpool,Newcastle United,"<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""23"">3-4-2-1</strong>",Loris Karius,Dejan Lovren,Trent Alexander-Arnold,Virgil van Dijk,Andy Robertson,Alex Oxlade-Chamberlain,Jordan Henderson,Emre Can,Mohamed Salah,Roberto Firmino,Sadio Mané,Simon Mignolet,James Milner,Alberto Moreno,Joël Matip,Joe Gomez,Adam Lallana,Dominic Solanke,Martin Dúbravka,Paul Dummett,Florian Lejeune,Jamaal Lascelles,Mikel Merino,Kenedy,DeAndre Yedlin,Mohamed Diamé,Dwight Gayle,Jacob Murphy,Christian Atsu,Karl Darlow,Ciaran Clark,Javier Manquillo,Matt Ritchie,Isaac Hayden,Ayoze Pérez,Joselu,Matchweek 29,33,-11,57,29
100,0,3,Arsenal,Manchester City,"<strong class=""matchTeamFormation"" data-team-id=""1"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""11"">4-3-3</strong>",Petr Cech,Laurent Koscielny,Sead Kolasinac,Héctor Bellerín,Shkodran Mustafi,Mesut Özil,Granit Xhaka,Henrikh Mkhitaryan,Danny Welbeck,Aaron Ramsey,Pierre-Emerick Aubameyang,David Ospina,Rob Holding,Calum Chambers,Alex Iwobi,Ainsley Maitland-Niles,Mohamed Elneny,Eddie Nketiah,Ederson,Kyle Walker,Vincent Kompany,Danilo,Nicolás Otamendi,Ilkay Gündogan,Kevin De Bruyne,David Silva,Leroy Sané,Bernardo Silva,Sergio Agüero,Claudio Bravo,Aymeric Laporte,John Stones,Phil Foden,Yaya Touré,Oleksandr Zinchenko,Gabriel Jesus,Matchweek 28,15,59,45,72
101,0,1,Crystal Palace,Tottenham Hotspur,"<strong class=""matchTeamFormation"" data-team-id=""6"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""21"">4-2-3-1</strong>",Wayne Hennessey,Aaron Wan-Bissaka,Patrick van Aanholt,Timothy Fosu-Mensah,James Tomkins,James McArthur,Luka Milivojevic,Jairo Riedewald,Alexander Sørloth,Christian Benteke,Andros Townsend,Dion Henry,Damien Delaney,Pape Souaré,Erdal Rakip,Nya Kirby,Lee Chung-Yong,Jason Lokilo,Hugo Lloris,Eric Dier,Sèrge Aurier,Davinson Sánchez,Ben Davies,Dele Alli,Mousa Dembélé,Christian Eriksen,Érik Lamela,Victor Wanyama,Harry Kane,Michel Vorm,Kieran Trippier,Juan Foyth,Danny Rose,Lucas Moura,Moussa Sissoko,Son Heung-Min,Matchweek 28,-17,28,27,52
102,2,1,Manchester United,Chelsea,"<strong class=""matchTeamFormation"" data-team-id=""12"">4-1-2-1-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""4"">3-4-2-1</strong>",David de Gea,Chris Smalling,Ashley Young,Victor Lindelöf,Antonio Valencia,Paul Pogba,Nemanja Matic,Scott McTominay,Alexis Sánchez,Anthony Martial,Romelu Lukaku,Joel Pereira,Eric Bailly,Luke Shaw,Jesse Lingard,Michael Carrick,Juan Mata,Marcus Rashford,Thibaut Courtois,César Azpilicueta,Andreas Christensen,Antonio Rüdiger,Victor Moses,N'Golo Kanté,Danny Drinkwater,Marcos Alonso,Álvaro Morata,Eden Hazard,Willian,Willy Caballero,Gary Cahill,Davide Zappacosta,Emerson,Cesc Fàbregas,Pedro,Olivier Giroud,Matchweek 28,32,26,56,53
103,1,1,Leicester City,Stoke City,"<strong class=""matchTeamFormation"" data-team-id=""26"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""42"">4-1-4-1</strong>",Kasper Schmeichel,Danny Simpson,Harry Maguire,Wes Morgan,Ben Chilwell,Matty James,Demarai Gray,Marc Albrighton,Wilfred Ndidi,Riyad Mahrez,Jamie Vardy,Eldin Jakupovic,Aleksandar Dragovic,Christian Fuchs,Iborra,Adrien Silva,Kelechi Iheanacho,Fousseni Diabaté,Jack Butland,Moritz Bauer,Bruno Martins Indi,Konstantinos Stafylidis,Kurt Zouma,Eric Choupo-Moting,Xherdan Shaqiri,Geoff Cameron,Joe Allen,Badou Ndiaye,Mame Diouf,Lee Grant,Glen Johnson,Erik Pieters,Ramadan Sobhi,Charlie Adam,Tyrese Campbell,Jesé,Matchweek 28,-1,-26,35,25
104,2,2,Bournemouth,Newcastle United,"<strong class=""matchTeamFormation"" data-team-id=""127"">4-4-1-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""23"">4-4-1-1</strong>",Asmir Begovic,Steve Cook,Nathan Aké,Charlie Daniels,Simon Francis,Ryan Fraser,Dan Gosling,Junior Stanislas,Lewis Cook,Joshua King,Callum Wilson,Artur Boruc,Adam Smith,Jack Simpson,Andrew Surman,Marc Pugh,Jermain Defoe,Lys Mousset,Martin Dúbravka,Jamaal Lascelles,Paul Dummett,DeAndre Yedlin,Florian Lejeune,Kenedy,Mohamed Diamé,Matt Ritchie,Jonjo Shelvey,Ayoze Pérez,Dwight Gayle,Karl Darlow,Javier Manquillo,Ciaran Clark,Isaac Hayden,Christian Atsu,Mikel Merino,Joselu,Matchweek 28,-10,-11,31,28
105,4,1,Brighton and Hove Albion,Swansea City,"<strong class=""matchTeamFormation"" data-team-id=""131"">4-4-1-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""45"">5-4-1</strong>",Mathew Ryan,Ezequiel Schelotto,Shane Duffy,Lewis Dunk,Gaëtan Bong,José Izquierdo,Anthony Knockaert,Dale Stephens,Davy Pröpper,Pascal Groß,Glenn Murray,Tim Krul,Connor Goldson,Bruno,Solly March,Beram Kayal,Jürgen Locadia,Leonardo Ulloa,Lukasz Fabianski,Martin Olsson,Alfie Mawson,Kyle Naughton,Mike van der Hoorn,Federico Fernández,Tom Carroll,Nathan Dyer,Sam Clucas,Ki Sung-Yeung,Jordan Ayew,Kristoffer Nordfeldt,Kyle Bartley,Andy King,Luciano Narsingh,Wayne Routledge,Tammy Abraham,André Ayew,Matchweek 28,-14,-17,28,27
106,1,1,Burnley,Southampton,"<strong class=""matchTeamFormation"" data-team-id=""43"">4-4-1-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""20"">4-2-3-1</strong>",Nick Pope,Ben Mee,Kevin Long,Matthew Lowton,Stephen Ward,Aaron Lennon,Ashley Westwood,Jack Cork,Jóhann Gudmundsson,Jeff Hendrick,Ashley Barnes,Anders Lindegaard,Phil Bardsley,Charlie Taylor,Dean Marney,Georges-Kévin Nkoudou,Sam Vokes,Chris Wood,Alex McCarthy,Ryan Bertrand,Wesley Hoedt,Cédric Soares,Jack Stephens,James Ward-Prowse,Nathan Redmond,Mario Lemina,Oriol Romeu,Dusan Tadic,Guido Carrillo,Fraser Forster,Jan Bednarek,Jérémy Pied,Sofiane Boufal,Pierre-Emile Højbjerg,Josh Sims,Manolo Gabbiadini,Matchweek 28,-3,-12,36,26
107,4,1,Liverpool,West Ham United,"<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""25"">3-4-2-1</strong>",Loris Karius,Virgil van Dijk,Joël Matip,Andy Robertson,Trent Alexander-Arnold,James Milner,Alex Oxlade-Chamberlain,Emre Can,Roberto Firmino,Sadio Mané,Mohamed Salah,Simon Mignolet,Joe Gomez,Dejan Lovren,Alberto Moreno,Adam Lallana,Jordan Henderson,Dominic Solanke,Adrián,Aaron Cresswell,Angelo Ogbonna,James Collins,Patrice Evra,Cheikhou Kouyaté,Mark Noble,Pablo Zabaleta,Marko Arnautovic,Manuel Lanzini,João Mário,Joe Hart,Sam Byram,Winston Reid,Declan Rice,Michail Antonio,Jordan Hugill,Chicharito,Matchweek 28,30,-12,54,30
108,1,2,West Bromwich Albion,Huddersfield Town,"<strong class=""matchTeamFormation"" data-team-id=""36"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""159"">4-2-3-1</strong>",Ben Foster,Jonny Evans,Craig Dawson,Kieran Gibbs,Ahmed Hegazy,Matt Phillips,Gareth Barry,Grzegorz Krychowiak,James McClean,Jay Rodríguez,Salomón Rondón,Boaz Myhill,Gareth McAuley,Allan Nyom,Jake Livermore,Claudio Yacob,Oliver Burke,Chris Brunt,Jonas Lössl,Zanka,Florent Hadërgjonaj,Christopher Schindler,Terence Kongolo,Collin Quaner,Danny Williams,Rajiv van La Parra,Alex Pritchard,Jonathan Hogg,Steve Mounié,Joel Coleman,Tommy Smith,Scott Malone,Abdelhamid Sabiri,Tom Ince,Dean Whitehead,Laurent Depoitre,Matchweek 28,-19,-24,20,27
109,1,0,Watford,Everton,"<strong class=""matchTeamFormation"" data-team-id=""33"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""7"">4-3-3</strong>",Orestis Karnezis,Sebastian Prödl,Daryl Janmaat,José Holebas,Adrian Mariappa,Étienne Capoue,Abdoulaye Doucouré,Richarlison,Roberto Pereyra,Gerard Deulofeu,Troy Deeney,Heurelho Gomes,Miguel Britos,Kiko Femenía,Marvin Zeegelaar,André Carrillo,Andre Gray,Stefano Okaka,Jordan Pickford,Michael Keane,Jonjoe Kenny,Cuco Martina,Ashley Williams,Idrissa Gueye,Tom Davies,Wayne Rooney,Theo Walcott,Gylfi Sigurdsson,Oumar Niasse,Joel Robles,Luke Garbutt,Mason Holgate,Morgan Schneiderlin,Dominic Calvert-Lewin,Yannick Bolasie,Cenk Tosun,Matchweek 28,-10,-14,30,34
110,3,0,Chelsea,West Bromwich Albion,"<strong class=""matchTeamFormation"" data-team-id=""4"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""36"">5-3-2</strong>",Thibaut Courtois,César Azpilicueta,Andreas Christensen,Antonio Rüdiger,N'Golo Kanté,Cesc Fàbregas,Davide Zappacosta,Victor Moses,Olivier Giroud,Eden Hazard,Pedro,Willy Caballero,Emerson,Gary Cahill,Danny Drinkwater,Ethan Ampadu,Willian,Álvaro Morata,Ben Foster,Craig Dawson,Ahmed Hegazy,Matt Phillips,Jonny Evans,Kieran Gibbs,Chris Brunt,Grzegorz Krychowiak,Gareth Barry,Salomón Rondón,Daniel Sturridge,Boaz Myhill,Allan Nyom,Gareth McAuley,Oliver Burke,Claudio Yacob,James McClean,Jay Rodríguez,Matchweek 27,23,-16,50,20
111,4,1,Huddersfield Town,Bournemouth,"<strong class=""matchTeamFormation"" data-team-id=""159"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""127"">3-4-2-1</strong>",Jonas Lössl,Florent Hadërgjonaj,Christopher Schindler,Zanka,Scott Malone,Tom Ince,Jonathan Hogg,Alex Pritchard,Rajiv van La Parra,Aaron Mooy,Steve Mounié,Joel Coleman,Michael Hefele,Terence Kongolo,Danny Williams,Abdelhamid Sabiri,Philip Billing,Collin Quaner,Asmir Begovic,Steve Cook,Simon Francis,Nathan Aké,Lewis Cook,Charlie Daniels,Ryan Fraser,Dan Gosling,Jordon Ibe,Callum Wilson,Junior Stanislas,Artur Boruc,Jack Simpson,Adam Smith,Harry Arter,Andrew Surman,Lys Mousset,Joshua King,Matchweek 27,-27,-7,24,31
112,1,0,Newcastle United,Manchester United,"<strong class=""matchTeamFormation"" data-team-id=""23"">4-4-1-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""12"">4-2-3-1</strong>",Martin Dúbravka,Florian Lejeune,Paul Dummett,Jamaal Lascelles,DeAndre Yedlin,Jonjo Shelvey,Kenedy,Mohamed Diamé,Matt Ritchie,Dwight Gayle,Ayoze Pérez,Karl Darlow,Javier Manquillo,Jacob Murphy,Isaac Hayden,Christian Atsu,Mikel Merino,Joselu,David de Gea,Ashley Young,Chris Smalling,Phil Jones,Antonio Valencia,Nemanja Matic,Anthony Martial,Alexis Sánchez,Paul Pogba,Jesse Lingard,Romelu Lukaku,Sergio Romero,Luke Shaw,Marcos Rojo,Victor Lindelöf,Juan Mata,Scott McTominay,Michael Carrick,Matchweek 27,-12,33,25,56
113,0,2,Southampton,Liverpool,"<strong class=""matchTeamFormation"" data-team-id=""20"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>",Alex McCarthy,Jack Stephens,Ryan Bertrand,Cédric Soares,Wesley Hoedt,James Ward-Prowse,Pierre-Emile Højbjerg,Mario Lemina,Dusan Tadic,Oriol Romeu,Guido Carrillo,Fraser Forster,Maya Yoshida,Sofiane Boufal,Nathan Redmond,Steven Davis,Manolo Gabbiadini,Shane Long,Loris Karius,Joël Matip,Trent Alexander-Arnold,Andy Robertson,Virgil van Dijk,Emre Can,Alex Oxlade-Chamberlain,Georginio Wijnaldum,Sadio Mané,Mohamed Salah,Roberto Firmino,Simon Mignolet,Dejan Lovren,Alberto Moreno,James Milner,Adam Lallana,Dominic Solanke,Danny Ings,Matchweek 27,-10,28,26,51
114,1,0,Tottenham Hotspur,Arsenal,"<strong class=""matchTeamFormation"" data-team-id=""21"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""1"">4-3-3</strong>",Hugo Lloris,Davinson Sánchez,Jan Vertonghen,Kieran Trippier,Ben Davies,Son Heung-Min,Dele Alli,Christian Eriksen,Mousa Dembélé,Eric Dier,Harry Kane,Michel Vorm,Danny Rose,Sèrge Aurier,Lucas Moura,Moussa Sissoko,Érik Lamela,Victor Wanyama,Petr Cech,Héctor Bellerín,Nacho Monreal,Laurent Koscielny,Shkodran Mustafi,Mohamed Elneny,Granit Xhaka,Jack Wilshere,Henrikh Mkhitaryan,Pierre-Emerick Aubameyang,Mesut Özil,David Ospina,Calum Chambers,Sead Kolasinac,Alex Iwobi,Ainsley Maitland-Niles,Danny Welbeck,Alexandre Lacazette,Matchweek 27,27,16,49,45
115,3,1,Everton,Crystal Palace,"<strong class=""matchTeamFormation"" data-team-id=""7"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""6"">4-3-3</strong>",Jordan Pickford,Séamus Coleman,Cuco Martina,Eliaquim Mangala,Michael Keane,Idrissa Gueye,Wayne Rooney,Tom Davies,Gylfi Sigurdsson,Oumar Niasse,Theo Walcott,Joel Robles,Jonjoe Kenny,Ashley Williams,Morgan Schneiderlin,Cenk Tosun,Yannick Bolasie,Dominic Calvert-Lewin,Wayne Hennessey,Patrick van Aanholt,Joel Ward,Timothy Fosu-Mensah,James Tomkins,Yohan Cabaye,James McArthur,Luka Milivojevic,Alexander Sørloth,Christian Benteke,Andros Townsend,Dion Henry,Jairo Riedewald,Damien Delaney,Pape Souaré,Erdal Rakip,Lee Chung-Yong,Aaron Wan-Bissaka,Matchweek 27,-16,-15,31,27
116,1,1,Stoke City,Brighton and Hove Albion,"<strong class=""matchTeamFormation"" data-team-id=""42"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""131"">4-4-1-1</strong>",Jack Butland,Erik Pieters,Kurt Zouma,Ryan Shawcross,Moritz Bauer,Darren Fletcher,Joe Allen,Badou Ndiaye,Eric Choupo-Moting,Mame Diouf,Xherdan Shaqiri,Lee Grant,Glen Johnson,Geoff Cameron,Charlie Adam,Ramadan Sobhi,Jesé,Saido Berahino,Mathew Ryan,Shane Duffy,Lewis Dunk,Gaëtan Bong,Ezequiel Schelotto,Solly March,Dale Stephens,Davy Pröpper,José Izquierdo,Glenn Murray,Pascal Groß,Tim Krul,Bruno,Connor Goldson,Anthony Knockaert,Beram Kayal,Jürgen Locadia,Leonardo Ulloa,Matchweek 27,-26,-14,24,27
117,1,0,Swansea City,Burnley,"<strong class=""matchTeamFormation"" data-team-id=""45"">5-4-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""43"">4-4-2</strong>",Lukasz Fabianski,Mike van der Hoorn,Martin Olsson,Alfie Mawson,Kyle Naughton,Federico Fernández,Tom Carroll,Nathan Dyer,Sam Clucas,Ki Sung-Yeung,Jordan Ayew,Kristoffer Nordfeldt,Kyle Bartley,Luciano Narsingh,Wayne Routledge,Andy King,Tammy Abraham,André Ayew,Nick Pope,Charlie Taylor,Kevin Long,Ben Mee,Matthew Lowton,Jeff Hendrick,Aaron Lennon,Jack Cork,Jóhann Gudmundsson,Ashley Barnes,Sam Vokes,Anders Lindegaard,Stephen Ward,Scott Arfield,Ashley Westwood,Aiden O'Neill,Georges-Kévin Nkoudou,Nahki Wells,Matchweek 27,-18,-2,24,36
118,2,0,West Ham United,Watford,"<strong class=""matchTeamFormation"" data-team-id=""25"">3-4-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""33"">3-4-3</strong>",Adrián,Aaron Cresswell,Angelo Ogbonna,James Collins,Mark Noble,Pablo Zabaleta,Cheikhou Kouyaté,Michail Antonio,João Mário,Chicharito,Marko Arnautovic,Joe Hart,Sam Byram,Patrice Evra,José Fonte,Josh Cullen,Declan Rice,Jordan Hugill,Orestis Karnezis,José Holebas,Adrian Mariappa,Sebastian Prödl,Marvin Zeegelaar,Étienne Capoue,Daryl Janmaat,Abdoulaye Doucouré,Troy Deeney,Richarlison,Gerard Deulofeu,Daniel Bachmann,Joy Mukena,Didier Ndong,Dodi Lukébakio,Roberto Pereyra,Andre Gray,André Carrillo,Matchweek 27,-14,-8,27,30
119,5,1,Manchester City,Leicester City,"<strong class=""matchTeamFormation"" data-team-id=""11"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""26"">3-5-2</strong>",Ederson,Oleksandr Zinchenko,Aymeric Laporte,Kyle Walker,Nicolás Otamendi,Fernandinho,Ilkay Gündogan,Kevin De Bruyne,Sergio Agüero,Raheem Sterling,Bernardo Silva,Claudio Bravo,Danilo,Vincent Kompany,John Stones,Brahim Díaz,Phil Foden,Lukas Nmecha,Kasper Schmeichel,Aleksandar Dragovic,Harry Maguire,Christian Fuchs,Wilfred Ndidi,Matty James,Marc Albrighton,Ben Chilwell,Adrien Silva,Fousseni Diabaté,Jamie Vardy,Eldin Jakupovic,Yohan Benalouane,Danny Simpson,Iborra,Riyad Mahrez,Demarai Gray,Kelechi Iheanacho,Matchweek 27,55,3,69,35
120,4,1,Watford,Chelsea,"<strong class=""matchTeamFormation"" data-team-id=""33"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""4"">3-4-2-1</strong>",Orestis Karnezis,José Holebas,Adrian Mariappa,Sebastian Prödl,Daryl Janmaat,Abdoulaye Doucouré,Marvin Zeegelaar,Étienne Capoue,Gerard Deulofeu,Troy Deeney,Richarlison,Daniel Bachmann,Joy Mukena,Roberto Pereyra,Didier Ndong,Dodi Lukébakio,André Carrillo,Andre Gray,Thibaut Courtois,Gary Cahill,César Azpilicueta,David Luiz,Tiémoué Bakayoko,Davide Zappacosta,Victor Moses,N'Golo Kanté,Eden Hazard,Willian,Pedro,Willy Caballero,Emerson,Antonio Rüdiger,Callum Hudson-Odoi,Cesc Fàbregas,Danny Drinkwater,Olivier Giroud,Matchweek 26,-11,26,27,50
121,1,1,Crystal Palace,Newcastle United,"<strong class=""matchTeamFormation"" data-team-id=""6"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""23"">4-4-1-1</strong>",Wayne Hennessey,James Tomkins,Patrick van Aanholt,Martin Kelly,Timothy Fosu-Mensah,Andros Townsend,Yohan Cabaye,James McArthur,Luka Milivojevic,Wilfried Zaha,Christian Benteke,Dion Henry,Joel Ward,Mamadou Sakho,Pape Souaré,Jairo Riedewald,Lee Chung-Yong,Alexander Sørloth,Karl Darlow,Jamaal Lascelles,DeAndre Yedlin,Paul Dummett,Ciaran Clark,Kenedy,Jonjo Shelvey,Matt Ritchie,Mohamed Diamé,Ayoze Pérez,Dwight Gayle,Martin Dúbravka,Javier Manquillo,Florian Lejeune,Christian Atsu,Isaac Hayden,Jacob Murphy,Mikel Merino,Matchweek 26,-15,-12,26,24
122,2,2,Liverpool,Tottenham Hotspur,"<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""21"">4-1-2-1-2</strong>",Loris Karius,Virgil van Dijk,Dejan Lovren,Trent Alexander-Arnold,Andy Robertson,Emre Can,Jordan Henderson,James Milner,Sadio Mané,Mohamed Salah,Roberto Firmino,Simon Mignolet,Joël Matip,Alberto Moreno,Alex Oxlade-Chamberlain,Georginio Wijnaldum,Dominic Solanke,Danny Ings,Hugo Lloris,Jan Vertonghen,Kieran Trippier,Ben Davies,Davinson Sánchez,Eric Dier,Dele Alli,Christian Eriksen,Mousa Dembélé,Son Heung-Min,Harry Kane,Michel Vorm,Sèrge Aurier,Érik Lamela,Harry Winks,Moussa Sissoko,Victor Wanyama,Fernando Llorente,Matchweek 26,28,27,50,48
123,1,1,Burnley,Manchester City,"<strong class=""matchTeamFormation"" data-team-id=""43"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""11"">4-3-3</strong>",Nick Pope,Kevin Long,Charlie Taylor,Phil Bardsley,Ben Mee,Jack Cork,Jeff Hendrick,Aaron Lennon,Jóhann Gudmundsson,Ashley Barnes,Sam Vokes,Anders Lindegaard,Matthew Lowton,Aiden O'Neill,Ashley Westwood,Scott Arfield,Georges-Kévin Nkoudou,Nahki Wells,Ederson,Nicolás Otamendi,Kyle Walker,Vincent Kompany,Danilo,Kevin De Bruyne,Fernandinho,Ilkay Gündogan,Raheem Sterling,Bernardo Silva,Sergio Agüero,Claudio Bravo,Tosin Adarabioyo,Aymeric Laporte,Oleksandr Zinchenko,Brahim Díaz,Yaya Touré,,Matchweek 26,-2,55,35,68
124,2,1,Bournemouth,Stoke City,"<strong class=""matchTeamFormation"" data-team-id=""127"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""42"">4-3-3</strong>",Asmir Begovic,Steve Cook,Nathan Aké,Simon Francis,Dan Gosling,Ryan Fraser,Lewis Cook,Charlie Daniels,Junior Stanislas,Callum Wilson,Jordon Ibe,Artur Boruc,Jack Simpson,Andrew Surman,Harry Arter,Marc Pugh,Lys Mousset,Joshua King,Jack Butland,Erik Pieters,Moritz Bauer,Kurt Zouma,Ryan Shawcross,Badou Ndiaye,Joe Allen,Geoff Cameron,Peter Crouch,Xherdan Shaqiri,Eric Choupo-Moting,Lee Grant,Konstantinos Stafylidis,Glen Johnson,Ramadan Sobhi,Mame Diouf,Charlie Adam,Saido Berahino,Matchweek 26,-8,-25,28,24
